STNAME,CTYNAME,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023
South Carolina,Richland County,415671,417294,421526,425138
South Carolina,Saluda County,18828,18822,18984,19123
South Carolina,Spartanburg County,329379,335397,345948,356698
South Carolina,Sumter County,105476,104854,103936,104165
South Carolina,Union County,27181,27010,26739,26629
South Carolina,Williamsburg County,30914,30418,30113,29891
South Carolina,York County,284028,289201,294201,298320
South Dakota,Aurora County,2735,2736,2762,2782
South Dakota,Beadle County,19165,19181,19488,19591
South Dakota,Bennett County,3388,3389,3333,3305
South Dakota,Bon Homme County,6970,7000,7064,7065
South Dakota,Brookings County,34343,34696,35491,35980
South Dakota,Brown County,38225,38117,37901,37733
South Dakota,Brule County,5241,5243,5301,5311
South Dakota,Buffalo County,1939,1894,1854,1884
South Dakota,Butte County,10293,10542,10790,10863
South Dakota,Campbell County,1378,1376,1355,1340
South Dakota,Charles Mix County,9368,9184,9232,9240
South Dakota,Clark County,3853,3873,3923,3948
South Dakota,Clay County,15000,15165,15301,15431
South Dakota,Codington County,28351,28484,28736,28971
South Dakota,Corson County,3895,3849,3817,3782
South Dakota,Custer County,8335,8639,9021,9117
South Dakota,Davison County,19956,19899,19907,19922
South Dakota,Day County,5444,5426,5475,5451
South Dakota,Deuel County,4295,4290,4361,4354
South Dakota,Dewey County,5225,5223,5142,5208
South Dakota,Douglas County,2834,2811,2787,2838
South Dakota,Edmunds County,3988,4034,4071,4057
South Dakota,Fall River County,6970,7213,7397,7393
South Dakota,Faulk County,2132,2124,2122,2151
South Dakota,Grant County,7538,7552,7486,7553
South Dakota,Gregory County,4003,3957,3999,4018
South Dakota,Haakon County,1866,1835,1834,1851
South Dakota,Hamlin County,6166,6264,6394,6451
South Dakota,Hand County,3140,3079,3112,3107
South Dakota,Hanson County,3463,3510,3479,3471
South Dakota,Harding County,1308,1325,1339,1324
South Dakota,Hughes County,17740,17760,17681,17624
South Dakota,Hutchinson County,7426,7377,7351,7394
South Dakota,Hyde County,1250,1230,1199,1186
South Dakota,Jackson County,2799,2864,2832,2776
South Dakota,Jerauld County,1648,1645,1662,1660
South Dakota,Jones County,926,879,875,855
South Dakota,Kingsbury County,5199,5201,5279,5276
South Dakota,Lake County,11017,10864,10940,11031
South Dakota,Lawrence County,25844,26162,27240,28053
South Dakota,Lincoln County,65648,67992,71024,73238
South Dakota,Lyman County,3704,3763,3705,3705
South Dakota,McCook County,5670,5718,5768,5809
South Dakota,McPherson County,2402,2416,2396,2334
South Dakota,Marshall County,4308,4324,4363,4390
South Dakota,Meade County,29899,30289,30702,30954
South Dakota,Mellette County,1920,1898,1873,1851
South Dakota,Miner County,2304,2311,2285,2280
South Dakota,Minnehaha County,197695,199904,203845,206930
South Dakota,Moody County,6335,6305,6382,6450
South Dakota,Oglala Lakota County,13648,13559,13508,13434
South Dakota,Pennington County,109566,111886,114306,115903
South Dakota,Perkins County,2842,2825,2809,2834
South Dakota,Potter County,2473,2471,2446,2413
South Dakota,Roberts County,10250,10172,10139,10206
South Dakota,Sanborn County,2326,2373,2403,2399
South Dakota,Spink County,6340,6261,6228,6166
South Dakota,Stanley County,2971,3035,3017,3043
South Dakota,Sully County,1451,1471,1482,1494
South Dakota,Todd County,9323,9301,9233,9199
South Dakota,Tripp County,5611,5580,5579,5621
South Dakota,Turner County,8675,8679,8888,9027
South Dakota,Union County,16860,16876,17063,17183
South Dakota,Walworth County,5294,5260,5286,5269
South Dakota,Yankton County,23286,23353,23412,23517
South Dakota,Ziebach County,2395,2385,2394,2322
Tennessee,Anderson County,77320,77615,78929,80234
Tennessee,Bedford County,50385,51184,51964,53055
Tennessee,Benton County,15855,15837,15994,16103
Tennessee,Bledsoe County,14956,14837,14824,15060
Tennessee,Blount County,135657,137611,139810,141456
Tennessee,Bradley County,108828,109755,110539,111579
Tennessee,Campbell County,39301,39455,39564,40223
Tennessee,Cannon County,14565,14537,14807,15063
Tennessee,Carroll County,28434,28295,28418,28860
Tennessee,Carter County,56371,56080,56485,57022
Tennessee,Cheatham County,41131,41498,41764,42254
Tennessee,Chester County,17375,17465,17558,17606
Tennessee,Claiborne County,32072,32061,32357,32654
Tennessee,Clay County,7588,7586,7656,7714
Tennessee,Cocke County,36045,36364,36849,37404
Tennessee,Coffee County,58139,58983,59779,60633
Tennessee,Crockett County,13908,13990,13862,13982
Tennessee,Cumberland County,61379,62391,63482,64760
Tennessee,Davidson County,716059,700860,707351,712334
Tennessee,Decatur County,11433,11402,11549,11656
Tennessee,DeKalb County,20189,20500,21002,21225
Tennessee,Dickson County,54440,55174,55727,56729
Tennessee,Dyer County,36716,36609,36440,36498
Tennessee,Fayette County,41870,42616,43338,44175
Tennessee,Fentress County,18533,18835,19335,19696
Tennessee,Franklin County,42845,43196,44119,44654
Tennessee,Gibson County,50444,50468,50826,51045
Tennessee,Giles County,30340,30401,30540,30721
Tennessee,Grainger County,23569,23800,24185,24681
Tennessee,Greene County,70344,70565,71292,72577
Tennessee,Grundy County,13543,13587,13779,13955
Tennessee,Hamblen County,64542,64360,65167,66216
Tennessee,Hamilton County,367251,369005,374602,379864
Tennessee,Hancock County,6627,6794,6846,6956
Tennessee,Hardeman County,25440,25260,25511,25567
Tennessee,Hardin County,26804,26871,27065,27229
Tennessee,Hawkins County,56721,57202,57903,58600
Tennessee,Haywood County,17826,17691,17518,17328
Tennessee,Henderson County,27824,27906,27907,28070
Tennessee,Henry County,32149,32246,32382,32554
Tennessee,Hickman County,24972,25080,25481,25826
Tennessee,Houston County,8308,8298,8247,8393
Tennessee,Humphreys County,18998,19178,19023,19209
Tennessee,Jackson County,11633,11771,12015,12363
Tennessee,Jefferson County,54916,55547,56660,57838
Tennessee,Johnson County,17990,18053,18046,18375
Tennessee,Knox County,480516,485941,495380,500669
Tennessee,Lake County,6995,6596,6500,6347
Tennessee,Lauderdale County,25123,24878,24741,24610
Tennessee,Lawrence County,44181,44768,45502,46114
Tennessee,Lewis County,12606,12852,12912,13066
Tennessee,Lincoln County,35331,35435,36006,36169
Tennessee,Loudon County,55129,56785,58244,60591
Tennessee,McMinn County,53343,53921,54695,55678
Tennessee,McNairy County,25857,25846,25993,26163
Tennessee,Macon County,25267,25673,26214,26793
Tennessee,Madison County,98832,98557,99172,99193
Tennessee,Marion County,28870,28919,29050,29382
Tennessee,Marshall County,34475,35059,35857,36961
Tennessee,Maury County,101826,104942,107996,110760
Tennessee,Meigs County,12808,13019,13258,13691
Tennessee,Monroe County,46394,46649,47680,48594
Tennessee,Montgomery County,221281,227741,234899,239872
Tennessee,Moore County,6470,6651,6716,6748
Tennessee,Morgan County,21042,21107,21207,21573
Tennessee,Obion County,30775,30459,30374,30411
Tennessee,Overton County,22590,22831,22993,23327
Tennessee,Perry County,8381,8493,8705,8891
Tennessee,Pickett County,5000,5069,5103,5128
Tennessee,Polk County,17566,17714,17778,18033
Tennessee,Putnam County,80071,81250,82470,83844
Tennessee,Rhea County,32938,33189,33689,33924
Tennessee,Roane County,53517,54088,55129,56096
Tennessee,Robertson County,72953,74031,75398,76776
Tennessee,Rutherford County,343298,351194,360682,367101
Tennessee,Scott County,21876,21891,21999,22171
Tennessee,Sequatchie County,15848,16448,16918,17161
Tennessee,Sevier County,98562,99435,98806,99415
Tennessee,Shelby County,929763,923382,916357,910042
Tennessee,Smith County,19971,20169,20470,20538
Tennessee,Stewart County,13706,13808,13994,14222
Tennessee,Sullivan County,158246,159212,160862,162135
Tennessee,Sumner County,197416,200505,203721,207994
Tennessee,Tipton County,61042,61059,61650,62015
Tennessee,Trousdale County,11635,11605,12077,12271
Tennessee,Unicoi County,17886,17631,17591,17756
Tennessee,Union County,19845,20013,20473,20741
Tennessee,Van Buren County,6174,6293,6430,6493
Tennessee,Warren County,41052,41468,42001,42638
Tennessee,Washington County,133219,133460,136147,138420
Tennessee,Wayne County,16222,16329,16266,16066
Tennessee,Weakley County,32903,32883,33043,33084
Tennessee,White County,27444,27541,28000,28692
Tennessee,Williamson County,249552,256065,260738,264460
Tennessee,Wilson County,148659,152036,158593,163674
Texas,Anderson County,57930,58302,57227,57736
Texas,Andrews County,18612,18411,18324,18664
Texas,Angelina County,86388,86730,87124,87319
Texas,Aransas County,23932,24510,24963,25374
Texas,Archer County,8556,8702,8849,9029
Texas,Armstrong County,1852,1840,1857,1832
Texas,Atascosa County,49128,49817,50736,51784
Texas,Austin County,30132,30431,31070,31677
Texas,Bailey County,6866,6803,6803,6672
Texas,Bandera County,20998,21528,22120,22637
Texas,Bastrop County,98057,102276,106395,110778
Texas,Baylor County,3463,3458,3462,3463
Texas,Bee County,31038,30836,30992,30850
Texas,Bell County,372258,380399,387454,393193
Texas,Bexar County,2015501,2030981,2060191,2087679
Texas,Blanco County,11449,11882,12411,13048
Texas,Borden County,642,618,580,572
Texas,Bosque County,18252,18499,18707,18996
Texas,Bowie County,92923,92282,91712,91687
Texas,Brazoria County,373493,379121,388234,398938
Texas,Brazos County,234505,237612,241931,244703
Texas,Brewster County,9560,9473,9344,9513
Texas,Briscoe County,1419,1400,1439,1445
Texas,Brooks County,7048,6969,6902,6848
Texas,Brown County,38043,38135,38443,38709
Texas,Burleson County,17682,18109,18690,19475
Texas,Burnet County,49483,51146,52567,53991
Texas,Caldwell County,45945,46940,47849,49859
Texas,Calhoun County,20064,19782,19682,19696
Texas,Callahan County,13747,14098,14247,14374
Texas,Cameron County,421480,422636,424911,426710
Texas,Camp County,12428,12602,12721,13000
Texas,Carson County,5792,5714,5816,5878
Texas,Cass County,28442,28573,28538,28659
Texas,Castro County,7334,7366,7287,7227
Texas,Chambers County,47019,48727,51309,53876
Texas,Cherokee County,50493,51150,51432,52217
Texas,Childress County,6661,6787,6841,6788
Texas,Clay County,10257,10311,10499,10738
Texas,Cochran County,2561,2480,2522,2509
Texas,Coke County,3300,3304,3322,3352
Texas,Coleman County,7688,7722,7822,7842
Texas,Collin County,1075736,1114661,1158995,1195359
Texas,Collingsworth County,2640,2607,2585,2563
Texas,Colorado County,20563,20642,20832,21117
Texas,Comal County,163659,174977,184749,193928
Texas,Comanche County,13630,13805,13921,14050
Texas,Concho County,3318,3348,3367,3297
Texas,Cooke County,41748,42398,43048,43782
Texas,Coryell County,83130,84389,84205,84878
Texas,Cottle County,1365,1355,1317,1294
Texas,Crane County,4675,4636,4551,4574
Texas,Crockett County,3093,3013,2960,2858
Texas,Crosby County,5098,5085,4992,4917
Texas,Culberson County,2186,2182,2163,2196
Texas,Dallam County,7127,7175,7235,7237
Texas,Dallas County,2610112,2588235,2601993,2606358
Texas,Dawson County,12474,12367,12176,12004
Texas,Deaf Smith County,18526,18379,18399,18347
Texas,Delta County,5228,5344,5413,5520
Texas,Denton County,914398,943883,977760,1007703
Texas,DeWitt County,19833,19949,19754,19929
Texas,Dickens County,1758,1734,1736,1711
Texas,Dimmit County,8579,8479,8360,8257
Texas,Donley County,3279,3361,3289,3214
Texas,Duval County,9810,9998,9706,9604
Texas,Eastland County,17766,17826,17893,18037
Texas,Ector County,165490,160758,161057,164494
Texas,Edwards County,1420,1429,1428,1393
Texas,Ellis County,194317,203187,212323,222829
Texas,El Paso County,866606,867499,867239,869880
Texas,Erath County,42719,43381,43837,44195
Texas,Falls County,16960,17113,16956,17286
Texas,Fannin County,35801,36723,37075,37571
Texas,Fayette County,24471,24690,24934,25474
Texas,Fisher County,3678,3675,3626,3612
Texas,Floyd County,5370,5292,5239,5090
Texas,Foard County,1088,1056,1063,1079
Texas,Fort Bend County,829109,860305,888919,916778
Texas,Franklin County,10369,10497,10665,10735
Texas,Freestone County,19440,19788,20032,20441
Texas,Frio County,18412,17543,17716,17987
Texas,Gaines County,21699,21878,22140,22523
Texas,Galveston County,351590,355560,357387,361744
Texas,Garza County,5817,6269,4498,4517
Texas,Gillespie County,26748,27293,27501,27733
Texas,Glasscock County,1115,1136,1139,1141
Texas,Goliad County,7020,7133,7120,7144
Texas,Gonzales County,19681,19636,19816,19930
Texas,Gray County,21199,21128,20980,20916
Texas,Grayson County,136099,139563,143198,146907
Texas,Gregg County,124251,124130,125559,126243
Texas,Grimes County,29440,30145,31170,32384
Texas,Guadalupe County,173697,177301,182702,188454
Texas,Hale County,32465,32208,31966,31761
Texas,Hall County,2795,2842,2818,2818
Texas,Hamilton County,8248,8230,8313,8619
Texas,Hansford County,5252,5120,5111,5071
Texas,Hardeman County,3558,3546,3525,3490
Texas,Hardin County,56350,57133,57840,58261
Texas,Harris County,4734792,4735517,4781337,4835125
Texas,Harrison County,68801,69527,70038,70895
Texas,Hartley County,5349,5393,5228,5145
Texas,Haskell County,5433,5375,5376,5385
Texas,Hays County,243968,255955,269103,280486
Texas,Hemphill County,3365,3324,3225,3189
Texas,Henderson County,82403,83653,84490,86158
Texas,Hidalgo County,872856,879865,888286,898471
Texas,Hill County,35964,36378,37266,38101
Texas,Hockley County,21504,21265,21278,21460
Texas,Hood County,62057,64293,66394,67774
Texas,Hopkins County,36827,37210,37793,38172
Texas,Houston County,22062,21962,21943,22066
Texas,Howard County,34816,34365,30732,30554
Texas,Hudspeth County,3196,3275,3416,3451
Texas,Hunt County,100254,103591,108438,113347
Texas,Hutchinson County,20569,20438,20222,20033
Texas,Irion County,1510,1534,1534,1549
Texas,Jack County,8487,8550,8764,8875
Texas,Jackson County,14997,15118,15183,15221
Texas,Jasper County,32919,32552,32495,32694
Texas,Jeff Davis County,1984,1959,1906,1856
Texas,Jefferson County,256133,253727,251601,251496
Texas,Jim Hogg County,4846,4790,4774,4720
Texas,Jim Wells County,38879,38893,38729,38662
Texas,Johnson County,180964,187511,195496,202906
Texas,Jones County,19682,19811,20271,20381
Texas,Karnes County,14760,14732,14945,15018
Texas,Kaufman County,147140,158313,172611,185690
Texas,Kendall County,44539,46861,49019,50537
Texas,Kenedy County,348,339,354,343
Texas,Kent County,763,748,744,734
Texas,Kerr County,52693,53175,53784,53915
Texas,Kimble County,4293,4348,4420,4442
Texas,King County,267,256,234,217
Texas,Kinney County,3126,3122,3131,3148
Texas,Kleberg County,30986,30625,30376,30069
Texas,Knox County,3347,3318,3284,3302
Texas,Lamar County,50131,50349,50515,51127
Texas,Lamb County,13011,12909,12786,12711
Texas,Lampasas County,21705,22224,22790,23262
Texas,La Salle County,6663,6708,6556,6537
Texas,Lavaca County,20354,20538,20653,20571
Texas,Lee County,17506,17679,17971,18240
Texas,Leon County,15732,16009,16220,16538
Texas,Liberty County,92479,97488,102462,108272
Texas,Limestone County,22144,22060,22164,22250
Texas,Lipscomb County,3031,2895,2846,2906
Texas,Live Oak County,11349,11386,11541,11584
Texas,Llano County,21290,22056,22623,22875
Texas,Loving County,65,54,44,43
Texas,Lubbock County,311578,314642,317761,320940
Texas,Lynn County,5609,5645,5738,5761
Texas,McCulloch County,7588,7522,7468,7452
Texas,McLennan County,261193,263721,266162,268583
Texas,McMullen County,597,592,569,568
Texas,Madison County,13461,13512,13641,13742
Texas,Marion County,9752,9620,9550,9571
Texas,Martin County,5252,5214,5228,5216
Texas,Mason County,3968,3929,3978,3931
Texas,Matagorda County,36287,36339,36122,36359
Texas,Maverick County,57875,57683,57628,57762
Texas,Medina County,50952,52328,53657,54797
Texas,Menard County,1960,1968,1979,1958
Texas,Midland County,170362,168257,172019,177108
Texas,Milam County,24774,25212,25622,25951
Texas,Mills County,4446,4489,4498,4548
Texas,Mitchell County,9009,9042,8938,9075
Texas,Montague County,19999,20437,21079,21598
Texas,Montgomery County,625291,650755,679554,711354
Texas,Moore County,21264,21136,21094,21190
Texas,Morris County,11976,12007,12052,12066
Texas,Motley County,1061,1071,1034,1020
Texas,Nacogdoches County,64616,64778,64994,65375
Texas,Navarro County,52838,53637,54687,55635
Texas,Newton County,12158,12212,12041,12039
Texas,Nolan County,14721,14605,14460,14306
Texas,Nueces County,353398,353292,351590,352289
Texas,Ochiltree County,9955,9768,9692,9704
Texas,Oldham County,1763,1734,1761,1783
Texas,Orange County,84754,84666,85048,85722
Texas,Palo Pinto County,28452,28742,29322,29747
Texas,Panola County,22499,22556,22742,22838
Texas,Parker County,149552,157088,165938,173494
Texas,Parmer County,9854,9784,9649,9617
Texas,Pecos County,15187,15117,14711,14623
Texas,Polk County,50503,51877,53256,54186
Texas,Potter County,118275,116461,114911,114647
Texas,Presidio County,6108,6113,5954,5795
Texas,Rains County,12175,12463,12836,12986
Texas,Randall County,141347,144055,146244,148255
Texas,Reagan County,3380,3222,3121,3141
Texas,Real County,2751,2817,2832,2854
Texas,Red River County,11561,11561,11605,11678
Texas,Reeves County,14768,12981,11692,11770
Texas,Refugio County,6748,6704,6638,6666
Texas,Roberts County,822,801,812,840
Texas,Robertson County,16766,16946,17130,17267
Texas,Rockwall County,109158,116612,123342,131307
Texas,Runnels County,9919,9892,9884,9868
Texas,Rusk County,52252,52695,52524,53079
Texas,Sabine County,9892,10013,10041,10106
Texas,San Augustine County,7921,7905,7860,7833
Texas,San Jacinto County,27533,27811,28340,28936
Texas,San Patricio County,68841,69767,70087,70660
Texas,San Saba County,5727,5829,5880,5845
Texas,Schleicher County,2439,2438,2359,2391
Texas,Scurry County,16942,16837,16269,16212
Texas,Shackelford County,3110,3191,3212,3229
Texas,Shelby County,23924,23984,24061,24179
Texas,Sherman County,2789,2789,2778,2678
Texas,Smith County,234199,237182,241995,245209
Texas,Somervell County,9205,9477,9797,9888
Texas,Starr County,65867,65858,65653,65934
Texas,Stephens County,9093,9433,9377,9343
Texas,Sterling County,1382,1380,1426,1397
Texas,Stonewall County,1243,1211,1218,1218
Texas,Sutton County,3356,3291,3232,3221
Texas,Swisher County,6946,7007,6959,6955
Texas,Tarrant County,2115840,2129695,2155646,2182947
Texas,Taylor County,143454,143922,145147,146836
Texas,Terrell County,750,721,688,687
Texas,Terry County,11793,11714,11444,11547
Texas,Throckmorton County,1451,1503,1539,1526
Texas,Titus County,31291,31260,31237,31357
Texas,Tom Green County,120195,119231,118913,119057
Texas,Travis County,1296613,1308868,1327550,1334961
Texas,Trinity County,13634,13832,13993,14228
Texas,Tyler County,19810,19898,20411,20382
Texas,Upshur County,41046,41835,42454,43281
Texas,Upton County,3299,3233,3146,3109
Texas,Uvalde County,24571,24803,24890,24960
Texas,Val Verde County,47605,47533,47617,47720
Texas,Van Zandt County,59758,61253,62888,64000
Texas,Victoria County,91311,90896,91074,91664
Texas,Walker County,76553,78348,79678,81268
Texas,Waller County,57285,59419,61852,63553
Texas,Ward County,11674,11081,10948,10966
Texas,Washington County,35804,35947,36368,37007
Texas,Webb County,267363,267400,267619,269148
Texas,Wharton County,41564,41652,41740,41739
Texas,Wheeler County,4977,4886,4787,4804
Texas,Wichita County,129620,130073,130220,130180
Texas,Wilbarger County,12842,12703,12535,12522
Texas,Willacy County,20148,20292,20254,20037
Texas,Williamson County,615552,644595,672273,697191
Texas,Wilson County,50052,51307,52754,54183
Texas,Winkler County,7754,7382,7300,7414
Texas,Wise County,68947,71871,74897,78097
Texas,Wood County,45037,46076,46930,47921
Texas,Yoakum County,7675,7563,7484,7468
Texas,Young County,17849,17943,18012,18124
Texas,Zapata County,13875,13875,13838,13736
Texas,Zavala County,9661,9473,9384,9312
Utah,Beaver County,7083,7213,7317,7233
Utah,Box Elder County,57946,59685,61523,62684
Utah,Cache County,133631,137458,140145,142393
Utah,Carbon County,20487,20360,20540,20609
Utah,Daggett County,952,982,1015,992
Utah,Davis County,363771,367504,369887,373207
Utah,Duchesne County,19620,19792,20142,20477
Utah,Emery County,9847,9965,10093,10144
Utah,Garfield County,5103,5126,5258,5314
Utah,Grand County,9674,9671,9771,9706
Utah,Iron County,57713,60520,62508,64211
Utah,Juab County,11819,12205,12586,13023
Utah,Kane County,7693,7985,8203,8425
Utah,Millard County,13060,13192,13343,13437
Utah,Morgan County,12382,12662,12837,13000
Utah,Piute County,1440,1492,1493,1550
Utah,Rich County,2505,2600,2649,2670
Utah,Salt Lake County,1186983,1186312,1186569,1185813
Utah,San Juan County,14521,14498,14406,14358
Utah,Sanpete County,28526,29124,29691,30277
Utah,Sevier County,21554,21894,22043,22344
Utah,Summit County,42489,43179,43045,42759
Utah,Tooele County,73355,76775,79955,82051
Utah,Uintah County,35672,36229,37104,37747
Utah,Utah County,663595,685973,702692,719174
Utah,Wasatch County,35055,36246,36597,37144
Utah,Washington County,182015,191513,197730,202452
Utah,Wayne County,2503,2560,2634,2614
Utah,Weber County,262988,266569,269460,271926
Vermont,Addison County,37355,37408,37555,37720
Vermont,Bennington County,37301,37431,37343,37183
Vermont,Caledonia County,30182,30457,30587,30610
Vermont,Chittenden County,168395,169338,169357,169481
Vermont,Essex County,5920,5970,5997,6010
Vermont,Franklin County,50046,50430,50719,50994
Vermont,Grand Isle County,7276,7428,7490,7467
Vermont,Lamoille County,25924,26149,26103,26060
Vermont,Orange County,29295,29630,29880,29943
Vermont,Orleans County,27403,27591,27562,27516
Vermont,Rutland County,60484,60728,60353,60271
Vermont,Washington County,59757,60033,60115,60142
Vermont,Windham County,45860,46150,45899,45966
Vermont,Windsor County,57738,58350,58150,58101
Virginia,Accomack County,33392,33410,33223,33239
Virginia,Albemarle County,112510,113882,114845,115676
Virginia,Alleghany County,15180,14988,14715,14595
Virginia,Amelia County,13267,13306,13368,13480
Virginia,Amherst County,31312,31385,31472,31396
Virginia,Appomattox County,16154,16398,16703,16864
Virginia,Arlington County,238814,233436,233678,234162
Virginia,Augusta County,77574,77764,77939,78247
Virginia,Bath County,4185,4090,4061,4051
Virginia,Bedford County,79559,80242,80741,81525
Virginia,Bland County,6256,6177,6138,6179
Virginia,Botetourt County,33643,33998,34100,34125
Virginia,Brunswick County,15822,15959,15831,15749
Virginia,Buchanan County,20245,19876,19383,19087
Virginia,Buckingham County,16828,16950,16988,16978
Virginia,Campbell County,55639,55344,55065,55270
Virginia,Caroline County,30921,31405,31940,32640
Virginia,Carroll County,29148,29098,29118,29239
Virginia,Charles City County,6746,6608,6568,6610
Virginia,Charlotte County,11542,11499,11400,11336
Virginia,Chesterfield County,365311,370931,378290,383876
Virginia,Clarke County,14814,14940,15331,15466
Virginia,Craig County,4875,4886,4858,4843
Virginia,Culpeper County,52768,53772,54290,54973
Virginia,Cumberland County,9666,9703,9751,9878
Virginia,Dickenson County,14074,13860,13733,13640
Virginia,Dinwiddie County,27891,27997,28099,28343
Virginia,Essex County,10598,10571,10630,10598
Virginia,Fairfax County,1148627,1142203,1139309,1141878
Virginia,Fauquier County,73006,74055,74677,75165
Virginia,Floyd County,15470,15510,15623,15679
Virginia,Fluvanna County,27294,27797,28117,28462
Virginia,Franklin County,54482,55017,55079,55549
Virginia,Frederick County,91870,93959,94808,95994
Virginia,Giles County,16786,16572,16432,16457
Virginia,Gloucester County,38722,39174,39550,40057
Virginia,Goochland County,24855,25529,26162,27197
Virginia,Grayson County,15281,15344,15325,15285
Virginia,Greene County,20607,21004,21015,21301
Virginia,Greensville County,11386,11413,11204,11133
Virginia,Halifax County,33926,33777,33620,33432
Virginia,Hanover County,110202,111783,112860,114148
Virginia,Henrico County,334905,334422,334553,334760
Virginia,Henry County,50851,50262,49795,49702
Virginia,Highland County,2240,2239,2296,2339
Virginia,Isle of Wight County,38707,39391,40135,40711
Virginia,James City County,78487,79991,81483,82654
Virginia,King and Queen County,6588,6669,6714,6720
Virginia,King George County,26826,27541,27918,28568
Virginia,King William County,17918,18243,18529,19030
Virginia,Lancaster County,10903,10935,10806,10859
Virginia,Lee County,22108,22005,21847,21745
Virginia,Loudoun County,422705,428764,432792,436347
Virginia,Louisa County,37796,39016,40030,41037
Virginia,Lunenburg County,11947,12001,12002,12038
Virginia,Madison County,13861,13957,14008,14128
Virginia,Mathews County,8518,8543,8450,8514
Virginia,Mecklenburg County,30283,30333,30527,30648
Virginia,Middlesex County,10614,10779,10952,10924
Virginia,Montgomery County,99574,98788,98826,98666
Virginia,Nelson County,14740,14838,14747,14705
Virginia,New Kent County,23123,23963,24952,26134
Virginia,Northampton County,12213,12068,11978,12021
Virginia,Northumberland County,11841,12052,12278,12391
Virginia,Nottoway County,15647,15574,15555,15566
Virginia,Orange County,36397,37220,38055,38574
Virginia,Page County,23691,23825,23777,23741
Virginia,Patrick County,17591,17650,17601,17509
Virginia,Pittsylvania County,60367,60038,59824,59571
Virginia,Powhatan County,30450,31230,31585,32105
Virginia,Prince Edward County,21906,21962,21899,22049
Virginia,Prince George County,43073,42962,43021,42871
Virginia,Prince William County,482834,485352,487012,489640
Virginia,Pulaski County,33807,33816,33683,33655
Virginia,Rappahannock County,7320,7431,7453,7414
Virginia,Richmond County,8919,9077,9126,9184
Virginia,Roanoke County,96923,96671,96756,97026
Virginia,Rockbridge County,22650,22638,22568,22358
Virginia,Rockingham County,83774,84518,85414,86568
Virginia,Russell County,25757,25572,25437,25477
Virginia,Scott County,21589,21476,21480,21433
Virginia,Shenandoah County,44265,44842,44936,45228
Virginia,Smyth County,29787,29608,29408,29216
Virginia,Southampton County,17953,18024,17899,17975
Virginia,Spotsylvania County,140604,144003,146828,149588
Virginia,Stafford County,157765,161568,163169,165428
Virginia,Surry County,6551,6533,6527,6593
Virginia,Sussex County,10787,10815,10640,10757
Virginia,Tazewell County,40407,39950,39563,39120
Virginia,Warren County,40792,40965,41404,41843
Virginia,Washington County,53895,53735,53855,54050
Virginia,Westmoreland County,18511,18772,18765,19013
Virginia,Wise County,36064,35681,35327,35174
Virginia,Wythe County,28324,28201,28115,28104
Virginia,York County,70232,71104,71164,70952
Virginia,Alexandria city,159139,155105,155045,155230
Virginia,Bristol city,17299,17065,16940,16807
Virginia,Buena Vista city,6622,6622,6569,6566
Virginia,Charlottesville city,46469,45746,45272,44983
Virginia,Chesapeake city,249781,251763,252459,253886
Virginia,Colonial Heights city,18189,18225,18278,18393
Virginia,Covington city,5745,5716,5633,5545
Virginia,Danville city,42579,42285,42017,41837
Virginia,Emporia city,5707,5638,5533,5463
Virginia,Fairfax city,24177,24353,24752,25144
Virginia,Falls Church city,14681,14516,14489,14685
Virginia,Franklin city,8146,8152,8274,8339
Virginia,Fredericksburg city,27991,28437,28648,28928
Virginia,Galax city,6715,6653,6702,6717
Virginia,Hampton city,137280,137760,137858,137098
Virginia,Harrisonburg city,51706,51497,51150,51082
Virginia,Hopewell city,23009,23073,22790,22752
Virginia,Lexington city,7324,7455,7506,7528
Virginia,Lynchburg city,78979,79114,79228,79535
Virginia,Manassas city,42692,42764,42673,42696
Virginia,Manassas Park city,17162,17089,16693,16361
Virginia,Martinsville city,13474,13534,13697,13763
Virginia,Newport News city,186047,184691,183980,183118
Virginia,Norfolk city,237789,234862,232558,230930
Virginia,Norton city,3681,3632,3589,3492
Virginia,Petersburg city,33396,33411,33462,33309
Virginia,Poquoson city,12473,12628,12624,12635
Virginia,Portsmouth city,97955,97652,96954,96793
Virginia,Radford city,16119,16527,16719,16971
Virginia,Richmond city,226936,227140,228367,229247
Virginia,Roanoke city,99891,98700,97657,97171
Virginia,Salem city,25403,25416,25700,25600
Virginia,Staunton city,25812,25689,25940,25915
Virginia,Suffolk city,94750,96337,98426,100659
Virginia,Virginia Beach city,459684,458569,455069,453649
Virginia,Waynesboro city,22279,22606,22799,23182
Virginia,Williamsburg city,15471,15609,15685,15847
Virginia,Winchester city,28013,28092,27861,27617
Washington,Adams County,20607,20647,20898,20820
Washington,Asotin County,22324,22469,22536,22549
Washington,Benton County,207419,210599,212829,215219
Washington,Chelan County,79238,79778,80038,79997
Washington,Clallam County,77367,78466,77684,77616
Washington,Clark County,505338,512583,516737,521150
Washington,Columbia County,3949,4016,4026,4053
Washington,Cowlitz County,111014,111685,112064,112864
Washington,Douglas County,43029,43837,44223,44798
Washington,Ferry County,7198,7290,7468,7497
Washington,Franklin County,97150,98102,98582,99034
Washington,Garfield County,2294,2344,2357,2363
