# Title: January - December 2020 Contiguous U.S. County Minimum Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
IL-001,Adams County,Illinois,43.9,1.9,111,42
IL-003,Alexander County,Illinois,48.5,2.4,122,46
IL-005,Bond County,Illinois,45,1.3,102,43.7
IL-007,Boone County,Illinois,39.9,2.5,118,37.4
IL-009,Brown County,Illinois,43.4,1.9,112,41.5
IL-011,Bureau County,Illinois,40.6,2.1,112,38.5
IL-013,Calhoun County,Illinois,45.3,2.1,115,43.2
IL-015,Carroll County,Illinois,40.5,3.4,121,37
IL-017,Cass County,Illinois,42.9,1.2,101,41.7
IL-019,Champaign County,Illinois,42.5,2.3,115,40.2
IL-021,Christian County,Illinois,43.7,1.5,107,42.1
IL-023,Clark County,Illinois,44.1,1.9,111,42.3
IL-025,Clay County,Illinois,46.1,2.8,120,43.3
IL-027,Clinton County,Illinois,45.9,1.8,113,44
IL-029,Coles County,Illinois,43.4,1.5,103,41.9
IL-031,Cook County,Illinois,42.3,2.7,119,39.6
IL-033,Crawford County,Illinois,45.6,2.4,117,43.2
IL-035,Cumberland County,Illinois,44.2,1.7,106,42.5
IL-037,DeKalb County,Illinois,40,2.2,114,37.8
IL-039,De Witt County,Illinois,42.9,2.4,118,40.5
IL-041,Douglas County,Illinois,43.5,2.5,114,41.1
IL-043,DuPage County,Illinois,41.4,2.4,119,39
IL-045,Edgar County,Illinois,42.9,1.6,106,41.3
IL-047,Edwards County,Illinois,46.9,2.6,120,44.3
IL-049,Effingham County,Illinois,45,2.1,117,42.9
IL-051,Fayette County,Illinois,44.8,1.7,107,43.2
IL-053,Ford County,Illinois,41.9,2.7,117,39.2
IL-055,Franklin County,Illinois,47.1,2.9,124,44.2
IL-057,Fulton County,Illinois,42.7,1.9,113,40.8
IL-059,Gallatin County,Illinois,47.3,1.8,114,45.5
IL-061,Greene County,Illinois,44.6,1.8,113,42.8
IL-063,Grundy County,Illinois,42.1,3.4,122,38.7
IL-065,Hamilton County,Illinois,46.9,2.4,120,44.4
IL-067,Hancock County,Illinois,43.7,2.2,115,41.5
IL-069,Hardin County,Illinois,47.8,2.3,119,45.6
IL-071,Henderson County,Illinois,42.2,1.8,111,40.5
IL-073,Henry County,Illinois,41.2,2.3,115,38.9
IL-075,Iroquois County,Illinois,41.9,2.9,116,39.1
IL-077,Jackson County,Illinois,47.1,2.9,124,44.1
IL-079,Jasper County,Illinois,45.6,2.6,119,43
IL-081,Jefferson County,Illinois,46.9,3,125,44
IL-083,Jersey County,Illinois,45.7,2.1,117,43.6
IL-085,Jo Daviess County,Illinois,39.4,2.7,117,36.7
IL-087,Johnson County,Illinois,47.7,2.5,119,45.2
IL-089,Kane County,Illinois,40.4,2.2,118,38.3
IL-091,Kankakee County,Illinois,42,3.1,117,38.9
IL-093,Kendall County,Illinois,41.3,2.3,116,39
IL-095,Knox County,Illinois,41.5,2,114,39.5
IL-097,Lake County,Illinois,41.3,2.9,119,38.4
IL-099,LaSalle County,Illinois,41.8,3,121,38.8
IL-101,Lawrence County,Illinois,45.9,2,113,43.9
IL-103,Lee County,Illinois,40.4,2.6,117,37.8
IL-105,Livingston County,Illinois,42.2,3.3,120,38.8
IL-107,Logan County,Illinois,43.3,1.9,114,41.4
IL-109,McDonough County,Illinois,43,2.3,118,40.7
IL-111,McHenry County,Illinois,39.9,2.5,120,37.4
IL-113,McLean County,Illinois,42.4,3.1,119,39.3
IL-115,Macon County,Illinois,43.6,2.1,113,41.5
IL-117,Macoupin County,Illinois,44.4,1.6,105,42.8
IL-119,Madison County,Illinois,45.9,1.5,104,44.4
IL-121,Marion County,Illinois,45.9,2.4,120,43.5
IL-123,Marshall County,Illinois,42,2.7,118,39.3
IL-125,Mason County,Illinois,43.1,1.7,110,41.4
IL-127,Massac County,Illinois,48.6,2.5,122,46.1
IL-129,Menard County,Illinois,43,1.5,106,41.5
IL-131,Mercer County,Illinois,41.7,1.9,116,39.7
IL-133,Monroe County,Illinois,46.9,2.2,113,44.7
IL-135,Montgomery County,Illinois,43.9,1.1,100,42.8
IL-137,Morgan County,Illinois,43.1,1.2,102,41.9
IL-139,Moultrie County,Illinois,43.7,2,109,41.7
IL-141,Ogle County,Illinois,40.2,2.9,118,37.4
IL-143,Peoria County,Illinois,42.3,2.4,115,39.9
IL-145,Perry County,Illinois,46.7,2.8,121,43.9
IL-147,Piatt County,Illinois,43.1,2.5,117,40.6
IL-149,Pike County,Illinois,44.1,1.7,110,42.3
IL-151,Pope County,Illinois,47.8,2.3,118,45.5
IL-153,Pulaski County,Illinois,48.7,2.6,122,46.1
IL-155,Putnam County,Illinois,41.6,2.2,116,39.3
IL-157,Randolph County,Illinois,46.6,2.6,116,44
IL-159,Richland County,Illinois,46.1,2.5,119,43.7
IL-161,Rock Island County,Illinois,41.7,2.3,116,39.3
IL-163,St. Clair County,Illinois,46.4,1.7,107,44.7
IL-165,Saline County,Illinois,47.1,2.1,117,45
IL-167,Sangamon County,Illinois,43.3,1.6,108,41.7
IL-169,Schuyler County,Illinois,43.5,2.3,115,41.2
IL-171,Scott County,Illinois,43.6,1.4,105,42.3
IL-173,Shelby County,Illinois,44,1.6,105,42.4
IL-175,Stark County,Illinois,41.2,2.4,114,38.8
IL-177,Stephenson County,Illinois,39.3,3,118,36.3
IL-179,Tazewell County,Illinois,43,2.6,118,40.4
IL-181,Union County,Illinois,47.6,2.7,123,44.9
IL-183,Vermilion County,Illinois,42.1,1.7,111,40.3
IL-185,Wabash County,Illinois,46.7,2.3,120,44.4
IL-187,Warren County,Illinois,41.6,1.6,109,40
IL-189,Washington County,Illinois,46.3,2.3,116,44
IL-191,Wayne County,Illinois,46.9,3.1,124,43.9
IL-193,White County,Illinois,46.8,1.9,113,44.9
IL-195,Whiteside County,Illinois,41.1,3,119,38.1
IL-197,Will County,Illinois,41.7,2.5,115,39.2
IL-199,Williamson County,Illinois,47.3,2.9,124,44.4
IL-201,Winnebago County,Illinois,40.1,2.7,119,37.3
IL-203,Woodford County,Illinois,42.4,3.3,122,39.1
IN-001,Adams County,Indiana,42.6,3.1,120,39.4
IN-003,Allen County,Indiana,41.6,2.5,116,39.1
IN-005,Bartholomew County,Indiana,44.4,1.9,116,42.5
IN-007,Benton County,Indiana,41.5,2.7,116,38.8
IN-009,Blackford County,Indiana,43,2.7,119,40.3
IN-011,Boone County,Indiana,42.6,3.1,120,39.5
IN-013,Brown County,Indiana,43.7,2.2,117,41.5
IN-015,Carroll County,Indiana,42.2,2.8,116,39.3
IN-017,Cass County,Indiana,41.8,2.7,115,39.1
IN-019,Clark County,Indiana,45.7,2.4,118,43.3
IN-021,Clay County,Indiana,44.2,2.9,121,41.3
IN-023,Clinton County,Indiana,42.3,2.9,119,39.4
IN-025,Crawford County,Indiana,44.1,1.2,102,42.9
IN-027,Daviess County,Indiana,45.5,3,125,42.5
IN-029,Dearborn County,Indiana,45.2,2.8,123,42.3
IN-031,Decatur County,Indiana,44.3,2.4,120,41.9
IN-033,DeKalb County,Indiana,40.8,2.5,116,38.3
IN-035,Delaware County,Indiana,43.8,3.4,124,40.4
IN-037,Dubois County,Indiana,44.8,2,118,42.8
IN-039,Elkhart County,Indiana,41.2,3.3,120,37.9
IN-041,Fayette County,Indiana,43.4,2.6,122,40.8
IN-043,Floyd County,Indiana,46,2.5,118,43.5
IN-045,Fountain County,Indiana,42.2,2.2,114,40
IN-047,Franklin County,Indiana,44,2.4,121,41.5
IN-049,Fulton County,Indiana,41.3,3.1,120,38.2
IN-051,Gibson County,Indiana,46.7,2.4,119,44.4
IN-053,Grant County,Indiana,42.7,2.5,119,40.2
IN-055,Greene County,Indiana,44.6,3.1,123,41.5
IN-057,Hamilton County,Indiana,43.1,2.9,120,40.3
IN-059,Hancock County,Indiana,43.7,2.7,120,40.9
IN-061,Harrison County,Indiana,45.5,2.2,116,43.4
IN-063,Hendricks County,Indiana,43,2.6,117,40.4
IN-065,Henry County,Indiana,43.1,3,124,40.1
IN-067,Howard County,Indiana,42,2.3,114,39.7
IN-069,Huntington County,Indiana,42,2.6,114,39.4
IN-071,Jackson County,Indiana,44.5,2.1,119,42.4
IN-073,Jasper County,Indiana,41.7,3.1,119,38.5
IN-075,Jay County,Indiana,42.8,2.9,121,39.8
IN-077,Jefferson County,Indiana,45.8,3,122,42.8
IN-079,Jennings County,Indiana,44.9,2.4,120,42.5
IN-081,Johnson County,Indiana,43.7,2.2,116,41.4
IN-083,Knox County,Indiana,45.9,2.4,117,43.5
IN-085,Kosciusko County,Indiana,41.3,3,118,38.3
IN-087,LaGrange County,Indiana,40.9,3,118,37.9
IN-089,Lake County,Indiana,41.9,3,117,38.9
IN-091,LaPorte County,Indiana,41.8,3.3,122,38.6
IN-093,Lawrence County,Indiana,44.1,2.5,120,41.6
IN-095,Madison County,Indiana,43.8,3.4,123,40.4
IN-097,Marion County,Indiana,43.6,2.3,115,41.3
IN-099,Marshall County,Indiana,41.1,3.3,120,37.8
IN-101,Martin County,Indiana,44.8,3.1,125,41.7
IN-103,Miami County,Indiana,42.1,2.6,115,39.5
IN-105,Monroe County,Indiana,43.7,2.6,118,41
IN-107,Montgomery County,Indiana,42.3,2.9,119,39.5
IN-109,Morgan County,Indiana,43.6,2.5,116,41.1
IN-111,Newton County,Indiana,41.8,3.1,120,38.7
IN-113,Noble County,Indiana,40.9,2.7,117,38.1
IN-115,Ohio County,Indiana,46.3,3.4,125,42.8
IN-117,Orange County,Indiana,44,1.9,118,42.1
IN-119,Owen County,Indiana,43.7,2.7,119,41
IN-121,Parke County,Indiana,42.6,1.9,110,40.7
IN-123,Perry County,Indiana,44.8,0.8,93,44
IN-125,Pike County,Indiana,45.9,2.5,121,43.4
IN-127,Porter County,Indiana,42.1,3.5,124,38.6
IN-129,Posey County,Indiana,47.5,2,114,45.5
IN-131,Pulaski County,Indiana,41.1,3.1,118,38.1
IN-133,Putnam County,Indiana,42.7,2.4,117,40.3
IN-135,Randolph County,Indiana,42.9,3.2,123,39.7
IN-137,Ripley County,Indiana,44.6,2.8,123,41.8
IN-139,Rush County,Indiana,43.6,2.6,120,41
IN-141,St. Joseph County,Indiana,41.2,3.2,119,38
IN-143,Scott County,Indiana,45.2,2.4,119,42.7
IN-145,Shelby County,Indiana,44.1,2.4,118,41.8
IN-147,Spencer County,Indiana,46,1.4,107,44.6
IN-149,Starke County,Indiana,41.4,3.3,123,38.1
IN-151,Steuben County,Indiana,40.3,2.7,118,37.6
IN-153,Sullivan County,Indiana,45.5,3,123,42.5
IN-155,Switzerland County,Indiana,46.7,3.7,125,43
IN-157,Tippecanoe County,Indiana,42.4,3,117,39.5
IN-159,Tipton County,Indiana,42.3,2.6,119,39.7
IN-161,Union County,Indiana,43.4,2.7,122,40.7
IN-163,Vanderburgh County,Indiana,47.7,2.3,120,45.3
IN-165,Vermillion County,Indiana,42.6,1.6,105,41
IN-167,Vigo County,Indiana,44.5,2.6,118,41.8
IN-169,Wabash County,Indiana,42,2.5,114,39.5
IN-171,Warren County,Indiana,41.8,2.1,114,39.6
IN-173,Warrick County,Indiana,46.6,2.3,119,44.4
IN-175,Washington County,Indiana,44.4,2.2,119,42.2
IN-177,Wayne County,Indiana,43,3,124,40
IN-179,Wells County,Indiana,42.5,2.9,118,39.5
IN-181,White County,Indiana,41.7,2.9,117,38.7
IN-183,Whitley County,Indiana,41.1,2.4,114,38.7
IA-001,Adair County,Iowa,39,1.8,109,37.2
IA-003,Adams County,Iowa,39.5,1.8,107,37.7
IA-005,Allamakee County,Iowa,37.5,2.4,112,35.1
IA-007,Appanoose County,Iowa,40.5,0.8,90,39.7
IA-009,Audubon County,Iowa,38.4,2.1,116,36.3
IA-011,Benton County,Iowa,37.7,1.2,98,36.5
IA-013,Black Hawk County,Iowa,38,2,114,36
IA-015,Boone County,Iowa,39,2.2,113,36.8
IA-017,Bremer County,Iowa,37.2,2.3,111,34.9
IA-019,Buchanan County,Iowa,36.9,1.3,99,35.6
IA-021,Buena Vista County,Iowa,37.9,2.9,119,34.9
IA-023,Butler County,Iowa,37.5,2.2,110,35.4
IA-025,Calhoun County,Iowa,38.1,2.3,114,35.8
IA-027,Carroll County,Iowa,38.7,2.8,118,35.9
IA-029,Cass County,Iowa,39.2,1.9,112,37.4
IA-031,Cedar County,Iowa,39.8,1.7,109,38.1
IA-033,Cerro Gordo County,Iowa,36.8,2.3,114,34.5
IA-035,Cherokee County,Iowa,37.5,2.5,115,35
IA-037,Chickasaw County,Iowa,36.2,2.3,110,33.9
IA-039,Clarke County,Iowa,40.6,1.9,112,38.7
IA-041,Clay County,Iowa,36.8,2.9,118,33.9
IA-043,Clayton County,Iowa,37.5,1.8,111,35.6
IA-045,Clinton County,Iowa,41.5,3.1,123,38.4
IA-047,Crawford County,Iowa,39,3.2,118,35.9
IA-049,Dallas County,Iowa,39.8,2.3,114,37.6
IA-051,Davis County,Iowa,41.2,1.3,102,40
IA-053,Decatur County,Iowa,41,1.7,113,39.3
IA-055,Delaware County,Iowa,37.7,2,112,35.6
IA-057,Des Moines County,Iowa,42.3,1.9,115,40.3
IA-059,Dickinson County,Iowa,36.1,2.7,114,33.4
IA-061,Dubuque County,Iowa,38.7,1.8,111,36.9
IA-063,Emmet County,Iowa,35.9,2.3,110,33.6
IA-065,Fayette County,Iowa,36.2,1.8,107,34.4
IA-067,Floyd County,Iowa,37,2.2,111,34.7
IA-069,Franklin County,Iowa,37.3,2.3,113,35
IA-071,Fremont County,Iowa,41.4,1.7,108,39.7
IA-073,Greene County,Iowa,38.9,2.4,116,36.5
IA-075,Grundy County,Iowa,38.1,1.9,113,36.1
IA-077,Guthrie County,Iowa,39,2.1,115,36.9
IA-079,Hamilton County,Iowa,37.4,1.7,107,35.8
IA-081,Hancock County,Iowa,36.6,2.3,114,34.3
IA-083,Hardin County,Iowa,37.8,1.9,111,35.8
IA-085,Harrison County,Iowa,39.7,2.1,112,37.6
IA-087,Henry County,Iowa,41.4,1.5,109,39.9
IA-089,Howard County,Iowa,35.3,2.4,109,32.9
IA-091,Humboldt County,Iowa,37.2,1.7,112,35.5
IA-093,Ida County,Iowa,38.5,3,117,35.5
IA-095,Iowa County,Iowa,39.5,2.1,115,37.3
IA-097,Jackson County,Iowa,40.5,2.7,120,37.7
IA-099,Jasper County,Iowa,40.1,2.3,116,37.8
IA-101,Jefferson County,Iowa,40.5,0.9,93,39.6
IA-103,Johnson County,Iowa,39.5,1.7,106,37.8
IA-105,Jones County,Iowa,39.7,2.7,118,37
IA-107,Keokuk County,Iowa,40.1,1.7,110,38.4
IA-109,Kossuth County,Iowa,36.7,2.3,114,34.4
IA-111,Lee County,Iowa,42.7,1.4,105,41.3
IA-113,Linn County,Iowa,38.4,1.9,107,36.6
IA-115,Louisa County,Iowa,41.9,2.5,117,39.4
IA-117,Lucas County,Iowa,40.6,1.4,107,39.2
IA-119,Lyon County,Iowa,36.2,2.6,113,33.6
IA-121,Madison County,Iowa,39.9,1.9,109,38
IA-123,Mahaska County,Iowa,40.4,1.7,111,38.7
IA-125,Marion County,Iowa,40.4,1.2,100,39.3
IA-127,Marshall County,Iowa,38.9,2.2,112,36.7
IA-129,Mills County,Iowa,40.9,1.6,107,39.3
IA-131,Mitchell County,Iowa,36.1,2.2,111,33.9
IA-133,Monona County,Iowa,39.1,2.4,114,36.7
IA-135,Monroe County,Iowa,40.9,1.4,106,39.5
IA-137,Montgomery County,Iowa,40.3,1.9,110,38.4
IA-139,Muscatine County,Iowa,40.5,1.5,103,39.1
IA-141,O&#039;Brien County,Iowa,36.6,2.5,115,34
IA-143,Osceola County,Iowa,35.9,2.7,115,33.2
IA-145,Page County,Iowa,41.2,2.2,115,39
IA-147,Palo Alto County,Iowa,36.6,2.2,112,34.4
IA-149,Plymouth County,Iowa,37.8,2.7,116,35.1
IA-151,Pocahontas County,Iowa,37.2,1.7,111,35.4
IA-153,Polk County,Iowa,40.5,2.2,112,38.3
IA-155,Pottawattamie County,Iowa,40.1,1.9,110,38.2
IA-157,Poweshiek County,Iowa,39.6,2.4,118,37.2
IA-159,Ringgold County,Iowa,40.8,2.3,115,38.5
IA-161,Sac County,Iowa,38.6,3.2,119,35.4
IA-163,Scott County,Iowa,41.7,2.8,119,39
IA-165,Shelby County,Iowa,39,2.3,116,36.6
IA-167,Sioux County,Iowa,36.8,2.5,114,34.3
IA-169,Story County,Iowa,39,2.1,110,36.9
IA-171,Tama County,Iowa,38.4,2,110,36.4
IA-173,Taylor County,Iowa,40.8,2.4,116,38.4
IA-175,Union County,Iowa,39.6,1.8,108,37.8
IA-177,Van Buren County,Iowa,41.3,0.8,92,40.5
IA-179,Wapello County,Iowa,41.1,1.6,108,39.4
IA-181,Warren County,Iowa,40.7,1.7,108,39
IA-183,Washington County,Iowa,40.6,2.1,114,38.5
IA-185,Wayne County,Iowa,40.4,1.1,100,39.3
IA-187,Webster County,Iowa,37.7,1.8,111,35.9
IA-189,Winnebago County,Iowa,36.2,2.1,114,34.1
IA-191,Winneshiek County,Iowa,36.8,3.3,119,33.5
IA-193,Woodbury County,Iowa,38.6,2.6,116,36
IA-195,Worth County,Iowa,36,1.9,108,34.1
IA-197,Wright County,Iowa,36.8,1.8,111,35
KS-001,Allen County,Kansas,46.4,1.4,108,45
KS-003,Anderson County,Kansas,45.8,1.3,104,44.5
KS-005,Atchison County,Kansas,43.4,1.4,101,42
KS-007,Barber County,Kansas,44.6,0.8,93,43.8
KS-009,Barton County,Kansas,42.3,0.2,76,42.1
KS-011,Bourbon County,Kansas,46.6,1.2,101,45.3
KS-013,Brown County,Kansas,42.4,1.3,101,41.2
KS-015,Butler County,Kansas,45.7,1.8,107,44
KS-017,Chase County,Kansas,44.3,1.2,99,43.1
KS-019,Chautauqua County,Kansas,46.8,1,98,45.8
KS-021,Cherokee County,Kansas,47.8,1.3,105,46.5
KS-023,Cheyenne County,Kansas,38.1,1.4,97,36.7
KS-025,Clark County,Kansas,43.8,0.9,98,42.9
KS-027,Clay County,Kansas,43.9,2.4,118,41.5
KS-029,Cloud County,Kansas,43.6,2.3,116,41.3
KS-031,Coffey County,Kansas,45.3,1.4,104,43.8
KS-033,Comanche County,Kansas,44.1,1,98,43.1
KS-035,Cowley County,Kansas,46.5,1.4,103,45.2
KS-037,Crawford County,Kansas,47.1,1.2,102,45.9
KS-039,Decatur County,Kansas,38.7,1.3,100,37.4
KS-041,Dickinson County,Kansas,44.6,2.1,111,42.4
KS-043,Doniphan County,Kansas,43.2,1,96,42.2
KS-045,Douglas County,Kansas,45.2,1.6,108,43.7
KS-047,Edwards County,Kansas,42.5,0.8,93,41.8
KS-049,Elk County,Kansas,46.2,1.3,102,44.9
KS-051,Ellis County,Kansas,41.2,1,93,40.3
KS-053,Ellsworth County,Kansas,43.4,0.9,91,42.6
KS-055,Finney County,Kansas,40.8,1.5,110,39.3
KS-057,Ford County,Kansas,42.5,1.4,106,41.1
KS-059,Franklin County,Kansas,45.8,1.8,115,44
KS-061,Geary County,Kansas,44.6,2.5,121,42.1
KS-063,Gove County,Kansas,40.2,1.6,104,38.6
KS-065,Graham County,Kansas,40.2,1,95,39.3
KS-067,Grant County,Kansas,41.1,1.3,107,39.8
KS-069,Gray County,Kansas,41.5,1.2,101,40.3
KS-071,Greeley County,Kansas,38.1,0.2,72,37.9
KS-073,Greenwood County,Kansas,45.5,1.6,106,43.9
KS-075,Hamilton County,Kansas,39.1,-0.3,49,39.3
KS-077,Harper County,Kansas,45.9,1.3,99,44.6
KS-079,Harvey County,Kansas,45.2,1.6,107,43.5
KS-081,Haskell County,Kansas,41.2,1.2,104,40
KS-083,Hodgeman County,Kansas,42.5,1.8,111,40.7
KS-085,Jackson County,Kansas,43.2,1.8,108,41.4
KS-087,Jefferson County,Kansas,44.4,1.9,110,42.5
KS-089,Jewell County,Kansas,41.8,2.4,119,39.4
KS-091,Johnson County,Kansas,45.4,1.6,105,43.8
KS-093,Kearny County,Kansas,40.5,1.2,105,39.3
KS-095,Kingman County,Kansas,44.8,0.8,94,44
KS-097,Kiowa County,Kansas,43.1,0.9,96,42.2
KS-099,Labette County,Kansas,47.5,1,99,46.5
KS-101,Lane County,Kansas,40.6,2,113,38.7
KS-103,Leavenworth County,Kansas,45,1.9,109,43.1
KS-105,Lincoln County,Kansas,42.6,1,96,41.6
KS-107,Linn County,Kansas,46.2,1.3,103,44.9
KS-109,Logan County,Kansas,39.4,1.1,97,38.3
KS-111,Lyon County,Kansas,44.2,1.3,100,42.9
KS-113,McPherson County,Kansas,44.6,1.3,102,43.3
KS-115,Marion County,Kansas,44.7,1.6,104,43.1
KS-117,Marshall County,Kansas,41.7,1.3,100,40.4
KS-119,Meade County,Kansas,42.9,0.6,91,42.2
KS-121,Miami County,Kansas,45.8,1.6,109,44.2
KS-123,Mitchell County,Kansas,41.9,1.3,102,40.6
KS-125,Montgomery County,Kansas,47.6,1.1,102,46.5
KS-127,Morris County,Kansas,44.2,2,109,42.2
KS-129,Morton County,Kansas,41.9,1.7,118,40.2
KS-131,Nemaha County,Kansas,41.8,1.5,105,40.3
KS-133,Neosho County,Kansas,47,1.3,107,45.7
KS-135,Ness County,Kansas,41.9,1.7,109,40.2
KS-137,Norton County,Kansas,39,0.8,91,38.2
KS-139,Osage County,Kansas,45.5,2.4,117,43.1
KS-141,Osborne County,Kansas,41.5,1.6,109,39.9
KS-143,Ottawa County,Kansas,43.9,1.9,108,42.1
KS-145,Pawnee County,Kansas,42.4,0.5,83,41.9
KS-147,Phillips County,Kansas,40.6,1.8,110,38.8
KS-149,Pottawatomie County,Kansas,43.7,2.3,119,41.4
KS-151,Pratt County,Kansas,43.5,0.2,72,43.3
KS-153,Rawlins County,Kansas,38.2,1,94,37.1
KS-155,Reno County,Kansas,44.4,0.9,95,43.5
KS-157,Republic County,Kansas,42.3,2.4,115,40
KS-159,Rice County,Kansas,43.7,0.7,95,43
KS-161,Riley County,Kansas,44.1,2.5,121,41.6
KS-163,Rooks County,Kansas,40.7,0.9,93,39.7
KS-165,Rush County,Kansas,41.8,0.7,90,41
KS-167,Russell County,Kansas,42.3,1.3,100,41
KS-169,Saline County,Kansas,44.4,1.6,103,42.8
KS-171,Scott County,Kansas,40.2,1.8,114,38.4
KS-173,Sedgwick County,Kansas,46.1,1.7,108,44.4
KS-175,Seward County,Kansas,42.2,0.9,99,41.2
KS-177,Shawnee County,Kansas,44.7,2,115,42.6
KS-179,Sheridan County,Kansas,39.6,1.4,105,38.1
KS-181,Sherman County,Kansas,38.1,1.3,101,36.8
KS-183,Smith County,Kansas,41.2,2.3,118,38.9
KS-185,Stafford County,Kansas,43,0.1,73,42.9
KS-187,Stanton County,Kansas,40.7,1.1,101,39.7
KS-189,Stevens County,Kansas,42,1.5,112,40.4
KS-191,Sumner County,Kansas,46.9,1.7,106,45.2
KS-193,Thomas County,Kansas,38.3,1,95,37.3
KS-195,Trego County,Kansas,40.9,1.2,99,39.7
KS-197,Wabaunsee County,Kansas,44.5,2.2,118,42.3
KS-199,Wallace County,Kansas,38.6,0.7,90,37.9
KS-201,Washington County,Kansas,42.2,2,108,40.2
KS-203,Wichita County,Kansas,39.4,1.1,101,38.3
KS-205,Wilson County,Kansas,47.3,1.6,112,45.7
KS-207,Woodson County,Kansas,46.3,1.7,108,44.6
KS-209,Wyandotte County,Kansas,45.3,1.8,106,43.5
KY-001,Adair County,Kentucky,48,4.1,127,43.9
KY-003,Allen County,Kentucky,47.4,2.1,118,45.3
KY-005,Anderson County,Kentucky,46.2,2.6,123,43.6
KY-007,Ballard County,Kentucky,49.2,2.6,122,46.5
KY-009,Barren County,Kentucky,46.6,1.9,114,44.7
KY-011,Bath County,Kentucky,45.3,2.4,123,42.8
KY-013,Bell County,Kentucky,45,1.8,117,43.2
KY-015,Boone County,Kentucky,46.2,3.2,124,43.1
KY-017,Bourbon County,Kentucky,45.7,3.1,126,42.6
KY-019,Boyd County,Kentucky,45.8,3.3,129,42.5
KY-021,Boyle County,Kentucky,46.2,2.4,124,43.8
KY-023,Bracken County,Kentucky,45.3,3,125,42.3
KY-025,Breathitt County,Kentucky,46.2,2.3,126,44
KY-027,Breckinridge County,Kentucky,45.3,1.5,107,43.8
KY-029,Bullitt County,Kentucky,46.6,2.2,115,44.5
KY-031,Butler County,Kentucky,47,1.7,109,45.4
KY-033,Caldwell County,Kentucky,48.2,1.9,112,46.3
KY-035,Calloway County,Kentucky,49,2.3,119,46.7
KY-037,Campbell County,Kentucky,45.8,2.7,122,43.1
KY-039,Carlisle County,Kentucky,49.2,2.4,122,46.8
KY-041,Carroll County,Kentucky,47.1,3.7,124,43.4
KY-043,Carter County,Kentucky,44.5,3,128,41.5
KY-045,Casey County,Kentucky,46.9,3.3,127,43.6
KY-047,Christian County,Kentucky,49.2,2.8,124,46.4
KY-049,Clark County,Kentucky,46.1,2.9,126,43.2
KY-051,Clay County,Kentucky,46.1,2.5,127,43.6
KY-053,Clinton County,Kentucky,48.6,4.4,127,44.2
KY-055,Crittenden County,Kentucky,48.1,2.1,118,46.1
KY-057,Cumberland County,Kentucky,48.4,3.9,127,44.5
KY-059,Daviess County,Kentucky,46.7,1.5,104,45.3
KY-061,Edmonson County,Kentucky,46.9,2.2,116,44.8
KY-063,Elliott County,Kentucky,44.5,2.7,126,41.8
KY-065,Estill County,Kentucky,46.6,2.4,126,44.2
KY-067,Fayette County,Kentucky,46.2,3.1,124,43.1
KY-069,Fleming County,Kentucky,44.8,2.6,125,42.2
KY-071,Floyd County,Kentucky,46.3,2.4,127,43.9
KY-073,Franklin County,Kentucky,46.6,3.1,125,43.5
KY-075,Fulton County,Kentucky,49.5,2,120,47.5
KY-077,Gallatin County,Kentucky,47,3.7,125,43.3
KY-079,Garrard County,Kentucky,46.8,2.7,124,44.1
KY-081,Grant County,Kentucky,46.4,3.4,125,43.1
KY-083,Graves County,Kentucky,48.9,2.1,118,46.8
KY-085,Grayson County,Kentucky,45.9,2,116,43.9
KY-087,Green County,Kentucky,47.1,2.8,124,44.3
KY-089,Greenup County,Kentucky,45,3.4,128,41.6
KY-091,Hancock County,Kentucky,45.6,0.9,92,44.7
KY-093,Hardin County,Kentucky,45.8,2,115,43.8
KY-095,Harlan County,Kentucky,44.9,2,125,42.9
KY-097,Harrison County,Kentucky,45.9,3.2,125,42.8
KY-099,Hart County,Kentucky,46.4,2.1,119,44.3
KY-101,Henderson County,Kentucky,47.7,1.8,112,46
KY-103,Henry County,Kentucky,46.3,3.1,125,43.2
KY-105,Hickman County,Kentucky,49.2,2.1,121,47.1
KY-107,Hopkins County,Kentucky,48.3,2,112,46.4
KY-109,Jackson County,Kentucky,46.1,2.5,127,43.5
KY-111,Jefferson County,Kentucky,46.9,2.5,116,44.4
KY-113,Jessamine County,Kentucky,46.6,2.9,124,43.7
KY-115,Johnson County,Kentucky,45.4,2.6,125,42.8
KY-117,Kenton County,Kentucky,46,2.9,124,43
KY-119,Knott County,Kentucky,45.9,2.3,126,43.5
KY-121,Knox County,Kentucky,46,2.4,126,43.6
KY-123,Larue County,Kentucky,46.1,2,117,44.1
KY-125,Laurel County,Kentucky,46.3,2.7,125,43.6
KY-127,Lawrence County,Kentucky,45.3,2.8,125,42.4
KY-129,Lee County,Kentucky,46.3,2.1,125,44.2
KY-131,Leslie County,Kentucky,45.9,2.3,127,43.6
KY-133,Letcher County,Kentucky,45.1,2.1,124,43.1
KY-135,Lewis County,Kentucky,44.4,2.8,128,41.6
KY-137,Lincoln County,Kentucky,46.5,2.8,125,43.7
KY-139,Livingston County,Kentucky,48.7,2.4,122,46.3
KY-141,Logan County,Kentucky,48,2,116,46
KY-143,Lyon County,Kentucky,48.7,2.1,118,46.6
