Name,State,Avg 2020,Max 2020,Min 2020
Broward County,Florida,77.2,86.1,68.3
Calhoun County,Florida,70,80.6,59.3
Charlotte County,Florida,75.8,86,65.7
Citrus County,Florida,73.6,84.4,62.9
Clay County,Florida,71.7,82,61.3
Collier County,Florida,76.4,86.4,66.4
Columbia County,Florida,70.3,81.6,58.9
DeSoto County,Florida,74.9,85.6,64.3
Dixie County,Florida,71.1,81.5,60.7
Duval County,Florida,71.5,80.9,62.1
Escambia County,Florida,69.2,79,59.3
Flagler County,Florida,72.9,82.1,63.6
Franklin County,Florida,70.7,80.3,61.1
Gadsden County,Florida,69.4,80.1,58.7
Gilchrist County,Florida,71.1,82.3,59.8
Glades County,Florida,75.3,85.5,65.1
Gulf County,Florida,70.7,80.4,61
Hamilton County,Florida,69.5,80.8,58.3
Hardee County,Florida,74.7,85.4,63.9
Hendry County,Florida,75.7,86.1,65.4
Hernando County,Florida,74.1,84.4,63.7
Highlands County,Florida,74.9,85.2,64.6
Hillsborough County,Florida,75,84.5,65.5
Holmes County,Florida,68.7,80.1,57.4
Indian River County,Florida,74.8,83.6,66
Jackson County,Florida,69.3,80,58.6
Jefferson County,Florida,70,80.2,59.7
Lafayette County,Florida,70.3,81.3,59.4
Lake County,Florida,74.1,84.3,63.8
Lee County,Florida,76.4,86,66.8
Leon County,Florida,69.8,80.4,59.3
Levy County,Florida,72.4,83.1,61.8
Liberty County,Florida,70.1,80.8,59.4
Madison County,Florida,69.8,80.4,59.2
Manatee County,Florida,74.7,84.6,64.8
Marion County,Florida,73,84.2,61.7
Martin County,Florida,76.7,85.3,68
Miami-Dade County,Florida,77.7,86.4,69
Monroe County,Florida,78.2,86.5,69.9
Nassau County,Florida,70.8,81,60.5
Okaloosa County,Florida,69,79.6,58.3
Okeechobee County,Florida,75.1,84.8,65.5
Orange County,Florida,74.7,84.2,65.2
Osceola County,Florida,74.8,84.5,65.1
Palm Beach County,Florida,76.9,85.9,67.9
Pasco County,Florida,74.3,84.4,64.3
Pinellas County,Florida,75.4,83.3,67.6
Polk County,Florida,74.7,84.9,64.5
Putnam County,Florida,72.4,82.8,61.9
St. Johns County,Florida,72.2,81,63.4
St. Lucie County,Florida,75.6,84.5,66.8
Santa Rosa County,Florida,68.8,78.8,58.8
Sarasota County,Florida,74.7,84.8,64.6
Seminole County,Florida,74.5,83.8,65.2
Sumter County,Florida,73.8,84.9,62.6
Suwannee County,Florida,70.1,81.2,59
Taylor County,Florida,70.8,80.8,60.8
Union County,Florida,70.7,82.2,59.2
Volusia County,Florida,73.8,82.8,64.7
Wakulla County,Florida,70.4,80.6,60.2
Walton County,Florida,69.2,80,58.3
Washington County,Florida,69.6,80.4,58.8
Appling County,Georgia,67.9,78.9,57
Atkinson County,Georgia,67.7,78.8,56.6
Bacon County,Georgia,67.9,78.6,57.2
Baker County,Georgia,68.4,78.9,58
Baldwin County,Georgia,65.7,77.4,54
Banks County,Georgia,61.9,72.3,51.5
Barrow County,Georgia,62.5,72.9,52.1
Bartow County,Georgia,61.8,72.6,51.1
Ben Hill County,Georgia,67.4,78.3,56.5
Berrien County,Georgia,67.4,78.8,56
Bibb County,Georgia,66.1,78,54.1
Bleckley County,Georgia,66.8,78.2,55.4
Brantley County,Georgia,68.7,80.3,57
Brooks County,Georgia,68.1,78.9,57.3
Bryan County,Georgia,68.8,79.3,58.4
Bulloch County,Georgia,67.9,79.3,56.4
Burke County,Georgia,66.5,77.6,55.5
Butts County,Georgia,64.4,76.2,52.6
Calhoun County,Georgia,68,78.4,57.6
Camden County,Georgia,70,80.4,59.6
Candler County,Georgia,67.6,79,56.1
Carroll County,Georgia,62.6,73.6,51.5
Catoosa County,Georgia,61.8,72,51.6
Charlton County,Georgia,69.9,81.1,58.7
Chatham County,Georgia,69.1,78.6,59.7
Chattahoochee County,Georgia,65.7,77,54.4
Chattooga County,Georgia,61.5,71.7,51.4
Cherokee County,Georgia,61,71.5,50.5
Clarke County,Georgia,63.4,73.8,52.9
Clay County,Georgia,67.2,77.7,56.7
Clayton County,Georgia,63.3,74,52.7
Clinch County,Georgia,68.6,79.9,57.3
Cobb County,Georgia,62.4,72.8,52
Coffee County,Georgia,67.5,78.2,56.7
Colquitt County,Georgia,67.4,78,56.8
Columbia County,Georgia,65.5,76.2,54.9
Cook County,Georgia,67.4,78.6,56.3
Coweta County,Georgia,63.5,74.4,52.7
Crawford County,Georgia,65.6,77.3,53.9
Crisp County,Georgia,67.5,78.6,56.4
Dade County,Georgia,60.5,69.8,51.2
Dawson County,Georgia,59.5,69.9,49.1
Decatur County,Georgia,68.9,79.7,58.2
DeKalb County,Georgia,62.9,73.4,52.3
Dodge County,Georgia,67.2,78.1,56.2
Dooly County,Georgia,67.1,78.4,55.9
Dougherty County,Georgia,68.2,78.6,57.8
Douglas County,Georgia,62.8,73.5,52.1
Early County,Georgia,68.2,78.8,57.6
Echols County,Georgia,68.9,80.3,57.5
Effingham County,Georgia,68.1,78.8,57.3
Elbert County,Georgia,63,73.4,52.7
Emanuel County,Georgia,66.8,78,55.6
Evans County,Georgia,68.1,79.4,56.8
Fannin County,Georgia,57.3,68.2,46.4
Fayette County,Georgia,63.6,74.4,52.9
Floyd County,Georgia,62.1,72.8,51.5
Forsyth County,Georgia,60.7,71.1,50.4
Franklin County,Georgia,62,72.4,51.6
Fulton County,Georgia,62.7,73.2,52.2
Gilmer County,Georgia,58.1,68.5,47.7
Glascock County,Georgia,65,75.9,54.1
Glynn County,Georgia,69.6,80,59.1
Gordon County,Georgia,61.5,72.2,50.8
Grady County,Georgia,68.7,79.2,58.1
Greene County,Georgia,64.4,75.6,53.1
Gwinnett County,Georgia,62,72.4,51.5
Habersham County,Georgia,59.9,69.8,49.9
Hall County,Georgia,61,71.3,50.8
Hancock County,Georgia,64.9,76.2,53.6
Haralson County,Georgia,62.1,72.9,51.2
Harris County,Georgia,64.2,75.4,53.1
Hart County,Georgia,62.3,72.6,52
Heard County,Georgia,63.1,74.1,52.1
Henry County,Georgia,63.7,74.8,52.6
Houston County,Georgia,66.7,78.2,55.1
Irwin County,Georgia,67.3,78.4,56.2
Jackson County,Georgia,62.4,72.7,52.1
Jasper County,Georgia,64.8,76.9,52.7
Jeff Davis County,Georgia,67.4,78.1,56.8
Jefferson County,Georgia,65.5,76.4,54.6
Jenkins County,Georgia,66.9,78.3,55.5
Johnson County,Georgia,66.1,77.2,55.1
Jones County,Georgia,65.6,77.7,53.5
Lamar County,Georgia,64.4,75.9,52.9
Lanier County,Georgia,67.7,79.3,56.2
Laurens County,Georgia,66.8,77.9,55.7
Lee County,Georgia,67.8,78.3,57.3
Liberty County,Georgia,69,79.5,58.5
Lincoln County,Georgia,64.3,74.9,53.7
Long County,Georgia,68.7,79.9,57.6
Lowndes County,Georgia,68.1,79.4,56.9
Lumpkin County,Georgia,58.8,69.3,48.3
McDuffie County,Georgia,64.9,75.6,54.1
McIntosh County,Georgia,69.5,79.7,59.3
Macon County,Georgia,66.4,77.7,55.2
Madison County,Georgia,62.5,72.9,52.2
Marion County,Georgia,65.5,76.4,54.5
Meriwether County,Georgia,63.8,74.7,52.8
Miller County,Georgia,68.5,79.2,57.9
Mitchell County,Georgia,68.2,78.7,57.8
Monroe County,Georgia,65.1,77.1,53
Montgomery County,Georgia,67.4,78.4,56.4
Morgan County,Georgia,64.4,75.8,53
Murray County,Georgia,60.7,71.1,50.3
Muscogee County,Georgia,65.5,76.8,54.1
Newton County,Georgia,63.8,75.3,52.3
Oconee County,Georgia,63.7,74.3,53.1
Oglethorpe County,Georgia,63.5,74.3,52.7
Paulding County,Georgia,62.3,72.9,51.7
Peach County,Georgia,66.1,77.8,54.4
Pickens County,Georgia,59.5,69.8,49.3
Pierce County,Georgia,68.4,79.6,57.2
Pike County,Georgia,64.1,75.1,53.1
Polk County,Georgia,62.7,73.4,52
Pulaski County,Georgia,67.1,78.4,55.8
Putnam County,Georgia,65.1,77,53.2
Quitman County,Georgia,66.4,77.2,55.5
Rabun County,Georgia,57.9,67.9,47.8
Randolph County,Georgia,66.9,77.4,56.3
Richmond County,Georgia,66.6,77.3,55.9
Rockdale County,Georgia,63.3,74.3,52.2
Schley County,Georgia,66.1,76.8,55.4
Screven County,Georgia,67.2,78.6,55.9
Seminole County,Georgia,69,79.7,58.2
Spalding County,Georgia,64.1,75.1,53
Stephens County,Georgia,61.4,71.7,51.1
Stewart County,Georgia,65.9,77.1,54.8
Sumter County,Georgia,67,77.5,56.5
Talbot County,Georgia,64.6,75.8,53.4
Taliaferro County,Georgia,64.1,75.1,53.1
Tattnall County,Georgia,68.1,79.2,56.9
Taylor County,Georgia,65.4,76.6,54.2
Telfair County,Georgia,67.5,78.2,56.8
Terrell County,Georgia,67.5,77.8,57.1
Thomas County,Georgia,68.3,78.8,57.8
Tift County,Georgia,67.2,78.4,56
Toombs County,Georgia,67.6,78.7,56.5
Towns County,Georgia,57.1,67.6,46.5
Treutlen County,Georgia,67,78,56
Troup County,Georgia,63.5,74.6,52.4
Turner County,Georgia,67.2,78.2,56.1
Twiggs County,Georgia,66.4,78,54.8
Union County,Georgia,57.1,67.9,46.3
Upson County,Georgia,64.6,75.9,53.3
Walker County,Georgia,61.3,71,51.5
Walton County,Georgia,63.2,74.1,52.3
Ware County,Georgia,68.8,79.8,57.8
Warren County,Georgia,64.6,75.5,53.7
Washington County,Georgia,65.6,76.7,54.5
Wayne County,Georgia,68.5,79.9,57.2
Webster County,Georgia,66.3,77,55.7
Wheeler County,Georgia,67.5,78.3,56.6
White County,Georgia,59.1,69.3,48.8
Whitfield County,Georgia,61.7,72,51.4
Wilcox County,Georgia,67.4,78.5,56.4
Wilkes County,Georgia,63.8,74.5,53.1
Wilkinson County,Georgia,66.3,77.7,54.8
Worth County,Georgia,67.4,78.1,56.8
Ada County,Idaho,52.4,65.2,39.7
Adams County,Idaho,44.4,55.3,33.4
Bannock County,Idaho,46.2,58,34.3
Bear Lake County,Idaho,41.1,53.8,28.3
Benewah County,Idaho,46.5,56.8,36.3
Bingham County,Idaho,44.9,57.7,32
Blaine County,Idaho,43,55.8,30.4
Boise County,Idaho,44.2,56,32.4
Bonner County,Idaho,44.6,54.2,35
Bonneville County,Idaho,42.3,54.4,30
Boundary County,Idaho,42.6,51.1,34.1
Butte County,Idaho,41.3,55.1,27.5
Camas County,Idaho,42.7,54.5,30.9
Canyon County,Idaho,52.7,66.3,39
Caribou County,Idaho,42.4,54.3,30.4
Cassia County,Idaho,47.2,59.3,35.1
Clark County,Idaho,40.4,52.7,28
Clearwater County,Idaho,44.4,54.7,34.1
Custer County,Idaho,39,52,26.1
Elmore County,Idaho,48.4,60.8,36
Franklin County,Idaho,45.3,57.5,33.1
Fremont County,Idaho,40,52.3,27.8
Gem County,Idaho,49.7,61.6,37.8
Gooding County,Idaho,50.5,63.4,37.6
Idaho County,Idaho,42.4,54.3,30.5
Jefferson County,Idaho,43.1,57.5,28.7
Jerome County,Idaho,50.6,63.8,37.4
Kootenai County,Idaho,46.6,56.3,36.9
Latah County,Idaho,47.1,58.3,35.8
Lemhi County,Idaho,39.9,51.8,28.1
Lewis County,Idaho,46.1,57.2,35
Lincoln County,Idaho,48.3,62,34.6
Madison County,Idaho,43.1,55.1,31.2
Minidoka County,Idaho,47.6,61.2,33.9
Nez Perce County,Idaho,49.5,61.1,38
Oneida County,Idaho,46.8,58.6,35
Owyhee County,Idaho,48.6,62,35.3
Payette County,Idaho,52.2,64.7,39.7
Power County,Idaho,46.3,58.8,33.8
Shoshone County,Idaho,43.5,52.7,34.3
Teton County,Idaho,40.8,52.5,29.1
Twin Falls County,Idaho,48.6,61.7,35.5
Valley County,Idaho,40,53.1,26.9
Washington County,Idaho,48.8,59.7,37.9
Adams County,Illinois,53.4,62.8,43.9
Alexander County,Illinois,58.4,68.3,48.5
Bond County,Illinois,55.3,65.6,45
Boone County,Illinois,49.7,59.5,39.9
Brown County,Illinois,53.1,62.7,43.4
Bureau County,Illinois,50.8,61,40.6
Calhoun County,Illinois,55,64.7,45.3
Carroll County,Illinois,50.2,60,40.5
Cass County,Illinois,53.2,63.5,42.9
Champaign County,Illinois,52.5,62.5,42.5
Christian County,Illinois,53.7,63.8,43.7
Clark County,Illinois,54.3,64.4,44.1
Clay County,Illinois,55.7,65.3,46.1
Clinton County,Illinois,56.2,66.5,45.9
Coles County,Illinois,53.6,63.7,43.4
Cook County,Illinois,51.6,60.8,42.3
Crawford County,Illinois,55.3,64.9,45.6
Cumberland County,Illinois,54.2,64.1,44.2
DeKalb County,Illinois,49.9,59.7,40
De Witt County,Illinois,52.8,62.8,42.9
Douglas County,Illinois,53.4,63.3,43.5
DuPage County,Illinois,51,60.7,41.4
Edgar County,Illinois,53.1,63.3,42.9
Edwards County,Illinois,56.8,66.7,46.9
Effingham County,Illinois,54.5,64.1,45
Fayette County,Illinois,54.7,64.6,44.8
Ford County,Illinois,51.9,61.9,41.9
Franklin County,Illinois,56.6,66.2,47.1
Fulton County,Illinois,52.6,62.5,42.7
Gallatin County,Illinois,57.2,66.9,47.3
Greene County,Illinois,54.5,64.3,44.6
Grundy County,Illinois,51.9,61.7,42.1
Hamilton County,Illinois,56.9,66.9,46.9
Hancock County,Illinois,52.8,61.9,43.7
Hardin County,Illinois,57.3,66.8,47.8
Henderson County,Illinois,51.9,61.6,42.2
Henry County,Illinois,50.9,60.6,41.2
Iroquois County,Illinois,52.1,62.3,41.9
Jackson County,Illinois,56.8,66.5,47.1
Jasper County,Illinois,55,64.3,45.6
Jefferson County,Illinois,56.5,66,46.9
Jersey County,Illinois,55.3,64.8,45.7
Jo Daviess County,Illinois,49.1,58.8,39.4
Johnson County,Illinois,57.3,66.9,47.7
Kane County,Illinois,50.3,60.1,40.4
Kankakee County,Illinois,52,62,42
Kendall County,Illinois,51.1,61,41.3
Knox County,Illinois,51.2,60.9,41.5
Lake County,Illinois,50.5,59.7,41.3
LaSalle County,Illinois,51.5,61.2,41.8
Lawrence County,Illinois,55.9,65.8,45.9
Lee County,Illinois,50.3,60.3,40.4
Livingston County,Illinois,52,61.8,42.2
Logan County,Illinois,53.3,63.4,43.3
McDonough County,Illinois,52.2,61.5,43
McHenry County,Illinois,49.9,59.9,39.9
McLean County,Illinois,52.3,62.2,42.4
Macon County,Illinois,53.3,63.1,43.6
Macoupin County,Illinois,54.3,64.2,44.4
Madison County,Illinois,55.7,65.4,45.9
Marion County,Illinois,55.8,65.6,45.9
Marshall County,Illinois,52,61.9,42
Mason County,Illinois,53.3,63.5,43.1
Massac County,Illinois,58.3,68.1,48.6
Menard County,Illinois,53.1,63.2,43
Mercer County,Illinois,51.4,61.1,41.7
Monroe County,Illinois,57,67,46.9
