Name,State,Avg 2023,Max 2023,Min 2023
Virginia Beach City,Virginia,62.2,70.8,53.6
Waynesboro City,Virginia,56.7,67.6,45.9
Williamsburg City,Virginia,61,71.6,50.5
Winchester City,Virginia,55.3,67.6,43
Adams County,Washington,51.1,62.7,39.5
Asotin County,Washington,50.2,61.4,39
Benton County,Washington,53.6,64.5,42.7
Chelan County,Washington,44.5,53.2,35.7
Clallam County,Washington,48.6,56.2,41
Clark County,Washington,52.8,61.9,43.6
Columbia County,Washington,49,59.1,38.9
Cowlitz County,Washington,50.8,60,41.6
Douglas County,Washington,49.2,59.4,38.9
Ferry County,Washington,44.6,54.6,34.6
Franklin County,Washington,53.1,64.3,41.9
Garfield County,Washington,50,60.3,39.6
Grant County,Washington,51.9,62.9,40.9
Grays Harbor County,Washington,51,60,41.9
Island County,Washington,51.8,59.8,43.8
Jefferson County,Washington,46.8,54.6,39
King County,Washington,48.8,56.8,40.8
Kitsap County,Washington,52.6,61,44.2
Kittitas County,Washington,46.5,55.9,37.1
Klickitat County,Washington,49.8,60.7,38.9
Lewis County,Washington,48.6,58.2,38.9
Lincoln County,Washington,48.2,59.9,36.6
Mason County,Washington,50.3,59.3,41.2
Okanogan County,Washington,44.2,53.3,35.1
Pacific County,Washington,51.3,60,42.5
Pend Oreille County,Washington,44.4,54.2,34.6
Pierce County,Washington,48,56.7,39.3
San Juan County,Washington,51.4,59.4,43.5
Skagit County,Washington,47.5,55.2,39.8
Skamania County,Washington,46.4,54.7,38.2
Snohomish County,Washington,47.8,55.6,40
Spokane County,Washington,49,59.7,38.3
Stevens County,Washington,46.7,56.9,36.5
Thurston County,Washington,52.2,62.3,42
Wahkiakum County,Washington,51.3,60.1,42.4
Walla Walla County,Washington,53.2,64.2,42.3
Whatcom County,Washington,46.1,53.9,38.3
Whitman County,Washington,51.1,62.3,39.9
Yakima County,Washington,47.7,58,37.3
Barbour County,West Virginia,53.5,65,42.1
Berkeley County,West Virginia,55.3,67.4,43.2
Boone County,West Virginia,56.4,67.4,45.4
Braxton County,West Virginia,55.2,66.9,43.5
Brooke County,West Virginia,53,63.3,42.7
Cabell County,West Virginia,57.2,68.6,45.7
Calhoun County,West Virginia,55.3,67.3,43.2
Clay County,West Virginia,55.7,67.1,44.3
Doddridge County,West Virginia,54.7,66.5,42.9
Fayette County,West Virginia,53.9,64.6,43.2
Gilmer County,West Virginia,55.2,67.5,43
Grant County,West Virginia,52.5,64.6,40.4
Greenbrier County,West Virginia,51.8,62.6,41
Hampshire County,West Virginia,54.2,66.5,41.9
Hancock County,West Virginia,52.3,62.3,42.4
Hardy County,West Virginia,53.4,65.8,41.1
Harrison County,West Virginia,54.5,66.1,42.9
Jackson County,West Virginia,55.7,67.6,43.8
Jefferson County,West Virginia,56.1,67.5,44.8
Kanawha County,West Virginia,56.6,67.7,45.4
Lewis County,West Virginia,55,67,42.9
Lincoln County,West Virginia,57.5,69.1,45.9
Logan County,West Virginia,57.1,68.2,45.9
McDowell County,West Virginia,55.1,66.7,43.5
Marion County,West Virginia,53.7,64.7,42.7
Marshall County,West Virginia,53.1,63.8,42.4
Mason County,West Virginia,55.4,66.9,43.9
Mercer County,West Virginia,52.9,63.9,41.9
Mineral County,West Virginia,54.3,66.4,42.1
Mingo County,West Virginia,57.5,69.1,45.9
Monongalia County,West Virginia,53.4,64.1,42.6
Monroe County,West Virginia,53.9,65.1,42.7
Morgan County,West Virginia,54.8,67,42.4
Nicholas County,West Virginia,53.1,64.3,42
Ohio County,West Virginia,53,63.6,42.5
Pendleton County,West Virginia,51.6,63.3,39.8
Pleasants County,West Virginia,55,66.3,43.6
Pocahontas County,West Virginia,49.3,59.5,39
Preston County,West Virginia,51.7,62.5,40.9
Putnam County,West Virginia,56.7,68.3,45.1
Raleigh County,West Virginia,53.5,64.1,42.8
Randolph County,West Virginia,50,60.9,39.2
Ritchie County,West Virginia,55.1,66.9,43.2
Roane County,West Virginia,55.6,67.5,43.7
Summers County,West Virginia,54.3,65.4,43.1
Taylor County,West Virginia,53.9,65.1,42.7
Tucker County,West Virginia,49.9,61.1,38.7
Tyler County,West Virginia,54.6,65.8,43.3
Upshur County,West Virginia,53.6,65,42.1
Wayne County,West Virginia,57.5,69.2,45.8
Webster County,West Virginia,51.6,62,41.1
Wetzel County,West Virginia,53.6,64.6,42.5
Wirt County,West Virginia,55.4,67.3,43.5
Wood County,West Virginia,55.8,67.1,44.5
Wyoming County,West Virginia,55,66.2,43.8
Adams County,Wisconsin,47.8,58.4,37.2
Ashland County,Wisconsin,42.5,52.3,32.7
Barron County,Wisconsin,44.8,55.1,34.6
Bayfield County,Wisconsin,42.9,52.7,33.1
Brown County,Wisconsin,47.5,56.4,38.7
Buffalo County,Wisconsin,47.9,58.2,37.6
Burnett County,Wisconsin,44.8,54.8,34.8
Calumet County,Wisconsin,48.1,57.2,38.9
Chippewa County,Wisconsin,45.9,56,35.8
Clark County,Wisconsin,46,56,35.9
Columbia County,Wisconsin,49.2,59,39.3
Crawford County,Wisconsin,49.1,59.1,39.1
Dane County,Wisconsin,49.7,59.6,39.8
Dodge County,Wisconsin,48.8,58.3,39.3
Door County,Wisconsin,46,54.2,37.8
Douglas County,Wisconsin,43.1,52.8,33.3
Dunn County,Wisconsin,46.5,56.9,36.2
Eau Claire County,Wisconsin,46.9,57.2,36.7
Florence County,Wisconsin,42.9,53.5,32.2
Fond du Lac County,Wisconsin,48.5,57.8,39.3
Forest County,Wisconsin,42.4,52.6,32.1
Grant County,Wisconsin,49.5,59.6,39.3
Green County,Wisconsin,49.8,60.2,39.4
Green Lake County,Wisconsin,48.7,58.6,38.8
Iowa County,Wisconsin,49.1,59.6,38.5
Iron County,Wisconsin,41.6,51.4,31.8
Jackson County,Wisconsin,47.4,57.5,37.4
Jefferson County,Wisconsin,49.7,59.4,39.9
Juneau County,Wisconsin,47.7,58.6,36.9
Kenosha County,Wisconsin,51,60.1,41.8
Kewaunee County,Wisconsin,47,55.4,38.6
La Crosse County,Wisconsin,48.3,58.2,38.5
Lafayette County,Wisconsin,49.1,59.9,38.3
Langlade County,Wisconsin,43.5,53.6,33.4
Lincoln County,Wisconsin,43.7,54,33.5
Manitowoc County,Wisconsin,47.8,56.5,39.2
Marathon County,Wisconsin,45.5,55.6,35.4
Marinette County,Wisconsin,45.2,55.1,35.3
Marquette County,Wisconsin,48.6,59,38.3
Menominee County,Wisconsin,45.6,55.6,35.5
Milwaukee County,Wisconsin,50.6,59.3,42
Monroe County,Wisconsin,47.1,57.4,36.7
Oconto County,Wisconsin,45.8,55.4,36.1
Oneida County,Wisconsin,42.3,52.6,32
Outagamie County,Wisconsin,47.9,57.5,38.4
Ozaukee County,Wisconsin,49.2,58,40.4
Pepin County,Wisconsin,47.6,57.9,37.2
Pierce County,Wisconsin,46.8,56.5,37.1
Polk County,Wisconsin,45.5,55.4,35.5
Portage County,Wisconsin,47.2,57.4,37
Price County,Wisconsin,42.9,52.9,32.8
Racine County,Wisconsin,50.5,59.7,41.3
Richland County,Wisconsin,48.9,59.5,38.2
Rock County,Wisconsin,50.2,60.1,40.4
Rusk County,Wisconsin,44.5,54.9,34
St. Croix County,Wisconsin,46.3,56.2,36.5
Sauk County,Wisconsin,48.6,59.1,38.2
Sawyer County,Wisconsin,43.3,53.8,32.8
Shawano County,Wisconsin,46.5,56.5,36.6
Sheboygan County,Wisconsin,48.5,57.4,39.6
Taylor County,Wisconsin,44.2,54.3,34
Trempealeau County,Wisconsin,47.8,58,37.6
Vernon County,Wisconsin,47.8,57.8,37.7
Vilas County,Wisconsin,41.4,51.8,31
Walworth County,Wisconsin,49.7,59.3,40
Washburn County,Wisconsin,43.9,54.2,33.5
Washington County,Wisconsin,48.3,57.8,38.8
Waukesha County,Wisconsin,49.5,59,40.1
Waupaca County,Wisconsin,48,57.8,38.1
Waushara County,Wisconsin,48.2,58.2,38.2
Winnebago County,Wisconsin,48.7,58,39.3
Wood County,Wisconsin,47,57.4,36.5
Albany County,Wyoming,40.5,52.9,28.1
Big Horn County,Wyoming,43.8,55.8,31.8
Campbell County,Wyoming,46,58.7,33.4
Carbon County,Wyoming,40.8,53.3,28.4
Converse County,Wyoming,44.8,57.7,31.8
Crook County,Wyoming,45.4,58.5,32.3
Fremont County,Wyoming,40.6,53.3,27.9
Goshen County,Wyoming,48.2,62.2,34.3
Hot Springs County,Wyoming,43.4,55.9,30.8
Johnson County,Wyoming,44.4,56.4,32.3
Laramie County,Wyoming,46.3,59.6,33.1
Lincoln County,Wyoming,38,51.3,24.8
Natrona County,Wyoming,43.7,55.7,31.6
Niobrara County,Wyoming,47.5,61,34.1
Park County,Wyoming,39.3,51.2,27.5
Platte County,Wyoming,47.3,60.6,33.9
Sheridan County,Wyoming,43.4,55.3,31.5
Sublette County,Wyoming,35.4,49.3,21.4
Sweetwater County,Wyoming,40.4,53.4,27.4
Teton County,Wyoming,35.4,47.3,23.6
Uinta County,Wyoming,38.8,51.6,26
Washakie County,Wyoming,44.8,57.5,32.1
Weston County,Wyoming,46.3,59.4,33.2
