ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
LA-009,Avoyelles Parish,Louisiana,55.5,0.2,69,55.3,
LA-011,Beauregard Parish,Louisiana,56.5,0.8,95,55.7,
LA-013,Bienville Parish,Louisiana,53.6,1.2,108,52.4,
LA-015,Bossier Parish,Louisiana,54.2,1.4,109,52.8,
LA-017,Caddo Parish,Louisiana,54.5,1.2,105,53.3,
LA-019,Calcasieu Parish,Louisiana,58,0.3,73,57.7,
LA-021,Caldwell Parish,Louisiana,53.2,0,55,53.2,
LA-023,Cameron Parish,Louisiana,59.9,0,57,59.9,
LA-025,Catahoula Parish,Louisiana,54,-0.3,45,54.2,
LA-027,Claiborne Parish,Louisiana,52.5,0.6,91,51.9,
LA-029,Concordia Parish,Louisiana,54.5,-0.1,47,54.5,
LA-031,De Soto Parish,Louisiana,54.3,1.2,107,53.1,
LA-033,East Baton Rouge Parish,Louisiana,57,1,98,56,
LA-035,East Carroll Parish,Louisiana,53.8,0.9,95,52.9,
LA-037,East Feliciana Parish,Louisiana,56,1.3,108,54.7,
LA-039,Evangeline Parish,Louisiana,56.4,0.4,77,56,
LA-041,Franklin Parish,Louisiana,53.7,0.1,60,53.6,
LA-043,Grant Parish,Louisiana,53.8,-0.1,51,53.9,
LA-045,Iberia Parish,Louisiana,59.2,0.5,79,58.7,
LA-047,Iberville Parish,Louisiana,57.8,0.8,93,57,
LA-049,Jackson Parish,Louisiana,53,0.7,95,52.3,
LA-051,Jefferson Parish,Louisiana,60.9,0.9,97,60,
LA-053,Jefferson Davis Parish,Louisiana,58.2,0.4,79,57.8,
LA-055,Lafayette Parish,Louisiana,57.7,0.3,76,57.4,
LA-057,Lafourche Parish,Louisiana,61,1,101,60,
LA-059,La Salle Parish,Louisiana,53.7,-0.2,48,53.9,
LA-061,Lincoln Parish,Louisiana,52.8,0.8,94,52,
LA-063,Livingston Parish,Louisiana,56.9,0.7,85,56.2,
LA-065,Madison Parish,Louisiana,54,0.8,89,53.3,
LA-067,Morehouse Parish,Louisiana,53,0.8,95,52.1,
LA-069,Natchitoches Parish,Louisiana,54,0.4,77,53.5,
LA-071,Orleans Parish,Louisiana,60.6,1.1,108,59.4,
LA-073,Ouachita Parish,Louisiana,53,0.3,79,52.6,
LA-075,Plaquemines Parish,Louisiana,62.4,1,99,61.4,
LA-077,Pointe Coupee Parish,Louisiana,57.1,1.3,105,55.9,
LA-079,Rapides Parish,Louisiana,55.1,0.3,70,54.8,
LA-081,Red River Parish,Louisiana,54.2,1.3,107,52.9,
LA-083,Richland Parish,Louisiana,53.4,0.3,75,53.1,
LA-085,Sabine Parish,Louisiana,54.3,1.1,99,53.2,
LA-087,St. Bernard Parish,Louisiana,61.4,1.1,103,60.3,
LA-089,St. Charles Parish,Louisiana,59.7,1,98,58.8,
LA-091,St. Helena Parish,Louisiana,55.2,0.7,87,54.5,
LA-093,St. James Parish,Louisiana,58.6,1,100,57.6,
LA-095,St. John the Baptist Parish,Louisiana,58.6,1,97,57.6,
LA-097,St. Landry Parish,Louisiana,56.8,0.5,84,56.3,
LA-099,St. Martin Parish,Louisiana,58.1,0.7,91,57.4,
LA-101,St. Mary Parish,Louisiana,60.5,1.2,103,59.3,
LA-103,St. Tammany Parish,Louisiana,57.5,1.1,108,56.4,
LA-105,Tangipahoa Parish,Louisiana,56.1,0.7,89,55.4,
LA-107,Tensas Parish,Louisiana,54.3,0.4,85,53.8,
LA-109,Terrebonne Parish,Louisiana,61.4,1.3,105,60.1,
LA-111,Union Parish,Louisiana,52.6,0.7,93,51.9,
LA-113,Vermilion Parish,Louisiana,59,0,53,59.1,
LA-115,Vernon Parish,Louisiana,55.2,1.1,96,54.1,
LA-117,Washington Parish,Louisiana,55.9,1.4,110,54.5,
LA-119,Webster Parish,Louisiana,53.4,1,99,52.4,
LA-121,West Baton Rouge Parish,Louisiana,57.5,1,103,56.4,
LA-123,West Carroll Parish,Louisiana,53.5,0.9,92,52.6,
LA-125,West Feliciana Parish,Louisiana,56.8,1.6,111,55.2,
LA-127,Winn Parish,Louisiana,53.3,0.3,72,53,
ME-001,Androscoggin County,Maine,36.1,3.8,121,32.3,
ME-003,Aroostook County,Maine,30.3,3.3,121,27,
ME-005,Cumberland County,Maine,36.6,3.5,122,33.1,
ME-007,Franklin County,Maine,31.1,2.8,117,28.3,
ME-009,Hancock County,Maine,36.4,3.4,121,33,
ME-011,Kennebec County,Maine,36.2,3.8,122,32.4,
ME-013,Knox County,Maine,37.9,3.9,122,34,
ME-015,Lincoln County,Maine,37.8,4,122,33.8,
ME-017,Oxford County,Maine,32.7,3.4,120,29.3,
ME-019,Penobscot County,Maine,33.6,3.1,119,30.5,
ME-021,Piscataquis County,Maine,30.8,2.9,117,27.9,
ME-023,Sagadahoc County,Maine,37.7,3.9,121,33.8,
ME-025,Somerset County,Maine,31.1,2.6,115,28.5,
ME-027,Waldo County,Maine,36.2,3.7,121,32.6,
ME-029,Washington County,Maine,35.9,4,121,32,
ME-031,York County,Maine,36.9,3.1,119,33.8,
MD-001,Allegany County,Maryland,40.3,0.6,78,39.7,
MD-003,Anne Arundel County,Maryland,47.7,2.2,113,45.6,
MD-005,Baltimore County,Maryland,44.9,2.4,114,42.5,
MD-009,Calvert County,Maryland,47.9,2.1,114,45.8,
MD-011,Caroline County,Maryland,45.6,1.7,109,43.9,
MD-013,Carroll County,Maryland,43.1,2,110,41.1,
MD-015,Cecil County,Maryland,45.8,2.3,113,43.4,
MD-017,Charles County,Maryland,47.8,2.5,119,45.2,
MD-019,Dorchester County,Maryland,47.5,1.8,111,45.7,
MD-021,Frederick County,Maryland,43.7,1.5,106,42.2,
MD-023,Garrett County,Maryland,37.3,0.9,87,36.5,
MD-025,Harford County,Maryland,45.3,2.3,113,43.1,
MD-027,Howard County,Maryland,44.5,2.1,112,42.4,
MD-029,Kent County,Maryland,46.7,2,113,44.6,
MD-031,Montgomery County,Maryland,45.2,1.9,108,43.4,
MD-033,Prince George&#039;s County,Maryland,46.6,2,112,44.5,
MD-035,Queen Anne&#039;s County,Maryland,46.4,1.9,111,44.5,
MD-037,St. Mary&#039;s County,Maryland,48.3,2.2,115,46.1,
MD-039,Somerset County,Maryland,48.8,2.1,117,46.6,
MD-041,Talbot County,Maryland,46.8,0.9,95,45.9,
MD-043,Washington County,Maryland,42.6,1.5,105,41.2,
MD-045,Wicomico County,Maryland,47.2,2.2,115,45,
MD-047,Worcester County,Maryland,48.3,2.1,116,46.2,
MD-510,Baltimore City,Maryland,47.5,2.5,115,45,
MD-511,Washington, D.C.,District of Columbia,46.9,1.9,108,44.9
MA-001,Barnstable County,Massachusetts,44.8,3.8,124,41.1,
MA-003,Berkshire County,Massachusetts,36.2,2.7,117,33.5,
MA-005,Bristol County,Massachusetts,42.7,3.4,120,39.3,
MA-007,Dukes County,Massachusetts,44.7,3.3,122,41.4,
MA-009,Essex County,Massachusetts,40.9,2.9,122,37.9,
MA-011,Franklin County,Massachusetts,37.4,3.2,118,34.1,
MA-013,Hampden County,Massachusetts,38.7,2.8,116,35.9,
MA-015,Hampshire County,Massachusetts,38.1,3,117,35.1,
MA-017,Middlesex County,Massachusetts,40.2,3.2,122,37,
MA-019,Nantucket County,Massachusetts,46.9,5.1,129,41.8,
MA-021,Norfolk County,Massachusetts,41.4,3.4,122,38,
MA-023,Plymouth County,Massachusetts,42.9,3.5,124,39.4,
MA-025,Suffolk County,Massachusetts,42.6,3.2,122,39.4,
MA-027,Worcester County,Massachusetts,38.7,3.1,119,35.6,
MI-001,Alcona County,Michigan,34.5,2.3,107,32.2,
MI-003,Alger County,Michigan,31.4,1,90,30.4,
MI-005,Allegan County,Michigan,39.3,1.7,105,37.6,
MI-007,Alpena County,Michigan,34.5,2.4,107,32,
MI-009,Antrim County,Michigan,35.1,2.4,107,32.7,
MI-011,Arenac County,Michigan,37.2,3,115,34.2,
MI-013,Baraga County,Michigan,28.9,1.1,89,27.8,
MI-015,Barry County,Michigan,38.9,2.3,110,36.6,
MI-017,Bay County,Michigan,38.7,2.8,115,35.9,
MI-019,Benzie County,Michigan,36.6,2.8,111,33.8,
MI-021,Berrien County,Michigan,40.5,1.7,105,38.8,
MI-023,Branch County,Michigan,38.6,1.1,99,37.5,
MI-025,Calhoun County,Michigan,39.1,2.3,110,36.8,
MI-027,Cass County,Michigan,39.5,1.8,106,37.7,
MI-029,Charlevoix County,Michigan,35,2.2,106,32.8,
MI-031,Cheboygan County,Michigan,33.5,2,107,31.5,
MI-033,Chippewa County,Michigan,31.2,1.2,95,30,
MI-035,Clare County,Michigan,34.6,2,106,32.6,
MI-037,Clinton County,Michigan,39,2.4,112,36.6,
MI-039,Crawford County,Michigan,33,2,106,31,
MI-041,Delta County,Michigan,31.7,0.6,76,31.1,
MI-043,Dickinson County,Michigan,29.6,1.5,102,28.1,
MI-045,Eaton County,Michigan,39.1,2.5,114,36.5,
MI-047,Emmet County,Michigan,34.6,2.3,107,32.3,
MI-049,Genesee County,Michigan,38.4,2.3,107,36.2,
MI-051,Gladwin County,Michigan,36.2,2.6,109,33.6,
MI-053,Gogebic County,Michigan,28,0.4,74,27.6,
MI-055,Grand Traverse County,Michigan,35.7,3,110,32.8,
MI-057,Gratiot County,Michigan,37.9,1.9,107,36,
MI-059,Hillsdale County,Michigan,38.6,1.6,106,37,
MI-061,Houghton County,Michigan,30.2,1.3,96,28.9,
MI-063,Huron County,Michigan,38.3,2.7,115,35.6,
MI-065,Ingham County,Michigan,38.8,2.4,112,36.5,
MI-067,Ionia County,Michigan,38.2,2.1,109,36.1,
MI-069,Iosco County,Michigan,35.7,2.4,111,33.3,
MI-071,Iron County,Michigan,27.5,1.1,93,26.3,
MI-073,Isabella County,Michigan,36.4,1.8,105,34.5,
MI-075,Jackson County,Michigan,38.4,1.7,107,36.7,
MI-077,Kalamazoo County,Michigan,39.7,2.6,112,37.1,
MI-079,Kalkaska County,Michigan,33.8,2.2,105,31.6,
MI-081,Kent County,Michigan,37.8,1.8,105,36,
MI-083,Keweenaw County,Michigan,30.9,1.1,94,29.7,
MI-085,Lake County,Michigan,34.8,1.5,104,33.3,
MI-087,Lapeer County,Michigan,38.5,2.4,111,36.1,
MI-089,Leelanau County,Michigan,37.4,3.1,115,34.2,
MI-091,Lenawee County,Michigan,39.7,1.8,108,37.9,
MI-093,Livingston County,Michigan,38.3,2.3,109,36.1,
MI-095,Luce County,Michigan,30.8,1.1,94,29.7,
MI-097,Mackinac County,Michigan,32.3,1.2,93,31.1,
MI-099,Macomb County,Michigan,41,2.7,115,38.3,
MI-101,Manistee County,Michigan,35.9,1.8,105,34,
MI-103,Marquette County,Michigan,29.7,1.3,96,28.4,
MI-105,Mason County,Michigan,36.5,1.7,104,34.8,
MI-107,Mecosta County,Michigan,35,1.7,106,33.4,
MI-109,Menominee County,Michigan,31.7,1.3,99,30.4,
MI-111,Midland County,Michigan,37.8,2.2,109,35.6,
MI-113,Missaukee County,Michigan,33.3,1.9,104,31.3,
MI-115,Monroe County,Michigan,41.6,2.3,113,39.3,
MI-117,Montcalm County,Michigan,36.6,1.9,106,34.7,
MI-119,Montmorency County,Michigan,33.4,2.2,107,31.2,
MI-121,Muskegon County,Michigan,38.7,2.5,112,36.2,
MI-123,Newaygo County,Michigan,36.1,2,109,34.1,
MI-125,Oakland County,Michigan,39.1,2.5,110,36.7,
MI-127,Oceana County,Michigan,37.4,2.4,110,34.9,
MI-129,Ogemaw County,Michigan,34.5,2.5,111,31.9,
MI-131,Ontonagon County,Michigan,29.5,1.1,92,28.4,
MI-133,Osceola County,Michigan,33.7,1.6,104,32.1,
MI-135,Oscoda County,Michigan,33.4,2.3,107,31.1,
MI-137,Otsego County,Michigan,33,2.1,108,30.9,
MI-139,Ottawa County,Michigan,39.1,1.8,106,37.3,
MI-141,Presque Isle County,Michigan,34,2,107,32,
MI-143,Roscommon County,Michigan,33.8,2.4,108,31.4,
MI-145,Saginaw County,Michigan,38.4,2.2,108,36.3,
MI-147,St. Clair County,Michigan,40.8,2.8,117,38,
MI-149,St. Joseph County,Michigan,39.5,1.8,105,37.7,
MI-151,Sanilac County,Michigan,38.8,2.4,112,36.4,
MI-153,Schoolcraft County,Michigan,31.6,0.6,77,31,
MI-155,Shiawassee County,Michigan,38.5,2,108,36.4,
MI-157,Tuscola County,Michigan,38.2,2.2,108,36,
MI-159,Van Buren County,Michigan,39.7,1.9,107,37.7,
MI-161,Washtenaw County,Michigan,38.9,2,110,36.8,
MI-163,Wayne County,Michigan,41.3,2.6,115,38.7,
MI-165,Wexford County,Michigan,34,2,105,31.9,
MN-001,Aitkin County,Minnesota,28.2,0.5,78,27.6,
MN-003,Anoka County,Minnesota,33.2,0.4,70,32.9,
MN-005,Becker County,Minnesota,28,-0.1,56,28.1,
MN-007,Beltrami County,Minnesota,26.9,0.9,84,25.9,
MN-009,Benton County,Minnesota,31.9,0.8,87,31,
MN-011,Big Stone County,Minnesota,31.7,0.4,75,31.3,
MN-013,Blue Earth County,Minnesota,34.3,0.1,69,34.2,
MN-015,Brown County,Minnesota,34.4,1,87,33.4,
MN-017,Carlton County,Minnesota,27.3,0,61,27.3,
MN-019,Carver County,Minnesota,33.9,0.4,73,33.5,
MN-021,Cass County,Minnesota,28.2,0.1,65,28.1,
MN-023,Chippewa County,Minnesota,32.6,0.7,83,31.9,
MN-025,Chisago County,Minnesota,32,0.2,68,31.8,
MN-027,Clay County,Minnesota,29.2,-0.3,51,29.5,
MN-029,Clearwater County,Minnesota,27.1,0.4,70,26.7,
MN-031,Cook County,Minnesota,24.4,-0.2,51,24.6,
MN-033,Cottonwood County,Minnesota,34.4,1.6,101,32.8,
MN-035,Crow Wing County,Minnesota,29.8,0.7,80,29.1,
MN-037,Dakota County,Minnesota,34.7,0.5,77,34.1,
MN-039,Dodge County,Minnesota,32.9,0.5,75,32.4,
MN-041,Douglas County,Minnesota,30.2,0.4,78,29.8,
MN-043,Faribault County,Minnesota,34,-0.3,48,34.3,
MN-045,Fillmore County,Minnesota,33,0.1,62,32.8,
MN-047,Freeborn County,Minnesota,33.7,0.1,69,33.6,
MN-049,Goodhue County,Minnesota,33.6,0.2,72,33.4,
MN-051,Grant County,Minnesota,31,0.4,77,30.6,
MN-053,Hennepin County,Minnesota,34.2,0.7,79,33.5,
MN-055,Houston County,Minnesota,34.9,0.1,60,34.8,
MN-057,Hubbard County,Minnesota,27.7,0.1,62,27.6,
MN-059,Isanti County,Minnesota,31.7,-0.1,53,31.8,
MN-061,Itasca County,Minnesota,26.5,0.5,77,26,
MN-063,Jackson County,Minnesota,34.1,1.3,95,32.8,
MN-065,Kanabec County,Minnesota,30.3,0.1,60,30.1,
MN-067,Kandiyohi County,Minnesota,31.5,0,65,31.5,
MN-069,Kittson County,Minnesota,27.8,1.8,94,26,
MN-071,Koochiching County,Minnesota,26.1,1.2,88,24.9,
MN-073,Lac qui Parle County,Minnesota,32.5,0.5,77,32,
MN-075,Lake County,Minnesota,24.6,-0.4,49,25,
MN-077,Lake of the Woods County,Minnesota,26.8,2,99,24.8,
MN-079,Le Sueur County,Minnesota,34.1,0.3,69,33.9,
MN-081,Lincoln County,Minnesota,32.5,0.6,80,31.9,
MN-083,Lyon County,Minnesota,33.4,0.6,81,32.8,
MN-085,McLeod County,Minnesota,33.2,0.4,73,32.8,
MN-087,Mahnomen County,Minnesota,27.2,-0.2,56,27.4,
MN-089,Marshall County,Minnesota,27.1,0.7,80,26.4,
MN-091,Martin County,Minnesota,34.3,0.4,72,33.9,
MN-093,Meeker County,Minnesota,31.3,-0.5,47,31.8,
MN-095,Mille Lacs County,Minnesota,30.5,0.3,71,30.3,
MN-097,Morrison County,Minnesota,30.8,0.4,74,30.4,
MN-099,Mower County,Minnesota,33.4,0.8,85,32.6,
MN-101,Murray County,Minnesota,33.3,1,93,32.3,
MN-103,Nicollet County,Minnesota,34.7,0.8,87,33.8,
MN-105,Nobles County,Minnesota,33.7,1.1,92,32.6,
MN-107,Norman County,Minnesota,28.2,-0.5,42,28.8,
MN-109,Olmsted County,Minnesota,32.8,0.3,69,32.5,
MN-111,Otter Tail County,Minnesota,29.6,0.1,61,29.5,
MN-113,Pennington County,Minnesota,26.8,-0.1,58,26.9,
MN-115,Pine County,Minnesota,30.1,1.3,90,28.7,
MN-117,Pipestone County,Minnesota,32.9,1.1,93,31.8,
MN-119,Polk County,Minnesota,27.7,-0.1,61,27.8,
MN-121,Pope County,Minnesota,31.4,0.9,86,30.5,
MN-123,Ramsey County,Minnesota,34.6,0.6,77,34,
MN-125,Red Lake County,Minnesota,27,-0.5,44,27.5,
MN-127,Redwood County,Minnesota,33.8,0.9,86,32.9,
MN-129,Renville County,Minnesota,33.3,0.8,80,32.5,
MN-131,Rice County,Minnesota,33.7,0.2,69,33.5,
MN-133,Rock County,Minnesota,33.8,1.1,90,32.7,
MN-135,Roseau County,Minnesota,26.7,1.7,89,25,
MN-137,St. Louis County,Minnesota,25.1,0.1,67,25,
MN-139,Scott County,Minnesota,34.4,0.2,68,34.2,
MN-141,Sherburne County,Minnesota,32.7,0.9,86,31.8,
MN-143,Sibley County,Minnesota,34.4,0.9,88,33.4,
MN-145,Stearns County,Minnesota,31.6,0.5,75,31.1,
MN-147,Steele County,Minnesota,33.4,0.3,75,33,
MN-149,Stevens County,Minnesota,31.6,0.7,83,30.9,
MN-151,Swift County,Minnesota,32.1,0.7,80,31.3,
MN-153,Todd County,Minnesota,30,0.2,67,29.8,
MN-155,Traverse County,Minnesota,31.3,0.3,73,31,
MN-157,Wabasha County,Minnesota,33.2,-0.3,47,33.6,
MN-159,Wadena County,Minnesota,29.1,0.3,75,28.8,
MN-161,Waseca County,Minnesota,33.4,-0.2,48,33.6,
MN-163,Washington County,Minnesota,34.3,0.7,82,33.6,
MN-165,Watonwan County,Minnesota,34.6,0.8,85,33.8,
MN-167,Wilkin County,Minnesota,30.5,0.1,62,30.4,
MN-169,Winona County,Minnesota,34.3,0.3,70,34.1,
MN-171,Wright County,Minnesota,32.8,0.6,79,32.2,
MN-173,Yellow Medicine County,Minnesota,33.2,0.7,84,32.5,
MS-001,Adams County,Mississippi,54.4,0.4,76,54.1,
MS-003,Alcorn County,Mississippi,48.8,0.6,87,48.2,
MS-005,Amite County,Mississippi,54.4,0.8,91,53.6,
MS-007,Attala County,Mississippi,51.1,0.1,62,51,
MS-009,Benton County,Mississippi,48.9,0.1,58,48.8,
MS-011,Bolivar County,Mississippi,52.5,0.7,89,51.8,
MS-013,Calhoun County,Mississippi,50.8,0.2,72,50.6,
MS-015,Carroll County,Mississippi,52.4,1.2,107,51.2,
MS-017,Chickasaw County,Mississippi,51.7,0.9,95,50.8,
MS-019,Choctaw County,Mississippi,50.9,0.4,85,50.5,
MS-021,Claiborne County,Mississippi,54.1,0.9,99,53.3,
MS-023,Clarke County,Mississippi,53.6,1.6,113,51.9,
MS-025,Clay County,Mississippi,52.3,1.1,106,51.1,
MS-027,Coahoma County,Mississippi,52.2,0.7,88,51.5,
MS-029,Copiah County,Mississippi,53.8,1,103,52.8,
MS-031,Covington County,Mississippi,53.9,1.5,110,52.5,
MS-033,DeSoto County,Mississippi,51.2,0.3,75,50.8,
MS-035,Forrest County,Mississippi,54.8,1.6,113,53.2,
MS-037,Franklin County,Mississippi,54.1,0.7,91,53.4,
MS-039,George County,Mississippi,55.2,1.3,108,53.9,
MS-041,Greene County,Mississippi,54.4,1.3,107,53.1,
MS-043,Grenada County,Mississippi,51.5,0.5,83,51,
MS-045,Hancock County,Mississippi,57.6,1.4,109,56.2,
MS-047,Harrison County,Mississippi,57.1,1.2,107,55.9,
MS-049,Hinds County,Mississippi,53.5,0.8,98,52.8,
MS-051,Holmes County,Mississippi,53.3,1,103,52.3,
MS-053,Humphreys County,Mississippi,54.2,1.2,103,52.9,
MS-055,Issaquena County,Mississippi,53.8,0.9,96,52.9,
MS-057,Itawamba County,Mississippi,51.1,1.6,111,49.6,
MS-059,Jackson County,Mississippi,57,1.1,108,55.9,
MS-061,Jasper County,Mississippi,52.9,1.1,103,51.8,
MS-063,Jefferson County,Mississippi,54.2,0.7,92,53.5,
MS-065,Jefferson Davis County,Mississippi,54.5,1.8,112,52.7,
MS-067,Jones County,Mississippi,53.7,1,97,52.7,
MS-069,Kemper County,Mississippi,52,0.7,91,51.4,
MS-071,Lafayette County,Mississippi,49.8,-0.4,36,50.2,
MS-073,Lamar County,Mississippi,55.2,1.8,113,53.4,
MS-075,Lauderdale County,Mississippi,53,1.5,112,51.5,
MS-077,Lawrence County,Mississippi,54.6,1.6,112,53,
MS-079,Leake County,Mississippi,51.2,0.1,61,51.1,
MS-081,Lee County,Mississippi,51.6,1.4,111,50.2,
MS-083,Leflore County,Mississippi,53.7,1.8,112,52,
MS-085,Lincoln County,Mississippi,54,0.9,104,53.1,
MS-087,Lowndes County,Mississippi,52.4,1.1,100,51.3,
MS-089,Madison County,Mississippi,52.5,-0.2,48,52.7,
MS-091,Marion County,Mississippi,55.7,1.9,113,53.8,
MS-093,Marshall County,Mississippi,49.6,-0.1,49,49.7,
MS-095,Monroe County,Mississippi,51.8,1.1,101,50.7,
MS-097,Montgomery County,Mississippi,50.5,-0.2,44,50.7,
MS-099,Neshoba County,Mississippi,51.1,0.5,85,50.6,
MS-101,Newton County,Mississippi,52.1,1.1,105,51,
MS-103,Noxubee County,Mississippi,52.2,0.9,99,51.3,
MS-105,Oktibbeha County,Mississippi,52.4,1.3,107,51.1,
MS-107,Panola County,Mississippi,50.7,-0.1,49,50.8,
MS-109,Pearl River County,Mississippi,56,1.6,113,54.3,
MS-111,Perry County,Mississippi,54.5,1.5,109,53,
MS-113,Pike County,Mississippi,54.4,0.8,93,53.6,
MS-115,Pontotoc County,Mississippi,51,0.6,84,50.4,
MS-117,Prentiss County,Mississippi,50.1,1.2,106,48.9,
MS-119,Quitman County,Mississippi,51.8,0.5,81,51.3,
MS-121,Rankin County,Mississippi,52.6,0.5,91,52,
MS-123,Scott County,Mississippi,51.7,0.6,90,51.1,
MS-125,Sharkey County,Mississippi,53.8,0.9,97,52.9,
MS-127,Simpson County,Mississippi,53.2,1.1,104,52.1,
MS-129,Smith County,Mississippi,52.6,0.9,99,51.7,
MS-131,Stone County,Mississippi,55.3,1.5,110,53.8,
MS-133,Sunflower County,Mississippi,53.2,1.1,99,52.2,
MS-135,Tallahatchie County,Mississippi,52.4,0.9,94,51.5,
MS-137,Tate County,Mississippi,50.8,0.1,62,50.7,
MS-139,Tippah County,Mississippi,49.1,0.4,79,48.7,
MS-141,Tishomingo County,Mississippi,49.5,1.5,108,47.9,
MS-143,Tunica County,Mississippi,51.8,0.5,79,51.3,
MS-145,Union County,Mississippi,50.2,0.6,81,49.7,
MS-147,Walthall County,Mississippi,55.2,1.5,110,53.8,
MS-149,Warren County,Mississippi,54.2,0.9,99,53.3,
MS-151,Washington County,Mississippi,53.3,0.7,91,52.5,
MS-153,Wayne County,Mississippi,53.6,1.2,104,52.4,
MS-155,Webster County,Mississippi,50.9,0.2,78,50.7,
MS-157,Wilkinson County,Mississippi,55.3,0.8,91,54.4,
MS-159,Winston County,Mississippi,51.4,0.7,97,50.6,
MS-161,Yalobusha County,Mississippi,50.6,0,59,50.6,
MS-163,Yazoo County,Mississippi,53.7,0.4,84,53.3,
MO-001,Adair County,Missouri,40.2,-0.5,39,40.7,
MO-003,Andrew County,Missouri,40.2,-1.4,16,41.6,
MO-005,Atchison County,Missouri,39.7,-0.6,44,40.3,
MO-007,Audrain County,Missouri,42.3,-0.2,53,42.5,
MO-009,Barry County,Missouri,45.2,0.2,69,45,
MO-011,Barton County,Missouri,45.9,0,59,45.9,
MO-013,Bates County,Missouri,44.4,-0.4,45,44.8,
MO-015,Benton County,Missouri,43.6,0.1,68,43.5,
MO-017,Bollinger County,Missouri,44.5,-0.4,37,44.9,
MO-019,Boone County,Missouri,43.9,0.5,80,43.4,
MO-021,Buchanan County,Missouri,41.4,-0.8,28,42.2,
MO-023,Butler County,Missouri,46.7,0.4,76,46.3,
MO-025,Caldwell County,Missouri,40.9,-0.7,35,41.6,
MO-027,Callaway County,Missouri,44.2,0.7,87,43.5,
MO-029,Camden County,Missouri,44.7,0.9,93,43.8,
MO-031,Cape Girardeau County,Missouri,45.3,0.1,60,45.2,
MO-033,Carroll County,Missouri,41.9,-0.5,41,42.4,
MO-035,Carter County,Missouri,44.6,0.9,91,43.7,
MO-037,Cass County,Missouri,44.2,0.7,87,43.5,
MO-039,Cedar County,Missouri,45.9,0.8,94,45.1,
MO-041,Chariton County,Missouri,42.4,-0.1,57,42.5,
MO-043,Christian County,Missouri,43.9,0.2,60,43.7,
MO-045,Clark County,Missouri,40.9,-0.7,38,41.6,
MO-047,Clay County,Missouri,43,0.4,69,42.6,
MO-049,Clinton County,Missouri,41.4,-0.3,47,41.6,
MO-051,Cole County,Missouri,45.4,1.3,98,44.1,
MO-053,Cooper County,Missouri,43.7,0.6,84,43.1,
MO-055,Crawford County,Missouri,41.6,0.2,59,41.5,
MO-057,Dade County,Missouri,45.8,0.7,93,45,
MO-059,Dallas County,Missouri,44,0.3,76,43.7,
MO-061,Daviess County,Missouri,40.7,-0.9,28,41.6,
MO-063,DeKalb County,Missouri,40.5,-1,26,41.5,
MO-065,Dent County,Missouri,41.9,0,55,42,
MO-067,Douglas County,Missouri,44.3,0.5,81,43.8,
MO-069,Dunklin County,Missouri,48.7,0.6,79,48.1,
MO-071,Franklin County,Missouri,43.1,0.5,81,42.6,
MO-073,Gasconade County,Missouri,43.1,0.5,79,42.6,
MO-075,Gentry County,Missouri,40.2,-0.6,41,40.8,
MO-077,Greene County,Missouri,44.5,0.7,87,43.7,
MO-079,Grundy County,Missouri,40.8,-0.9,29,41.6,
MO-081,Harrison County,Missouri,40,-0.5,38,40.5,
MO-083,Henry County,Missouri,44,-0.1,50,44.2,
MO-085,Hickory County,Missouri,44.5,0.5,83,44,
MO-087,Holt County,Missouri,40.2,-1.2,18,41.5,
MO-089,Howard County,Missouri,43.2,0.3,72,42.9,
MO-091,Howell County,Missouri,45.5,2,111,43.5,
MO-093,Iron County,Missouri,41.9,-0.2,45,42.1,
MO-095,Jackson County,Missouri,43.8,0.6,82,43.3,
MO-097,Jasper County,Missouri,46.5,0.5,84,46,
MO-099,Jefferson County,Missouri,44.7,0.6,81,44.1,
MO-101,Johnson County,Missouri,43.6,0.4,77,43.2,
MO-103,Knox County,Missouri,40.2,-0.9,29,41.1,
MO-105,Laclede County,Missouri,44.4,0.8,90,43.7,
MO-107,Lafayette County,Missouri,42.8,0.1,69,42.7,
MO-109,Lawrence County,Missouri,45.2,0.6,85,44.7,
MO-111,Lewis County,Missouri,41,-1.1,22,42.1,
MO-113,Lincoln County,Missouri,43.2,0.5,78,42.7,
MO-115,Linn County,Missouri,41.3,-0.5,39,41.8,
MO-117,Livingston County,Missouri,41.5,-0.7,35,42.1,
MO-119,McDonald County,Missouri,46.4,0.5,81,45.9,
MO-121,Macon County,Missouri,41.2,-0.5,43,41.7,
MO-123,Madison County,Missouri,43,-0.4,38,43.3,
MO-125,Maries County,Missouri,44.6,1,93,43.6,
MO-127,Marion County,Missouri,41.7,-0.8,36,42.4,
MO-129,Mercer County,Missouri,39.5,-1.1,23,40.6,
MO-131,Miller County,Missouri,45.3,1.4,98,43.9,
MO-133,Mississippi County,Missouri,47.9,0.8,84,47.1,
MO-135,Moniteau County,Missouri,44.7,1.2,97,43.5,
MO-137,Monroe County,Missouri,41.4,-1,25,42.4,
MO-139,Montgomery County,Missouri,42.8,0.3,71,42.6,
MO-141,Morgan County,Missouri,43.7,0.7,86,43,
MO-143,New Madrid County,Missouri,48.4,0.5,77,47.9,
MO-145,Newton County,Missouri,46.6,0.6,83,46,
