ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
IL-145,Perry County,Illinois,44.6,0.8,88,43.9,
IL-147,Piatt County,Illinois,41.6,1,88,40.6,
IL-149,Pike County,Illinois,42.1,-0.2,51,42.3,
IL-151,Pope County,Illinois,46.1,0.6,75,45.5,
IL-153,Pulaski County,Illinois,46.9,0.9,87,46.1,
IL-155,Putnam County,Illinois,39.5,0.2,64,39.3,
IL-157,Randolph County,Illinois,44.9,0.8,94,44,
IL-159,Richland County,Illinois,44.7,1,94,43.7,
IL-161,Rock Island County,Illinois,39.7,0.3,76,39.3,
IL-163,St. Clair County,Illinois,44.7,0,49,44.7,
IL-165,Saline County,Illinois,45.4,0.4,70,45,
IL-167,Sangamon County,Illinois,41.7,0,58,41.7,
IL-169,Schuyler County,Illinois,41.3,0,53,41.2,
IL-171,Scott County,Illinois,41.7,-0.5,38,42.3,
IL-173,Shelby County,Illinois,42.3,-0.1,51,42.4,
IL-175,Stark County,Illinois,39.1,0.3,70,38.8,
IL-177,Stephenson County,Illinois,37.2,0.9,92,36.3,
IL-179,Tazewell County,Illinois,41.1,0.7,86,40.4,
IL-181,Union County,Illinois,45.4,0.4,74,44.9,
IL-183,Vermilion County,Illinois,40.3,0,58,40.3,
IL-185,Wabash County,Illinois,45.2,0.8,90,44.4,
IL-187,Warren County,Illinois,39.4,-0.6,41,40,
IL-189,Washington County,Illinois,44.3,0.3,72,44,
IL-191,Wayne County,Illinois,44.8,0.9,93,43.9,
IL-193,White County,Illinois,45.5,0.6,85,44.9,
IL-195,Whiteside County,Illinois,38.9,0.8,89,38.1,
IL-197,Will County,Illinois,39.8,0.6,74,39.2,
IL-199,Williamson County,Illinois,44.7,0.4,65,44.4,
IL-201,Winnebago County,Illinois,38.1,0.8,88,37.3,
IL-203,Woodford County,Illinois,40.4,1.3,96,39.1,
IN-001,Adams County,Indiana,40.8,1.3,97,39.4,
IN-003,Allen County,Indiana,40.2,1.1,95,39.1,
IN-005,Bartholomew County,Indiana,43.6,1.1,97,42.5,
IN-007,Benton County,Indiana,39.9,1.1,90,38.8,
IN-009,Blackford County,Indiana,41,0.6,81,40.3,
IN-011,Boone County,Indiana,40.5,1,91,39.5,
IN-013,Brown County,Indiana,42.3,0.8,88,41.5,
IN-015,Carroll County,Indiana,40.4,1.1,91,39.3,
IN-017,Cass County,Indiana,40,0.9,90,39.1,
IN-019,Clark County,Indiana,44.5,1.2,95,43.3,
IN-021,Clay County,Indiana,42.5,1.3,96,41.3,
IN-023,Clinton County,Indiana,40.3,1,88,39.4,
IN-025,Crawford County,Indiana,42.2,-0.7,24,42.9,
IN-027,Daviess County,Indiana,43.1,0.6,83,42.5,
IN-029,Dearborn County,Indiana,43.4,1.1,93,42.3,
IN-031,Decatur County,Indiana,42.9,1,91,41.9,
IN-033,DeKalb County,Indiana,39.7,1.4,97,38.3,
IN-035,Delaware County,Indiana,41.8,1.5,100,40.4,
IN-037,Dubois County,Indiana,42.4,-0.5,37,42.8,
IN-039,Elkhart County,Indiana,39.6,1.7,105,37.9,
IN-041,Fayette County,Indiana,41.3,0.5,77,40.8,
IN-043,Floyd County,Indiana,44.8,1.3,102,43.5,
IN-045,Fountain County,Indiana,40.4,0.4,74,40,
IN-047,Franklin County,Indiana,41.8,0.3,68,41.5,
IN-049,Fulton County,Indiana,39.4,1.2,95,38.2,
IN-051,Gibson County,Indiana,45.4,1,92,44.4,
IN-053,Grant County,Indiana,41,0.8,89,40.2,
IN-055,Greene County,Indiana,42.7,1.2,96,41.5,
IN-057,Hamilton County,Indiana,41,0.7,83,40.3,
IN-059,Hancock County,Indiana,42.1,1.1,95,40.9,
IN-061,Harrison County,Indiana,44.2,0.9,92,43.4,
IN-063,Hendricks County,Indiana,41.5,1.1,94,40.4,
IN-065,Henry County,Indiana,41.1,1,93,40.1,
IN-067,Howard County,Indiana,40.5,0.8,85,39.7,
IN-069,Huntington County,Indiana,40.2,0.8,86,39.4,
IN-071,Jackson County,Indiana,43.7,1.3,99,42.4,
IN-073,Jasper County,Indiana,39.2,0.7,83,38.5,
IN-075,Jay County,Indiana,40.7,0.9,87,39.8,
IN-077,Jefferson County,Indiana,44.6,1.9,109,42.8,
IN-079,Jennings County,Indiana,44,1.4,103,42.5,
IN-081,Johnson County,Indiana,42.6,1.2,97,41.4,
IN-083,Knox County,Indiana,44.2,0.7,83,43.5,
IN-085,Kosciusko County,Indiana,39.1,0.9,88,38.3,
IN-087,LaGrange County,Indiana,39.6,1.7,106,37.9,
IN-089,Lake County,Indiana,39.6,0.7,81,38.9,
IN-091,LaPorte County,Indiana,39.6,1.1,90,38.6,
IN-093,Lawrence County,Indiana,42.1,0.5,76,41.6,
IN-095,Madison County,Indiana,41.8,1.3,99,40.4,
IN-097,Marion County,Indiana,42.2,0.9,89,41.3,
IN-099,Marshall County,Indiana,39.3,1.5,99,37.8,
IN-101,Martin County,Indiana,41.9,0.2,60,41.7,
IN-103,Miami County,Indiana,40.3,0.8,87,39.5,
IN-105,Monroe County,Indiana,41.8,0.7,84,41,
IN-107,Montgomery County,Indiana,40.5,1,94,39.5,
IN-109,Morgan County,Indiana,41.9,0.8,87,41.1,
IN-111,Newton County,Indiana,39.3,0.6,80,38.7,
IN-113,Noble County,Indiana,39.4,1.2,97,38.1,
IN-115,Ohio County,Indiana,44.8,2,110,42.8,
IN-117,Orange County,Indiana,41.7,-0.4,37,42.1,
IN-119,Owen County,Indiana,41.9,0.9,85,41,
IN-121,Parke County,Indiana,41,0.3,70,40.7,
IN-123,Perry County,Indiana,43,-1,18,44,
IN-125,Pike County,Indiana,44,0.6,85,43.4,
IN-127,Porter County,Indiana,39.5,0.9,86,38.6,
IN-129,Posey County,Indiana,46.4,0.8,90,45.5,
IN-131,Pulaski County,Indiana,39,0.9,88,38.1,
IN-133,Putnam County,Indiana,41.1,0.8,88,40.3,
IN-135,Randolph County,Indiana,40.8,1.1,95,39.7,
IN-137,Ripley County,Indiana,43.1,1.3,98,41.8,
IN-139,Rush County,Indiana,42.1,1,94,41,
IN-141,St. Joseph County,Indiana,39.6,1.6,102,38,
IN-143,Scott County,Indiana,44.2,1.5,101,42.7,
IN-145,Shelby County,Indiana,43.2,1.4,102,41.8,
IN-147,Spencer County,Indiana,44.3,-0.3,39,44.6,
IN-149,Starke County,Indiana,39.4,1.3,97,38.1,
IN-151,Steuben County,Indiana,39.1,1.5,103,37.6,
IN-153,Sullivan County,Indiana,43.8,1.3,98,42.5,
IN-155,Switzerland County,Indiana,45.3,2.3,115,43,
IN-157,Tippecanoe County,Indiana,40.7,1.2,95,39.5,
IN-159,Tipton County,Indiana,40.4,0.7,79,39.7,
IN-161,Union County,Indiana,41,0.3,70,40.7,
IN-163,Vanderburgh County,Indiana,46.4,1.1,92,45.3,
IN-165,Vermillion County,Indiana,41.1,0.1,59,41,
IN-167,Vigo County,Indiana,43,1.2,95,41.8,
IN-169,Wabash County,Indiana,40.2,0.7,84,39.5,
IN-171,Warren County,Indiana,40.2,0.6,80,39.6,
IN-173,Warrick County,Indiana,45.1,0.7,86,44.4,
IN-175,Washington County,Indiana,43,0.8,89,42.2,
IN-177,Wayne County,Indiana,40.5,0.5,77,40,
IN-179,Wells County,Indiana,40.6,1,91,39.5,
IN-181,White County,Indiana,39.8,1.1,88,38.7,
IN-183,Whitley County,Indiana,39.3,0.7,78,38.7,
IA-001,Adair County,Iowa,36.2,-0.9,28,37.2,
IA-003,Adams County,Iowa,36.9,-0.8,34,37.7,
IA-005,Allamakee County,Iowa,34.8,-0.3,48,35.1,
IA-007,Appanoose County,Iowa,38,-1.7,15,39.7,
IA-009,Audubon County,Iowa,35.9,-0.5,47,36.3,
IA-011,Benton County,Iowa,35.5,-1.1,28,36.5,
IA-013,Black Hawk County,Iowa,35.7,-0.3,51,36,
IA-015,Boone County,Iowa,36.8,0,60,36.8,
IA-017,Bremer County,Iowa,35,0.1,68,34.9,
IA-019,Buchanan County,Iowa,34.8,-0.9,36,35.6,
IA-021,Buena Vista County,Iowa,34.9,0,58,34.9,
IA-023,Butler County,Iowa,35.1,-0.3,50,35.4,
IA-025,Calhoun County,Iowa,35.3,-0.4,48,35.8,
IA-027,Carroll County,Iowa,35.8,-0.1,60,35.9,
IA-029,Cass County,Iowa,36.8,-0.6,39,37.4,
IA-031,Cedar County,Iowa,37.4,-0.8,38,38.1,
IA-033,Cerro Gordo County,Iowa,34.3,-0.2,56,34.5,
IA-035,Cherokee County,Iowa,34.6,-0.4,45,35,
IA-037,Chickasaw County,Iowa,34.1,0.2,69,33.9,
IA-039,Clarke County,Iowa,38.9,0.2,72,38.7,
IA-041,Clay County,Iowa,34.3,0.4,74,33.9,
IA-043,Clayton County,Iowa,35,-0.6,41,35.6,
IA-045,Clinton County,Iowa,38.8,0.4,80,38.4,
IA-047,Crawford County,Iowa,36,0.1,70,35.9,
IA-049,Dallas County,Iowa,37.5,-0.1,55,37.6,
IA-051,Davis County,Iowa,39,-1,26,40,
IA-053,Decatur County,Iowa,39.2,-0.1,59,39.3,
IA-055,Delaware County,Iowa,35.3,-0.4,48,35.6,
IA-057,Des Moines County,Iowa,39.8,-0.6,42,40.3,
IA-059,Dickinson County,Iowa,33.9,0.5,75,33.4,
IA-061,Dubuque County,Iowa,36.5,-0.4,44,36.9,
IA-063,Emmet County,Iowa,33.8,0.1,67,33.6,
IA-065,Fayette County,Iowa,34,-0.3,48,34.4,
IA-067,Floyd County,Iowa,34.6,-0.1,56,34.7,
IA-069,Franklin County,Iowa,34.7,-0.3,46,35,
IA-071,Fremont County,Iowa,39,-0.7,36,39.7,
IA-073,Greene County,Iowa,36.2,-0.2,51,36.5,
IA-075,Grundy County,Iowa,35.5,-0.6,38,36.1,
IA-077,Guthrie County,Iowa,36.3,-0.6,39,36.9,
IA-079,Hamilton County,Iowa,35.2,-0.6,38,35.8,
IA-081,Hancock County,Iowa,33.8,-0.5,44,34.3,
IA-083,Hardin County,Iowa,35.3,-0.6,40,35.8,
IA-085,Harrison County,Iowa,37.3,-0.3,48,37.6,
IA-087,Henry County,Iowa,38.9,-0.9,28,39.9,
IA-089,Howard County,Iowa,33.2,0.3,71,32.9,
IA-091,Humboldt County,Iowa,34.4,-1.1,27,35.5,
IA-093,Ida County,Iowa,35.6,0,65,35.5,
IA-095,Iowa County,Iowa,36.8,-0.6,40,37.3,
IA-097,Jackson County,Iowa,37.8,0.1,59,37.7,
IA-099,Jasper County,Iowa,37.4,-0.4,45,37.8,
IA-101,Jefferson County,Iowa,38.4,-1.2,23,39.6,
IA-103,Johnson County,Iowa,37.2,-0.6,38,37.8,
IA-105,Jones County,Iowa,37.2,0.2,73,37,
IA-107,Keokuk County,Iowa,37.7,-0.8,31,38.4,
IA-109,Kossuth County,Iowa,34.1,-0.3,49,34.4,
IA-111,Lee County,Iowa,40.7,-0.6,40,41.3,
IA-113,Linn County,Iowa,36.4,-0.1,51,36.6,
IA-115,Louisa County,Iowa,39.5,0.1,59,39.4,
IA-117,Lucas County,Iowa,38.6,-0.6,37,39.2,
IA-119,Lyon County,Iowa,33.9,0.4,70,33.6,
IA-121,Madison County,Iowa,37.5,-0.5,45,38,
IA-123,Mahaska County,Iowa,37.8,-0.9,28,38.7,
IA-125,Marion County,Iowa,37.7,-1.5,18,39.3,
IA-127,Marshall County,Iowa,36.3,-0.4,44,36.7,
IA-129,Mills County,Iowa,38.3,-1,29,39.3,
IA-131,Mitchell County,Iowa,33.9,0,60,33.9,
IA-133,Monona County,Iowa,36.4,-0.3,55,36.7,
IA-135,Monroe County,Iowa,38.3,-1.2,23,39.5,
IA-137,Montgomery County,Iowa,37.5,-0.9,29,38.4,
IA-139,Muscatine County,Iowa,38.4,-0.7,40,39.1,
IA-141,O&#039;Brien County,Iowa,34.1,0.1,62,34,
IA-143,Osceola County,Iowa,33.9,0.7,82,33.2,
IA-145,Page County,Iowa,38.3,-0.7,35,39,
IA-147,Palo Alto County,Iowa,34,-0.4,50,34.4,
IA-149,Plymouth County,Iowa,35.2,0.1,60,35.1,
IA-151,Pocahontas County,Iowa,34.1,-1.3,23,35.4,
IA-153,Polk County,Iowa,38.1,-0.3,47,38.3,
IA-155,Pottawattamie County,Iowa,37.7,-0.5,43,38.2,
IA-157,Poweshiek County,Iowa,36.9,-0.3,45,37.2,
IA-159,Ringgold County,Iowa,38.4,0,53,38.5,
IA-161,Sac County,Iowa,35.6,0.2,69,35.4,
IA-163,Scott County,Iowa,39.8,0.8,92,39,
IA-165,Shelby County,Iowa,36.5,-0.2,59,36.6,
IA-167,Sioux County,Iowa,34.4,0.1,61,34.3,
IA-169,Story County,Iowa,36.8,-0.1,54,36.9,
IA-171,Tama County,Iowa,35.8,-0.7,38,36.4,
IA-173,Taylor County,Iowa,38,-0.4,44,38.4,
IA-175,Union County,Iowa,37.3,-0.4,46,37.8,
IA-177,Van Buren County,Iowa,39.4,-1.2,23,40.5,
IA-179,Wapello County,Iowa,38.7,-0.7,32,39.4,
IA-181,Warren County,Iowa,38.3,-0.8,35,39,
IA-183,Washington County,Iowa,38.1,-0.4,43,38.5,
IA-185,Wayne County,Iowa,38.4,-0.9,29,39.3,
IA-187,Webster County,Iowa,35.1,-0.8,35,35.9,
IA-189,Winnebago County,Iowa,33.5,-0.5,44,34.1,
IA-191,Winneshiek County,Iowa,34.2,0.7,81,33.5,
IA-193,Woodbury County,Iowa,35.9,-0.1,54,36,
IA-195,Worth County,Iowa,33.9,-0.2,53,34.1,
IA-197,Wright County,Iowa,34.3,-0.7,41,35,
KS-001,Allen County,Kansas,44.9,-0.1,62,45,
KS-003,Anderson County,Kansas,44.6,0.1,73,44.5,
KS-005,Atchison County,Kansas,41.5,-0.5,40,42,
KS-007,Barber County,Kansas,43.6,-0.1,53,43.8,
KS-009,Barton County,Kansas,41.2,-0.8,28,42.1,
KS-011,Bourbon County,Kansas,44.9,-0.4,42,45.3,
KS-013,Brown County,Kansas,40.3,-0.8,28,41.2,
KS-015,Butler County,Kansas,44.4,0.4,79,44,
KS-017,Chase County,Kansas,42.9,-0.2,56,43.1,
KS-019,Chautauqua County,Kansas,45.7,-0.1,61,45.8,
KS-021,Cherokee County,Kansas,46.8,0.3,74,46.5,
KS-023,Cheyenne County,Kansas,36.6,-0.1,56,36.7,
KS-025,Clark County,Kansas,42.8,-0.1,57,42.9,
KS-027,Clay County,Kansas,42.1,0.6,85,41.5,
KS-029,Cloud County,Kansas,41.8,0.5,84,41.3,
KS-031,Coffey County,Kansas,44.9,1.1,97,43.8,
KS-033,Comanche County,Kansas,43.2,0.1,69,43.1,
KS-035,Cowley County,Kansas,45.3,0.2,75,45.2,
KS-037,Crawford County,Kansas,45.9,0,68,45.9,
KS-039,Decatur County,Kansas,36.3,-1.1,19,37.4,
KS-041,Dickinson County,Kansas,43.2,0.8,86,42.4,
KS-043,Doniphan County,Kansas,40.6,-1.6,14,42.2,
KS-045,Douglas County,Kansas,43.8,0.1,65,43.7,
KS-047,Edwards County,Kansas,41.5,-0.3,48,41.8,
KS-049,Elk County,Kansas,45.2,0.3,75,44.9,
KS-051,Ellis County,Kansas,39.3,-0.9,23,40.3,
KS-053,Ellsworth County,Kansas,42,-0.6,36,42.6,
KS-055,Finney County,Kansas,38.8,-0.5,38,39.3,
KS-057,Ford County,Kansas,41,-0.1,58,41.1,
KS-059,Franklin County,Kansas,44.3,0.3,76,44,
KS-061,Geary County,Kansas,43.2,1.1,94,42.1,
KS-063,Gove County,Kansas,38.4,-0.3,48,38.6,
KS-065,Graham County,Kansas,38.1,-1.1,17,39.3,
KS-067,Grant County,Kansas,39,-0.8,25,39.8,
KS-069,Gray County,Kansas,39.8,-0.5,38,40.3,
KS-071,Greeley County,Kansas,37.4,-0.6,41,37.9,
KS-073,Greenwood County,Kansas,44.6,0.7,88,43.9,
KS-075,Hamilton County,Kansas,38.4,-1,22,39.3,
KS-077,Harper County,Kansas,44.7,0.1,66,44.6,
KS-079,Harvey County,Kansas,43.7,0.1,70,43.5,
KS-081,Haskell County,Kansas,39.3,-0.8,30,40,
KS-083,Hodgeman County,Kansas,40.6,-0.2,55,40.7,
KS-085,Jackson County,Kansas,41.2,-0.2,50,41.4,
KS-087,Jefferson County,Kansas,42.9,0.4,75,42.5,
KS-089,Jewell County,Kansas,39.7,0.3,70,39.4,
KS-091,Johnson County,Kansas,44.2,0.3,77,43.8,
KS-093,Kearny County,Kansas,38.6,-0.7,33,39.3,
KS-095,Kingman County,Kansas,43.3,-0.7,34,44,
KS-097,Kiowa County,Kansas,42.1,-0.1,56,42.2,
KS-099,Labette County,Kansas,46,-0.5,37,46.5,
KS-101,Lane County,Kansas,38.7,0,60,38.7,
KS-103,Leavenworth County,Kansas,43.6,0.5,81,43.1,
KS-105,Lincoln County,Kansas,41,-0.6,35,41.6,
KS-107,Linn County,Kansas,44.6,-0.3,48,44.9,
KS-109,Logan County,Kansas,37.8,-0.5,37,38.3,
KS-111,Lyon County,Kansas,43.6,0.7,88,42.9,
KS-113,McPherson County,Kansas,43,-0.3,50,43.3,
KS-115,Marion County,Kansas,43.1,0,67,43.1,
KS-117,Marshall County,Kansas,39.4,-1,30,40.4,
KS-119,Meade County,Kansas,41.6,-0.6,38,42.2,
KS-121,Miami County,Kansas,44.5,0.3,76,44.2,
KS-123,Mitchell County,Kansas,40.5,-0.1,56,40.6,
KS-125,Montgomery County,Kansas,46.1,-0.4,37,46.5,
KS-127,Morris County,Kansas,42.6,0.4,79,42.2,
KS-129,Morton County,Kansas,39.5,-0.7,26,40.2,
KS-131,Nemaha County,Kansas,39.7,-0.6,43,40.3,
KS-133,Neosho County,Kansas,45.6,-0.1,60,45.7,
KS-135,Ness County,Kansas,39.6,-0.6,33,40.2,
KS-137,Norton County,Kansas,36.6,-1.6,14,38.2,
KS-139,Osage County,Kansas,44.2,1.1,93,43.1,
KS-141,Osborne County,Kansas,39.6,-0.3,48,39.9,
KS-143,Ottawa County,Kansas,42.2,0.1,71,42.1,
KS-145,Pawnee County,Kansas,41.1,-0.8,28,41.9,
KS-147,Phillips County,Kansas,38.2,-0.6,36,38.8,
KS-149,Pottawatomie County,Kansas,41.7,0.3,70,41.4,
KS-151,Pratt County,Kansas,42.9,-0.5,41,43.3,
KS-153,Rawlins County,Kansas,36.5,-0.7,32,37.1,
KS-155,Reno County,Kansas,42.7,-0.8,33,43.5,
KS-157,Republic County,Kansas,40.3,0.4,74,40,
KS-159,Rice County,Kansas,42.2,-0.8,36,43,
KS-161,Riley County,Kansas,42.3,0.7,87,41.6,
KS-163,Rooks County,Kansas,38.7,-1.1,23,39.7,
KS-165,Rush County,Kansas,39.8,-1.2,19,41,
KS-167,Russell County,Kansas,40.7,-0.4,41,41,
KS-169,Saline County,Kansas,42.9,0.1,69,42.8,
KS-171,Scott County,Kansas,38.3,-0.1,56,38.4,
KS-173,Sedgwick County,Kansas,44.6,0.3,73,44.4,
KS-175,Seward County,Kansas,40.3,-0.9,18,41.2,
KS-177,Shawnee County,Kansas,43.1,0.5,75,42.6,
KS-179,Sheridan County,Kansas,37.3,-0.9,25,38.1,
KS-181,Sherman County,Kansas,36.7,-0.1,50,36.8,
KS-183,Smith County,Kansas,38.8,-0.1,57,38.9,
KS-185,Stafford County,Kansas,41.9,-0.9,25,42.9,
KS-187,Stanton County,Kansas,38.7,-1,16,39.7,
KS-189,Stevens County,Kansas,40,-0.5,39,40.4,
KS-191,Sumner County,Kansas,45.5,0.4,78,45.2,
KS-193,Thomas County,Kansas,36.5,-0.9,26,37.3,
KS-195,Trego County,Kansas,39,-0.7,30,39.7,
KS-197,Wabaunsee County,Kansas,42.8,0.6,80,42.3,
KS-199,Wallace County,Kansas,37.6,-0.2,49,37.9,
KS-201,Washington County,Kansas,39.9,-0.4,50,40.2,
KS-203,Wichita County,Kansas,37.9,-0.4,41,38.3,
KS-205,Wilson County,Kansas,45.9,0.1,75,45.7,
KS-207,Woodson County,Kansas,45.4,0.8,90,44.6,
KS-209,Wyandotte County,Kansas,43.9,0.4,77,43.5,
KY-001,Adair County,Kentucky,45.5,1.6,108,43.9,
KY-003,Allen County,Kentucky,46.2,1,91,45.3,
KY-005,Anderson County,Kentucky,44.9,1.3,100,43.6,
KY-007,Ballard County,Kentucky,47.5,1,90,46.5,
KY-009,Barren County,Kentucky,45.7,1,95,44.7,
KY-011,Bath County,Kentucky,43.3,0.5,76,42.8,
KY-013,Bell County,Kentucky,43.7,0.5,77,43.2,
KY-015,Boone County,Kentucky,44.8,1.7,106,43.1,
KY-017,Bourbon County,Kentucky,43.6,0.9,92,42.6,
KY-019,Boyd County,Kentucky,43.9,1.5,105,42.5,
KY-021,Boyle County,Kentucky,45.1,1.3,103,43.8,
KY-023,Bracken County,Kentucky,42.8,0.5,79,42.3,
KY-025,Breathitt County,Kentucky,44.7,0.8,86,44,
KY-027,Breckinridge County,Kentucky,43.9,0.1,54,43.8,
KY-029,Bullitt County,Kentucky,45.9,1.4,106,44.5,
KY-031,Butler County,Kentucky,46.1,0.7,82,45.4,
KY-033,Caldwell County,Kentucky,46.9,0.6,77,46.3,
KY-035,Calloway County,Kentucky,47.3,0.6,74,46.7,
KY-037,Campbell County,Kentucky,44.1,1,94,43.1,
KY-039,Carlisle County,Kentucky,47.6,0.8,86,46.8,
KY-041,Carroll County,Kentucky,45.7,2.3,116,43.4,
KY-043,Carter County,Kentucky,42.6,1.1,99,41.5,
KY-045,Casey County,Kentucky,45,1.4,107,43.6,
KY-047,Christian County,Kentucky,47.2,0.8,83,46.4,
KY-049,Clark County,Kentucky,44.1,0.9,91,43.2,
KY-051,Clay County,Kentucky,44.2,0.6,83,43.6,
KY-053,Clinton County,Kentucky,45.8,1.5,107,44.2,
KY-055,Crittenden County,Kentucky,46.6,0.5,76,46.1,
KY-057,Cumberland County,Kentucky,46,1.5,107,44.5,
KY-059,Daviess County,Kentucky,45.4,0.1,53,45.3,
KY-061,Edmonson County,Kentucky,45.8,1.1,95,44.8,
KY-063,Elliott County,Kentucky,42.7,0.9,87,41.8,
KY-065,Estill County,Kentucky,44.9,0.7,86,44.2,
KY-067,Fayette County,Kentucky,44.4,1.3,99,43.1,
KY-069,Fleming County,Kentucky,42.5,0.3,61,42.2,
KY-071,Floyd County,Kentucky,44.1,0.2,67,43.9,
KY-073,Franklin County,Kentucky,45,1.5,104,43.5,
KY-075,Fulton County,Kentucky,48,0.5,78,47.5,
KY-077,Gallatin County,Kentucky,45.6,2.3,115,43.3,
KY-079,Garrard County,Kentucky,45.4,1.3,102,44.1,
KY-081,Grant County,Kentucky,44.7,1.7,105,43.1,
KY-083,Graves County,Kentucky,47.4,0.6,79,46.8,
KY-085,Grayson County,Kentucky,44.7,0.9,92,43.9,
KY-087,Green County,Kentucky,45.5,1.2,101,44.3,
KY-089,Greenup County,Kentucky,42.9,1.3,100,41.6,
KY-091,Hancock County,Kentucky,44.2,-0.6,31,44.7,
KY-093,Hardin County,Kentucky,44.9,1.1,96,43.8,
KY-095,Harlan County,Kentucky,42.9,0,56,42.9,
KY-097,Harrison County,Kentucky,43.7,0.9,90,42.8,
KY-099,Hart County,Kentucky,45.3,1,94,44.3,
KY-101,Henderson County,Kentucky,46.5,0.5,78,46,
KY-103,Henry County,Kentucky,44.9,1.7,107,43.2,
KY-105,Hickman County,Kentucky,47.6,0.6,76,47.1,
KY-107,Hopkins County,Kentucky,46.8,0.4,73,46.4,
KY-109,Jackson County,Kentucky,44.3,0.8,88,43.5,
KY-111,Jefferson County,Kentucky,45.7,1.3,99,44.4,
KY-113,Jessamine County,Kentucky,45.1,1.4,99,43.7,
KY-115,Johnson County,Kentucky,43.2,0.4,74,42.8,
KY-117,Kenton County,Kentucky,44.4,1.4,98,43,
KY-119,Knott County,Kentucky,43.8,0.2,70,43.5,
KY-121,Knox County,Kentucky,44,0.5,74,43.6,
KY-123,Larue County,Kentucky,45.2,1.1,97,44.1,
KY-125,Laurel County,Kentucky,44.4,0.8,92,43.6,
KY-127,Lawrence County,Kentucky,43.3,0.9,90,42.4,
KY-129,Lee County,Kentucky,44.8,0.6,80,44.2,
KY-131,Leslie County,Kentucky,43.9,0.3,70,43.6,
KY-133,Letcher County,Kentucky,42.8,-0.2,41,43.1,
KY-135,Lewis County,Kentucky,42,0.5,72,41.6,
KY-137,Lincoln County,Kentucky,44.9,1.3,103,43.7,
KY-139,Livingston County,Kentucky,46.9,0.6,80,46.3,
KY-141,Logan County,Kentucky,46.2,0.2,70,46,
KY-143,Lyon County,Kentucky,47.2,0.5,77,46.6,
KY-145,McCracken County,Kentucky,47.3,0.8,85,46.5,
KY-147,McCreary County,Kentucky,44.2,0.6,83,43.6,
KY-149,McLean County,Kentucky,46.2,0.3,70,45.9,
KY-151,Madison County,Kentucky,45.2,1,97,44.1,
KY-153,Magoffin County,Kentucky,43.8,0.7,81,43.1,
KY-155,Marion County,Kentucky,45.2,1.2,99,44,
KY-157,Marshall County,Kentucky,47.4,0.5,72,46.9,
KY-159,Martin County,Kentucky,43.6,0,60,43.6,
KY-161,Mason County,Kentucky,42,0.2,60,41.9,
KY-163,Meade County,Kentucky,44.1,0.4,72,43.7,
KY-165,Menifee County,Kentucky,43.6,0.6,80,43,
KY-167,Mercer County,Kentucky,45.2,1.4,103,43.8,
KY-169,Metcalfe County,Kentucky,45.1,1.2,99,43.9,
KY-171,Monroe County,Kentucky,45.3,0.9,88,44.4,
KY-173,Montgomery County,Kentucky,43.5,0.8,84,42.7,
KY-175,Morgan County,Kentucky,43.3,0.7,81,42.7,
KY-177,Muhlenberg County,Kentucky,46.2,0.1,51,46.1,
KY-179,Nelson County,Kentucky,45.4,1.2,97,44.2,
KY-181,Nicholas County,Kentucky,43,0.6,76,42.4,
KY-183,Ohio County,Kentucky,45.4,0.3,70,45,
KY-185,Oldham County,Kentucky,44.5,1.2,93,43.4,
KY-187,Owen County,Kentucky,45.1,1.8,109,43.3,
KY-189,Owsley County,Kentucky,44.8,0.7,82,44.2,
KY-191,Pendleton County,Kentucky,44,1.1,93,42.9,
KY-193,Perry County,Kentucky,44.1,0.3,71,43.8,
KY-195,Pike County,Kentucky,44.2,0,58,44.1,
KY-197,Powell County,Kentucky,44.3,0.7,82,43.7,
KY-199,Pulaski County,Kentucky,45,1.1,102,43.9,
KY-201,Robertson County,Kentucky,42.8,0.5,77,42.3,
KY-203,Rockcastle County,Kentucky,44.8,1,97,43.8,
KY-205,Rowan County,Kentucky,42.6,0.3,68,42.3,
KY-207,Russell County,Kentucky,45.5,1.6,108,43.9,
KY-209,Scott County,Kentucky,44.4,1.3,102,43,
KY-211,Shelby County,Kentucky,44.4,1.2,95,43.2,
KY-213,Simpson County,Kentucky,46.6,0.8,83,45.8,
KY-215,Spencer County,Kentucky,45,1.1,96,43.9,
KY-217,Taylor County,Kentucky,45.4,1.3,103,44,
KY-219,Todd County,Kentucky,46.5,0.4,75,46.1,
KY-221,Trigg County,Kentucky,47.4,0.8,83,46.6,
KY-223,Trimble County,Kentucky,45,1.8,106,43.2,
KY-225,Union County,Kentucky,46.5,0.4,72,46.1,
KY-227,Warren County,Kentucky,46.7,1.2,98,45.5,
KY-229,Washington County,Kentucky,45.1,1.2,99,43.8,
KY-231,Wayne County,Kentucky,45.1,1.2,102,43.9,
KY-233,Webster County,Kentucky,46.6,0.3,74,46.3,
KY-235,Whitley County,Kentucky,44.2,0.4,71,43.8,
KY-237,Wolfe County,Kentucky,44.2,0.7,84,43.5,
KY-239,Woodford County,Kentucky,45,1.5,103,43.5,
LA-001,Acadia Parish,Louisiana,57.8,0.4,80,57.3,
LA-003,Allen Parish,Louisiana,56.7,0.6,85,56.1,
LA-005,Ascension Parish,Louisiana,57.9,0.8,93,57.1,
LA-007,Assumption Parish,Louisiana,59,1,100,58,
