Name,State,Avg 2021,Max 2021,Min 2021
Morgan County,Illinois,54,63.9,44
Moultrie County,Illinois,54,63.7,44.2
Ogle County,Illinois,50.6,60.7,40.6
Peoria County,Illinois,53.2,62.9,43.4
Perry County,Illinois,56.8,66.7,46.9
Piatt County,Illinois,53.6,63.3,43.9
Pike County,Illinois,54.4,63.9,44.9
Pope County,Illinois,57.4,67.1,47.7
Pulaski County,Illinois,58.8,68.7,48.9
Putnam County,Illinois,52.1,62.1,42.1
Randolph County,Illinois,56.8,66.5,47.1
Richland County,Illinois,56.1,65.7,46.4
Rock Island County,Illinois,51.9,61.5,42.3
St. Clair County,Illinois,56.8,67,46.6
Saline County,Illinois,56.8,66.8,46.9
Sangamon County,Illinois,53.9,63.7,44.1
Schuyler County,Illinois,53.3,62.6,44
Scott County,Illinois,54.4,64.2,44.6
Shelby County,Illinois,54.1,63.8,44.4
Stark County,Illinois,51.7,61.6,41.8
Stephenson County,Illinois,49.4,59.7,39.1
Tazewell County,Illinois,53.7,63.4,43.9
Union County,Illinois,57.7,67.7,47.6
Vermilion County,Illinois,52.8,62.8,42.7
Wabash County,Illinois,56.6,66.5,46.7
Warren County,Illinois,51.7,61.2,42.3
Washington County,Illinois,56.6,66.8,46.4
Wayne County,Illinois,57,67.2,46.9
White County,Illinois,56.8,67.3,46.4
Whiteside County,Illinois,51.2,61,41.3
Will County,Illinois,51.9,61.6,42.2
Williamson County,Illinois,56.9,66.8,47
Winnebago County,Illinois,50.6,60.9,40.4
Woodford County,Illinois,52.9,62.7,43.1
Adams County,Indiana,52.5,61.9,43
Allen County,Indiana,52,61.7,42.4
Bartholomew County,Indiana,54.7,65,44.5
Benton County,Indiana,52,62,42
Blackford County,Indiana,53,62.6,43.4
Boone County,Indiana,52.6,62.1,43.1
Brown County,Indiana,54.1,64.2,43.9
Carroll County,Indiana,52.4,62,42.8
Cass County,Indiana,52,61.6,42.3
Clark County,Indiana,56.5,67.3,45.8
Clay County,Indiana,54.6,64.8,44.4
Clinton County,Indiana,52.4,61.8,43
Crawford County,Indiana,55.4,66.7,44
Daviess County,Indiana,55.6,66.2,44.9
Dearborn County,Indiana,55,64.9,45.2
Decatur County,Indiana,54.2,64,44.4
DeKalb County,Indiana,51.3,61.1,41.4
Delaware County,Indiana,53.7,63.4,44
Dubois County,Indiana,55.5,66.6,44.4
Elkhart County,Indiana,51.3,60.9,41.7
Fayette County,Indiana,53.1,63,43.2
Floyd County,Indiana,56.8,67.5,46.2
Fountain County,Indiana,52.9,62.9,42.8
Franklin County,Indiana,54,64,44
Fulton County,Indiana,51.6,61.4,41.8
Gibson County,Indiana,56.8,66.9,46.7
Grant County,Indiana,52.8,62.4,43.2
Greene County,Indiana,54.8,65,44.5
Hamilton County,Indiana,52.8,62.2,43.5
Hancock County,Indiana,53.6,63.2,44.1
Harrison County,Indiana,56.6,67.5,45.7
Hendricks County,Indiana,53.1,62.6,43.5
Henry County,Indiana,52.8,62.6,43.1
Howard County,Indiana,52.1,61.6,42.7
Huntington County,Indiana,52.1,61.7,42.4
Jackson County,Indiana,55.1,65.6,44.5
Jasper County,Indiana,51.6,61.6,41.6
Jay County,Indiana,52.7,62.4,43
Jefferson County,Indiana,55.6,65.6,45.6
Jennings County,Indiana,55,65.2,44.8
Johnson County,Indiana,54,63.7,44.2
Knox County,Indiana,56,66.2,45.8
Kosciusko County,Indiana,51.6,61.3,41.8
LaGrange County,Indiana,51.1,60.8,41.4
Lake County,Indiana,51.5,61.1,42
LaPorte County,Indiana,51.4,60.7,42.1
Lawrence County,Indiana,54.5,65,44
Madison County,Indiana,53.5,63.1,43.9
Marion County,Indiana,53.6,63,44.2
Marshall County,Indiana,51.4,61.2,41.6
Martin County,Indiana,55,65.8,44.1
Miami County,Indiana,52.2,61.7,42.6
Monroe County,Indiana,54,64.1,43.9
Montgomery County,Indiana,52.7,62.7,42.7
Morgan County,Indiana,53.8,63.7,43.9
Newton County,Indiana,51.7,61.9,41.6
Noble County,Indiana,51.2,60.8,41.5
Ohio County,Indiana,55.7,65.3,46.1
Orange County,Indiana,55,66.1,43.9
Owen County,Indiana,54.2,64.5,44
Parke County,Indiana,53.6,63.5,43.6
Perry County,Indiana,55.6,66.5,44.6
Pike County,Indiana,56.2,66.8,45.6
Porter County,Indiana,51.3,60.5,42.1
Posey County,Indiana,56.9,67.1,46.8
Pulaski County,Indiana,51.5,61.5,41.5
Putnam County,Indiana,53.2,63.2,43.2
Randolph County,Indiana,52.5,62.3,42.7
Ripley County,Indiana,54.4,64.2,44.6
Rush County,Indiana,53.5,63.3,43.9
St. Joseph County,Indiana,51.4,61,41.8
Scott County,Indiana,55.8,66.5,45.1
Shelby County,Indiana,54.4,64.1,44.7
Spencer County,Indiana,56.4,67,45.8
Starke County,Indiana,51.5,61.3,41.8
Steuben County,Indiana,50.7,60.6,40.7
Sullivan County,Indiana,55.3,65.4,45.3
Switzerland County,Indiana,55.9,65.5,46.4
Tippecanoe County,Indiana,52.9,62.5,43.1
Tipton County,Indiana,52.2,61.7,42.8
Union County,Indiana,53,63,43.1
Vanderburgh County,Indiana,57.3,67.3,47.4
Vermillion County,Indiana,53.6,63.7,43.5
Vigo County,Indiana,55,65.2,44.9
Wabash County,Indiana,52.2,61.8,42.5
Warren County,Indiana,52.5,62.5,42.4
Warrick County,Indiana,56.9,67.3,46.4
Washington County,Indiana,55.3,66.1,44.4
Wayne County,Indiana,52.2,62.2,42.3
Wells County,Indiana,52.4,61.9,42.9
White County,Indiana,52.1,62,42.2
Whitley County,Indiana,51.5,61.2,41.8
Adair County,Iowa,50.3,61.2,39.4
Adams County,Iowa,51.2,62.2,40.3
Allamakee County,Iowa,47.9,57.5,38.3
Appanoose County,Iowa,52,62.5,41.5
Audubon County,Iowa,49.9,60.8,38.9
Benton County,Iowa,49.2,59.8,38.5
Black Hawk County,Iowa,49.4,60.1,38.7
Boone County,Iowa,50.6,61.3,39.9
Bremer County,Iowa,48.6,59.1,38.2
Buchanan County,Iowa,48.4,59,37.7
Buena Vista County,Iowa,48.8,58.9,38.7
Butler County,Iowa,48.8,59.2,38.5
Calhoun County,Iowa,49.8,60.5,39.2
Carroll County,Iowa,50.3,61.1,39.4
Cass County,Iowa,50.9,61.8,39.9
Cedar County,Iowa,50.1,60.1,40.2
Cerro Gordo County,Iowa,48,58.4,37.7
Cherokee County,Iowa,48.9,59.6,38.3
Chickasaw County,Iowa,47.7,57.9,37.5
Clarke County,Iowa,51.9,62.2,41.5
Clay County,Iowa,48.3,59,37.7
Clayton County,Iowa,48.2,58.2,38.1
Clinton County,Iowa,51.2,60.8,41.5
Crawford County,Iowa,50.5,61.5,39.6
Dallas County,Iowa,51.3,61.9,40.6
Davis County,Iowa,52.1,61.9,42.2
Decatur County,Iowa,52.4,62.8,42
Delaware County,Iowa,48.3,58.4,38.1
Des Moines County,Iowa,52.3,61.6,43
Dickinson County,Iowa,47.6,57.9,37.2
Dubuque County,Iowa,48.8,58.4,39.2
Emmet County,Iowa,47.4,57.6,37.2
Fayette County,Iowa,47.6,57.9,37.2
Floyd County,Iowa,48.2,58.2,38.1
Franklin County,Iowa,48.6,59.1,38.1
Fremont County,Iowa,53.1,63.8,42.3
Greene County,Iowa,50.4,60.9,39.8
Grundy County,Iowa,49.2,59.6,38.8
Guthrie County,Iowa,50.3,61.3,39.4
Hamilton County,Iowa,49.1,59.7,38.4
Hancock County,Iowa,47.9,58.3,37.5
Hardin County,Iowa,49.3,59.8,38.8
Harrison County,Iowa,51.7,62.6,40.8
Henry County,Iowa,51.6,61.1,42.2
Howard County,Iowa,46.7,56.9,36.5
Humboldt County,Iowa,49,59.5,38.4
Ida County,Iowa,49.7,60.2,39.2
Iowa County,Iowa,50.2,60.5,39.9
Jackson County,Iowa,50.2,59.9,40.4
Jasper County,Iowa,51,61.2,40.7
Jefferson County,Iowa,51.2,61,41.5
Johnson County,Iowa,50.3,60.4,40.2
Jones County,Iowa,49.8,59.6,39.9
Keokuk County,Iowa,51.1,61.3,40.9
Kossuth County,Iowa,48.1,58.4,37.9
Lee County,Iowa,52.7,61.7,43.6
Linn County,Iowa,49.6,59.8,39.4
Louisa County,Iowa,52.1,61.7,42.4
Lucas County,Iowa,51.7,61.8,41.5
Lyon County,Iowa,48.2,58.8,37.6
Madison County,Iowa,51.2,61.8,40.5
Mahaska County,Iowa,51.4,61.8,41
Marion County,Iowa,51.4,61.7,41.1
Marshall County,Iowa,49.9,60.4,39.4
Mills County,Iowa,52.6,63.3,41.8
Mitchell County,Iowa,47.4,57.4,37.4
Monona County,Iowa,50.9,61.8,39.9
Monroe County,Iowa,51.8,62,41.7
Montgomery County,Iowa,51.9,62.7,41
Muscatine County,Iowa,50.9,60.9,41
O&#039;Brien County,Iowa,48.4,59,37.8
Osceola County,Iowa,47.6,57.8,37.3
Page County,Iowa,52.8,63.5,42
Palo Alto County,Iowa,48.2,58.7,37.8
Plymouth County,Iowa,49.7,60.5,38.8
Pocahontas County,Iowa,48.7,59.2,38.2
Polk County,Iowa,51.5,61.7,41.2
Pottawattamie County,Iowa,51.9,62.6,41.2
Poweshiek County,Iowa,50.4,60.8,40
Ringgold County,Iowa,52.1,62.6,41.6
Sac County,Iowa,49.9,60.4,39.4
Scott County,Iowa,51.7,61,42.3
Shelby County,Iowa,50.7,61.5,39.8
Sioux County,Iowa,48.7,59.4,38
Story County,Iowa,50.4,61,39.8
Tama County,Iowa,49.5,60.1,39
Taylor County,Iowa,52.2,62.9,41.6
Union County,Iowa,51.1,61.9,40.3
Van Buren County,Iowa,51.7,61,42.5
Wapello County,Iowa,51.9,61.8,41.9
Warren County,Iowa,51.7,62.1,41.3
Washington County,Iowa,51.2,61.1,41.2
Wayne County,Iowa,51.8,62.2,41.5
Webster County,Iowa,49.4,60,38.8
Winnebago County,Iowa,47.3,57.4,37.1
Winneshiek County,Iowa,47.8,57.8,37.7
Woodbury County,Iowa,50.1,61.1,39.2
Worth County,Iowa,47.3,57.5,37.1
Wright County,Iowa,48.4,58.9,37.8
Allen County,Kansas,57.4,67.5,47.2
Anderson County,Kansas,56.9,66.8,47
Atchison County,Kansas,55.2,66,44.5
Barber County,Kansas,58.5,71.7,45.3
Barton County,Kansas,55.5,68,43
Bourbon County,Kansas,57.2,67.3,46.9
Brown County,Kansas,54.6,65.6,43.5
Butler County,Kansas,57.5,68.8,46.2
Chase County,Kansas,56.4,67.5,45.3
Chautauqua County,Kansas,58.3,69.5,47.1
Cherokee County,Kansas,58.8,69.3,48.4
Cheyenne County,Kansas,52.9,67.5,38.4
Clark County,Kansas,58.1,72.1,44.1
Clay County,Kansas,56.2,67.8,44.6
Cloud County,Kansas,56,67.7,44.2
Coffey County,Kansas,57.3,67.6,47.1
Comanche County,Kansas,58.5,72.1,44.9
Cowley County,Kansas,58.3,69.9,46.8
Crawford County,Kansas,58,68.3,47.6
Decatur County,Kansas,53.7,68.3,39.1
Dickinson County,Kansas,57.1,68.8,45.4
Doniphan County,Kansas,55,65.6,44.3
Douglas County,Kansas,56.6,67,46.3
Edwards County,Kansas,57,70.6,43.4
Elk County,Kansas,57.4,68.4,46.4
Ellis County,Kansas,55.3,69,41.7
Ellsworth County,Kansas,56.7,69.1,44.3
Finney County,Kansas,55.7,70.8,40.6
Ford County,Kansas,56.9,71,42.7
Franklin County,Kansas,56.9,67,46.9
Geary County,Kansas,56.5,67.6,45.4
Gove County,Kansas,54.8,69.1,40.5
Graham County,Kansas,54.6,68.6,40.6
Grant County,Kansas,55.8,71.1,40.5
Gray County,Kansas,56.3,70.9,41.6
Greeley County,Kansas,53.3,68.1,38.4
Greenwood County,Kansas,57.1,67.8,46.4
Hamilton County,Kansas,54.7,70.4,39
Harper County,Kansas,58.5,70.7,46.4
Harvey County,Kansas,57.9,69.7,46.1
Haskell County,Kansas,55.9,70.8,41
Hodgeman County,Kansas,56.7,70.9,42.6
Jackson County,Kansas,55.2,66.2,44.1
Jefferson County,Kansas,55.9,66.4,45.4
Jewell County,Kansas,54.6,66.7,42.4
Johnson County,Kansas,56.5,66.5,46.5
Kearny County,Kansas,55.2,70.7,39.7
Kingman County,Kansas,57.6,69.8,45.4
Kiowa County,Kansas,57.6,71.2,44
Labette County,Kansas,58.5,69.3,47.8
Lane County,Kansas,55.5,70.1,40.8
Leavenworth County,Kansas,56.4,66.6,46.1
Lincoln County,Kansas,56.3,69.1,43.5
Linn County,Kansas,56.9,66.9,46.9
Logan County,Kansas,54.5,69.3,39.6
Lyon County,Kansas,56.9,67.6,46.1
McPherson County,Kansas,57.3,69.3,45.3
Marion County,Kansas,57,68.6,45.3
Marshall County,Kansas,54.8,66.5,43.2
Meade County,Kansas,57.3,71.6,43
Miami County,Kansas,56.7,66.6,46.8
Mitchell County,Kansas,55.4,67.8,43
Montgomery County,Kansas,58.7,69.5,47.9
Morris County,Kansas,56.1,67.1,45.2
Morton County,Kansas,56.1,71.2,41.1
Nemaha County,Kansas,54.4,65.7,43
Neosho County,Kansas,57.9,68.2,47.5
Ness County,Kansas,55.9,69.8,42
Norton County,Kansas,53.8,67.9,39.6
Osage County,Kansas,57.1,67.6,46.7
Osborne County,Kansas,55.1,68.1,42.2
Ottawa County,Kansas,56.7,68.7,44.7
Pawnee County,Kansas,56,68.9,43
Phillips County,Kansas,54.3,67.5,41.2
Pottawatomie County,Kansas,55.6,66.5,44.7
Pratt County,Kansas,57.6,70.3,44.8
Rawlins County,Kansas,53.2,67.8,38.5
Reno County,Kansas,57.3,69.3,45.2
Republic County,Kansas,54.8,66.5,43.1
Rice County,Kansas,56.6,68.7,44.4
Riley County,Kansas,56.1,67.3,44.9
Rooks County,Kansas,54.9,68.5,41.2
Rush County,Kansas,55.4,68.7,42.1
Russell County,Kansas,56,69.1,42.9
Saline County,Kansas,57.4,69.5,45.2
Scott County,Kansas,55,70,40
Sedgwick County,Kansas,58.2,70,46.4
Seward County,Kansas,56.7,71.3,42.1
Shawnee County,Kansas,56.5,67.4,45.6
Sheridan County,Kansas,53.9,68.2,39.6
Sherman County,Kansas,53.2,68,38.4
Smith County,Kansas,54.3,66.8,41.8
Stafford County,Kansas,56.3,68.6,43.9
Stanton County,Kansas,55.5,71.1,40
Stevens County,Kansas,56.3,71.2,41.3
Sumner County,Kansas,58.8,70.5,47.1
Thomas County,Kansas,53.4,68.3,38.4
Trego County,Kansas,55,68.6,41.4
Wabaunsee County,Kansas,56.4,67.2,45.5
Wallace County,Kansas,54,68.5,39.5
Washington County,Kansas,54.8,66.4,43.2
Wichita County,Kansas,54.1,69.1,39.1
Wilson County,Kansas,58.2,68.6,47.9
Woodson County,Kansas,57.6,67.8,47.4
Wyandotte County,Kansas,56.5,66.7,46.3
Adair County,Kentucky,57.4,67.9,46.9
Allen County,Kentucky,58.5,69.6,47.4
Anderson County,Kentucky,56.4,67,45.8
Ballard County,Kentucky,59.3,69.1,49.3
Barren County,Kentucky,58.2,69.8,46.5
Bath County,Kentucky,55.6,66.5,44.7
Bell County,Kentucky,55.2,65.9,44.5
Boone County,Kentucky,55.8,65.4,46.2
Bourbon County,Kentucky,55.5,66.3,44.7
Boyd County,Kentucky,56.1,66.8,45.4
Boyle County,Kentucky,56,66.1,45.9
Bracken County,Kentucky,55.2,65.9,44.5
Breathitt County,Kentucky,57.2,68.4,46.1
Breckinridge County,Kentucky,56.6,67.6,45.5
Bullitt County,Kentucky,57.5,68,46.9
Butler County,Kentucky,58.7,69.6,47.8
Caldwell County,Kentucky,57.8,67.6,48.1
Calloway County,Kentucky,58.8,68.7,48.9
Campbell County,Kentucky,55.8,66,45.5
Carlisle County,Kentucky,59.3,69.3,49.3
Carroll County,Kentucky,56.5,66.3,46.7
Carter County,Kentucky,55.3,66.5,44
Casey County,Kentucky,56.3,66.3,46.2
Christian County,Kentucky,58.6,68.4,48.9
Clark County,Kentucky,55.8,66.5,45.2
Clay County,Kentucky,56.8,68,45.6
Clinton County,Kentucky,57.8,68.1,47.4
Crittenden County,Kentucky,57.7,67.6,48
Cumberland County,Kentucky,58.3,69.1,47.4
Daviess County,Kentucky,57.4,67.9,46.8
Edmonson County,Kentucky,58.3,69.7,47
Elliott County,Kentucky,55.4,66.8,44
Estill County,Kentucky,56.6,67.1,46
Fayette County,Kentucky,55.5,66,45.1
Fleming County,Kentucky,55.1,66.1,44.1
Floyd County,Kentucky,57,68.5,45.4
Franklin County,Kentucky,56.6,67.2,46.1
Fulton County,Kentucky,59.1,68.9,49.3
Gallatin County,Kentucky,56.4,66.1,46.7
Garrard County,Kentucky,56.1,66.1,46.1
Grant County,Kentucky,55.9,65.8,45.9
Graves County,Kentucky,58.9,68.9,49
Grayson County,Kentucky,57.5,68.8,46.2
Green County,Kentucky,57.7,68.6,46.7
Greenup County,Kentucky,55.4,66.4,44.4
Hancock County,Kentucky,56.3,66.9,45.7
Hardin County,Kentucky,57,67.8,46.1
Harlan County,Kentucky,54.8,65.5,44.1
Harrison County,Kentucky,55.6,66.2,45
Hart County,Kentucky,57.8,69.1,46.4
Henderson County,Kentucky,57.6,67.7,47.5
Henry County,Kentucky,56.3,66.7,46
Hickman County,Kentucky,59,68.9,49.1
Hopkins County,Kentucky,58.7,69,48.4
Jackson County,Kentucky,55.9,66.4,45.4
Jefferson County,Kentucky,57.5,68.1,47
Jessamine County,Kentucky,55.9,66.1,45.7
Johnson County,Kentucky,56.5,68.2,44.7
Kenton County,Kentucky,55.7,65.5,45.8
Knott County,Kentucky,56.3,67.6,45.1
Knox County,Kentucky,56.4,67.5,45.4
Larue County,Kentucky,56.9,67.7,46.2
Laurel County,Kentucky,56.5,67.2,45.7
Lawrence County,Kentucky,56.2,67.7,44.6
Lee County,Kentucky,56.9,67.8,46.1
Leslie County,Kentucky,56.5,67.6,45.3
Letcher County,Kentucky,55.2,66.4,44.1
Lewis County,Kentucky,54.9,66,43.7
Lincoln County,Kentucky,55.8,65.7,45.8
Livingston County,Kentucky,58.2,68,48.5
Logan County,Kentucky,58.7,68.7,48.6
Lyon County,Kentucky,58.1,67.7,48.5
McCracken County,Kentucky,59.1,69.2,49.1
McCreary County,Kentucky,56.4,67,45.8
McLean County,Kentucky,58.5,69.1,47.9
Madison County,Kentucky,56.2,66.4,46
Magoffin County,Kentucky,56.6,68,45.2
Marion County,Kentucky,56.7,67.2,46.3
Marshall County,Kentucky,58.9,68.7,49.1
Martin County,Kentucky,56.7,68.5,44.8
Mason County,Kentucky,54.9,65.9,43.9
Meade County,Kentucky,56.5,67.4,45.6
Menifee County,Kentucky,55.7,66.5,44.8
Mercer County,Kentucky,56.2,66.5,45.9
Metcalfe County,Kentucky,57.5,68.9,46.1
Monroe County,Kentucky,57.9,69.3,46.4
Montgomery County,Kentucky,55.7,66.6,44.8
Morgan County,Kentucky,56,67.3,44.6
Muhlenberg County,Kentucky,59,69.5,48.4
Nelson County,Kentucky,57,67.5,46.4
Nicholas County,Kentucky,55.4,66.3,44.4
Ohio County,Kentucky,58.1,69,47.2
Oldham County,Kentucky,56.5,67.1,45.9
Owen County,Kentucky,56.2,66.2,46.1
Owsley County,Kentucky,57.1,68.1,46.1
Pendleton County,Kentucky,55.7,66.1,45.4
Perry County,Kentucky,56.8,68,45.5
Pike County,Kentucky,56.6,67.9,45.2
Powell County,Kentucky,56.3,67.1,45.6
Pulaski County,Kentucky,56.6,66.8,46.4
Robertson County,Kentucky,55.3,66.2,44.4
Rockcastle County,Kentucky,55.9,66,45.8
Rowan County,Kentucky,55,66,44
Russell County,Kentucky,57.3,67.6,47.1
Scott County,Kentucky,55.8,66.2,45.3
Shelby County,Kentucky,56.4,67.1,45.6
Simpson County,Kentucky,58.7,69.1,48.3
Spencer County,Kentucky,56.8,67.5,46.1
Taylor County,Kentucky,57,67.4,46.6
Todd County,Kentucky,58.7,68.5,48.9
Trigg County,Kentucky,58.6,68.3,48.9
Trimble County,Kentucky,56.2,66.3,46.1
Union County,Kentucky,57.4,67.6,47.3
Warren County,Kentucky,58.9,69.9,48
Washington County,Kentucky,56.5,66.9,46
Wayne County,Kentucky,57.1,67.4,46.8
Webster County,Kentucky,58.1,68.3,47.9
Whitley County,Kentucky,56.4,67.2,45.7
Wolfe County,Kentucky,56.5,67.5,45.4
Woodford County,Kentucky,56.1,66.5,45.7
Acadia Parish,Louisiana,68.2,77.4,59.1
Allen Parish,Louisiana,67.7,77.1,58.3
Ascension Parish,Louisiana,68.8,78.3,59.3
Assumption Parish,Louisiana,69.2,78.1,60.4
Avoyelles Parish,Louisiana,67.1,77,57.1
Beauregard Parish,Louisiana,68,77.9,58.2
Bienville Parish,Louisiana,65.5,76.1,54.9
Bossier Parish,Louisiana,66.1,76.8,55.4
Caddo Parish,Louisiana,66.2,76.9,55.4
Calcasieu Parish,Louisiana,69.1,78.2,60.1
Caldwell Parish,Louisiana,65.8,76.5,55.1
Cameron Parish,Louisiana,69.4,77.2,61.4
Catahoula Parish,Louisiana,66.8,77.1,56.5
Claiborne Parish,Louisiana,64.9,75.8,54
Concordia Parish,Louisiana,67,77.2,56.8
De Soto Parish,Louisiana,66.4,77.2,55.5
East Baton Rouge Parish,Louisiana,68.1,77.9,58.3
East Carroll Parish,Louisiana,65.3,75.5,55.1
East Feliciana Parish,Louisiana,67.4,77.4,57.5
Evangeline Parish,Louisiana,67.4,77,57.8
Franklin Parish,Louisiana,66.2,76.7,55.8
Grant Parish,Louisiana,66.3,76.8,55.7
Iberia Parish,Louisiana,68.8,77.1,60.6
Iberville Parish,Louisiana,68.7,78.1,59.3
Jackson Parish,Louisiana,65,75.6,54.2
Jefferson Parish,Louisiana,69.8,77.5,62.1
Jefferson Davis Parish,Louisiana,68.5,77.2,59.8
Lafayette Parish,Louisiana,68.5,77.9,59
Lafourche Parish,Louisiana,70,77.6,62.4
La Salle Parish,Louisiana,66.5,76.9,56.1
Lincoln Parish,Louisiana,64.8,75.4,54
Livingston Parish,Louisiana,68.2,78.2,58.3
Madison Parish,Louisiana,66.1,76.2,55.8
Morehouse Parish,Louisiana,65.4,76.2,54.5
Natchitoches Parish,Louisiana,66.5,77.3,55.7
Orleans Parish,Louisiana,69.3,76.9,61.6
Ouachita Parish,Louisiana,65.1,76,54.2
Plaquemines Parish,Louisiana,69.9,76.4,63.5
Pointe Coupee Parish,Louisiana,68,77.5,58.6
Rapides Parish,Louisiana,66.9,77,56.7
Red River Parish,Louisiana,66.3,77,55.5
Richland Parish,Louisiana,65.6,76.2,54.9
Sabine Parish,Louisiana,66.8,77.7,55.8
St. Bernard Parish,Louisiana,69.3,76.2,62.3
St. Charles Parish,Louisiana,69.7,78.3,61
St. Helena Parish,Louisiana,67.4,77.8,56.9
St. James Parish,Louisiana,69.2,78.4,59.9
St. John the Baptist Parish,Louisiana,69.2,78.5,59.9
St. Landry Parish,Louisiana,67.7,77.5,58
St. Martin Parish,Louisiana,68.7,77.9,59.5
St. Mary Parish,Louisiana,69.3,76.8,61.9
St. Tammany Parish,Louisiana,68.2,77.8,58.7
Tangipahoa Parish,Louisiana,67.9,78.2,57.6
Tensas Parish,Louisiana,66.6,76.9,56.4
Terrebonne Parish,Louisiana,70.2,77.4,62.9
Union Parish,Louisiana,64.9,75.9,53.9
Vermilion Parish,Louisiana,68.5,77.1,60
Vernon Parish,Louisiana,67.3,77.8,56.7
Washington Parish,Louisiana,67.5,77.7,57.2
Webster Parish,Louisiana,65.9,76.7,55.1
West Baton Rouge Parish,Louisiana,68.4,78,58.9
West Carroll Parish,Louisiana,65.3,75.7,54.9
West Feliciana Parish,Louisiana,67.7,77,58.3
Winn Parish,Louisiana,65.8,76.5,55
Androscoggin County,Maine,47.2,56.7,37.6
Aroostook County,Maine,42,52.3,31.7
Cumberland County,Maine,47.6,57.2,38.1
Franklin County,Maine,42.4,51.9,32.8
Hancock County,Maine,47.1,56.3,37.9
Kennebec County,Maine,47.1,56.6,37.6
Knox County,Maine,47.3,55.4,39.1
Lincoln County,Maine,47.7,56.3,39.1
Oxford County,Maine,44.5,54.6,34.3
Penobscot County,Maine,45.4,55.6,35.1
Piscataquis County,Maine,42.6,52.8,32.3
Sagadahoc County,Maine,47.9,56.8,39.1
Somerset County,Maine,42.5,52.4,32.6
Waldo County,Maine,46.8,56,37.7
Washington County,Maine,46.6,55.7,37.5
York County,Maine,47.8,57.7,38
Allegany County,Maryland,53.5,64.5,42.6
Anne Arundel County,Maryland,58.7,68.2,49.3
Baltimore County,Maryland,56.5,66.5,46.5
Calvert County,Maryland,58.5,67.8,49.2
Caroline County,Maryland,57.6,68.3,46.8
Carroll County,Maryland,55,65.2,44.8
Cecil County,Maryland,56.3,65.2,47.3
Charles County,Maryland,59.1,68.9,49.3
Dorchester County,Maryland,58.8,68.8,48.9
Frederick County,Maryland,55.3,65.3,45.4
Garrett County,Maryland,49.9,60.2,39.5
Harford County,Maryland,56.4,65.9,46.9
Howard County,Maryland,56.5,66.7,46.2
Kent County,Maryland,57.3,66.6,48
Montgomery County,Maryland,56.7,66.3,46.9
Prince George&#039;s County,Maryland,58.1,68,48.2
Queen Anne&#039;s County,Maryland,57.4,67.3,47.6
St. Mary&#039;s County,Maryland,58.8,68,49.5
Somerset County,Maryland,59.5,68.8,50.1
Talbot County,Maryland,58.1,67.9,48.3
Washington County,Maryland,54.8,65.4,44.3
Wicomico County,Maryland,58.9,69.2,48.7
Worcester County,Maryland,59,68.1,49.9
Baltimore City,Maryland,58.9,68.7,49.1
Washington, D.C.,District of Columbia,District of Columbia,District of Columbia
Barnstable County,Massachusetts,52.9,60.2,45.6
Berkshire County,Massachusetts,47.6,56.9,38.2
Bristol County,Massachusetts,53,61.9,44
Dukes County,Massachusetts,53.1,60.9,45.2
Essex County,Massachusetts,51,59.9,42.1
Franklin County,Massachusetts,49.5,59.4,39.7
Hampden County,Massachusetts,50.3,60.1,40.4
Hampshire County,Massachusetts,49.8,59.6,40
Middlesex County,Massachusetts,51.6,61.6,41.6
Nantucket County,Massachusetts,52.5,58.9,46.1
Norfolk County,Massachusetts,52.3,62.2,42.4
Plymouth County,Massachusetts,53.1,62.2,44
Suffolk County,Massachusetts,52.7,61.8,43.6
Worcester County,Massachusetts,50.3,60.1,40.5
Alcona County,Michigan,46.8,56.6,37.1
Alger County,Michigan,43.7,53.1,34.4
Allegan County,Michigan,50.6,60.2,41
Alpena County,Michigan,46.9,56.8,37
Antrim County,Michigan,47.1,56.4,37.8
Arenac County,Michigan,48.8,58.2,39.5
Baraga County,Michigan,42.5,52.5,32.4
Barry County,Michigan,50.1,59.8,40.5
Bay County,Michigan,49.9,58.9,40.9
Benzie County,Michigan,47.4,56.3,38.6
Berrien County,Michigan,51.7,60.7,42.7
Branch County,Michigan,50.5,60.5,40.4
Calhoun County,Michigan,50.4,59.9,41
Cass County,Michigan,51.2,60.8,41.7
Charlevoix County,Michigan,46.9,55.9,37.8
Cheboygan County,Michigan,45.9,55.7,36
Chippewa County,Michigan,44.1,53.4,34.8
Clare County,Michigan,47.5,57.9,37
Clinton County,Michigan,50.2,59.9,40.5
Crawford County,Michigan,46,56.2,35.8
Delta County,Michigan,44.4,54.3,34.5
Dickinson County,Michigan,43.4,54.8,31.9
Eaton County,Michigan,50.1,59.6,40.6
Emmet County,Michigan,46.1,54.8,37.4
Genesee County,Michigan,50.6,60.1,41
Gladwin County,Michigan,48.5,58.5,38.5
Gogebic County,Michigan,41.6,52.5,30.7
Grand Traverse County,Michigan,47.6,57.3,38
Gratiot County,Michigan,49.7,59.6,39.8
Hillsdale County,Michigan,50.2,60.1,40.3
Houghton County,Michigan,43.8,54.1,33.6
Huron County,Michigan,49.2,57.9,40.4
Ingham County,Michigan,50.2,59.9,40.5
Ionia County,Michigan,49.6,59.5,39.7
Iosco County,Michigan,47.8,57.5,38.1
Iron County,Michigan,41.6,53.4,29.8
