Name,State,Avg 2021,Max 2021,Min 2021
Gunnison County,Colorado,40.2,53.4,27
Hinsdale County,Colorado,38.2,50.4,26
Huerfano County,Colorado,48.5,62.2,34.7
Jackson County,Colorado,38.6,51.5,25.6
Jefferson County,Colorado,47.4,60.9,34
Kiowa County,Colorado,53.4,68.9,38
Kit Carson County,Colorado,52.9,67.8,37.9
Lake County,Colorado,36,49.1,22.9
La Plata County,Colorado,46.8,60.3,33.2
Larimer County,Colorado,43.8,56.6,31
Las Animas County,Colorado,52.5,67.5,37.5
Lincoln County,Colorado,51.3,67.1,35.5
Logan County,Colorado,51.5,66.1,36.9
Mesa County,Colorado,49.7,62.2,37.2
Mineral County,Colorado,38.7,51.7,25.7
Moffat County,Colorado,46.3,59.5,33.2
Montezuma County,Colorado,50.4,64.2,36.6
Montrose County,Colorado,49.6,62.8,36.3
Morgan County,Colorado,51.2,66.9,35.6
Otero County,Colorado,54.4,70.4,38.4
Ouray County,Colorado,43.7,57.2,30.2
Park County,Colorado,39.7,53.2,26.1
Phillips County,Colorado,51.8,66.4,37.3
Pitkin County,Colorado,39.8,51.7,27.8
Prowers County,Colorado,54.7,70.4,39.1
Pueblo County,Colorado,53.5,68.4,38.6
Rio Blanco County,Colorado,46.4,58.9,33.9
Rio Grande County,Colorado,42.1,57.1,27.2
Routt County,Colorado,42.2,54.7,29.6
Saguache County,Colorado,41,55.5,26.5
San Juan County,Colorado,37.3,48.6,26
San Miguel County,Colorado,46.7,60.1,33.4
Sedgwick County,Colorado,51.5,65.5,37.6
Summit County,Colorado,37.6,49.7,25.5
Teller County,Colorado,41.9,55.9,27.8
Washington County,Colorado,51.3,66.4,36.2
Weld County,Colorado,50.3,65.3,35.4
Yuma County,Colorado,52.6,67.2,38
Fairfield County,Connecticut,52.8,61.8,43.8
Hartford County,Connecticut,51.8,61.7,41.9
Litchfield County,Connecticut,49.3,59.1,39.5
Middlesex County,Connecticut,52.1,61.4,42.7
New Haven County,Connecticut,51.9,61.2,42.4
New London County,Connecticut,52.3,61.2,43.4
Tolland County,Connecticut,50.8,60.5,41.1
Windham County,Connecticut,51,60.5,41.5
Kent County,Delaware,57.1,67.1,47.1
New Castle County,Delaware,56.2,65.5,47
Sussex County,Delaware,58.1,68,48.2
Alachua County,Florida,69.9,80.7,59
Baker County,Florida,68.3,79.6,57
Bay County,Florida,69.4,78.9,59.9
Bradford County,Florida,69.2,80.1,58.3
Brevard County,Florida,73.7,82,65.4
Broward County,Florida,76.6,85.8,67.5
Calhoun County,Florida,68.7,79.3,58.1
Charlotte County,Florida,74.9,85.4,64.4
Citrus County,Florida,72,82,62.1
Clay County,Florida,70.3,80.4,60.1
Collier County,Florida,76.1,85.8,66.3
Columbia County,Florida,68.3,79.4,57.1
DeSoto County,Florida,74,85.1,62.9
Dixie County,Florida,70.2,80.2,60.2
Duval County,Florida,70,79.7,60.3
Escambia County,Florida,68.3,78,58.6
Flagler County,Florida,72.6,81.6,63.7
Franklin County,Florida,69.1,78.6,59.7
Gadsden County,Florida,68,78.7,57.3
Gilchrist County,Florida,69.7,80.7,58.8
Glades County,Florida,74.6,85,64.1
Gulf County,Florida,69.3,78.9,59.7
Hamilton County,Florida,67.9,78.6,57.1
Hardee County,Florida,73.9,85,62.8
Hendry County,Florida,75.1,85.4,64.9
Hernando County,Florida,72.8,82.9,62.6
Highlands County,Florida,74.1,84.9,63.4
Hillsborough County,Florida,74.2,83.8,64.6
Holmes County,Florida,67.4,78.6,56.2
Indian River County,Florida,74,83.2,64.7
Jackson County,Florida,67.9,78.5,57.3
Jefferson County,Florida,68.5,78.8,58.2
Lafayette County,Florida,69.3,79.8,58.7
Lake County,Florida,73.2,83.4,63.1
Lee County,Florida,75.7,85.5,65.8
Leon County,Florida,68.4,79,57.7
Levy County,Florida,71.1,81.3,61
Liberty County,Florida,68.7,79.4,58
Madison County,Florida,68.4,78.7,58.1
Manatee County,Florida,73.8,83.7,63.9
Marion County,Florida,71.7,82.3,61
Martin County,Florida,75.8,84.8,66.8
Miami-Dade County,Florida,77,85.2,68.8
Monroe County,Florida,77.4,84.9,69.8
Nassau County,Florida,69,79.4,58.6
Okaloosa County,Florida,68.1,78.5,57.5
Okeechobee County,Florida,74.4,84.4,64.3
Orange County,Florida,73.9,83.5,64.3
Osceola County,Florida,74.1,84,64.3
Palm Beach County,Florida,76.1,85.4,66.8
Pasco County,Florida,73.3,83.5,63
Pinellas County,Florida,74.2,82.4,66.1
Polk County,Florida,74.2,84.5,63.8
Putnam County,Florida,71.6,81.5,61.8
St. Johns County,Florida,71.7,80.3,63
St. Lucie County,Florida,74.9,84,65.7
Santa Rosa County,Florida,68.1,77.9,58.3
Sarasota County,Florida,73.6,83.7,63.5
Seminole County,Florida,73.7,83.2,64.1
Sumter County,Florida,72.7,83.2,62.1
Suwannee County,Florida,68.8,79.4,58.2
Taylor County,Florida,69.5,79.3,59.7
Union County,Florida,68.7,79.9,57.4
Volusia County,Florida,73,82.3,63.7
Wakulla County,Florida,68.9,79.2,58.7
Walton County,Florida,68,78.7,57.3
Washington County,Florida,68.2,79,57.4
Appling County,Georgia,66.5,77.8,55.2
Atkinson County,Georgia,66.5,77.7,55.3
Bacon County,Georgia,66.4,77.4,55.3
Baker County,Georgia,66.9,77.2,56.6
Baldwin County,Georgia,64.6,76.9,52.3
Banks County,Georgia,61.9,72.7,51.2
Barrow County,Georgia,62.4,73.2,51.5
Bartow County,Georgia,61.4,72.7,50.2
Ben Hill County,Georgia,66.3,77.3,55.3
Berrien County,Georgia,66.2,77.6,54.8
Bibb County,Georgia,65,77.3,52.7
Bleckley County,Georgia,65.6,77.5,53.8
Brantley County,Georgia,67.3,78.8,55.7
Brooks County,Georgia,66.7,77.6,55.9
Bryan County,Georgia,67.2,78.2,56.1
Bulloch County,Georgia,66.4,78.2,54.5
Burke County,Georgia,65.2,77,53.3
Butts County,Georgia,64,76.1,51.8
Calhoun County,Georgia,66.4,76.6,56.1
Camden County,Georgia,68.5,78.7,58.3
Candler County,Georgia,66.2,78,54.3
Carroll County,Georgia,61.9,73.1,50.7
Catoosa County,Georgia,61.1,71.8,50.5
Charlton County,Georgia,68.1,79.3,56.8
Chatham County,Georgia,67.5,77.8,57.1
Chattahoochee County,Georgia,64.4,76,52.7
Chattooga County,Georgia,61.1,72.1,50.1
Cherokee County,Georgia,60.7,71.5,49.9
Clarke County,Georgia,63.1,74,52.2
Clay County,Georgia,66,76.5,55.5
Clayton County,Georgia,63.4,73.9,52.9
Clinch County,Georgia,67,78.2,55.9
Cobb County,Georgia,62.1,72.7,51.5
Coffee County,Georgia,66.4,77.3,55.5
Colquitt County,Georgia,66.1,76.9,55.3
Columbia County,Georgia,64.5,75.5,53.4
Cook County,Georgia,66.1,77.4,54.8
Coweta County,Georgia,63.1,74,52.1
Crawford County,Georgia,64.6,76.7,52.5
Crisp County,Georgia,66.2,77.4,54.9
Dade County,Georgia,59.9,69.5,50.3
Dawson County,Georgia,59.3,70.1,48.4
Decatur County,Georgia,67.7,78.3,57
DeKalb County,Georgia,62.8,73.5,52.1
Dodge County,Georgia,65.8,77.3,54.3
Dooly County,Georgia,65.9,77.4,54.4
Dougherty County,Georgia,66.5,76.8,56.2
Douglas County,Georgia,62.3,73.2,51.5
Early County,Georgia,66.9,77.3,56.5
Echols County,Georgia,67.3,78.2,56.3
Effingham County,Georgia,66.7,78.4,55.1
Elbert County,Georgia,62.6,73.2,51.9
Emanuel County,Georgia,65.5,77.3,53.7
Evans County,Georgia,66.7,78.4,55
Fannin County,Georgia,56.9,68.3,45.6
Fayette County,Georgia,63.4,74.1,52.8
Floyd County,Georgia,61.7,73,50.4
Forsyth County,Georgia,60.6,71.4,49.8
Franklin County,Georgia,61.9,72.8,51
Fulton County,Georgia,62.5,73.1,51.9
Gilmer County,Georgia,57.7,68.5,47
Glascock County,Georgia,63.9,75.5,52.3
Glynn County,Georgia,68.1,78.4,57.8
Gordon County,Georgia,61.2,72.6,49.8
Grady County,Georgia,67.4,78,56.8
Greene County,Georgia,63.9,75.7,52.2
Gwinnett County,Georgia,61.9,72.7,51.1
Habersham County,Georgia,59.8,70.3,49.3
Hall County,Georgia,61,71.8,50.3
Hancock County,Georgia,63.9,75.9,51.9
Haralson County,Georgia,61.2,72.3,50.2
Harris County,Georgia,63.1,74.6,51.6
Hart County,Georgia,62.2,72.9,51.4
Heard County,Georgia,62.6,74,51.3
Henry County,Georgia,63.6,74.8,52.5
Houston County,Georgia,65.5,77.4,53.6
Irwin County,Georgia,66.1,77.3,55
Jackson County,Georgia,62.3,73.1,51.5
Jasper County,Georgia,64,76.8,51.3
Jeff Davis County,Georgia,66.2,77.2,55.3
Jefferson County,Georgia,64.3,76,52.7
Jenkins County,Georgia,65.5,77.5,53.5
Johnson County,Georgia,64.9,76.6,53.1
Jones County,Georgia,64.6,77.1,52
Lamar County,Georgia,63.9,75.7,52
Lanier County,Georgia,66.5,77.8,55.1
Laurens County,Georgia,65.5,77.3,53.8
Lee County,Georgia,66.3,76.9,55.8
Liberty County,Georgia,67.4,78.3,56.4
Lincoln County,Georgia,63.3,74.2,52.5
Long County,Georgia,67.3,78.8,55.9
Lowndes County,Georgia,66.7,77.7,55.7
Lumpkin County,Georgia,58.6,69.7,47.5
McDuffie County,Georgia,63.9,75.1,52.6
McIntosh County,Georgia,67.7,77.8,57.7
Macon County,Georgia,65.3,76.8,53.8
Madison County,Georgia,62.2,73,51.5
Marion County,Georgia,64.3,75.6,53
Meriwether County,Georgia,63.1,74.3,51.8
Miller County,Georgia,67.2,77.7,56.7
Mitchell County,Georgia,66.9,77.2,56.5
Monroe County,Georgia,64.2,76.7,51.8
Montgomery County,Georgia,66.1,77.5,54.7
Morgan County,Georgia,63.8,75.9,51.8
Murray County,Georgia,60.2,70.9,49.5
Muscogee County,Georgia,64.1,75.8,52.5
Newton County,Georgia,63.4,75.3,51.5
Oconee County,Georgia,63.4,74.5,52.3
Oglethorpe County,Georgia,63.1,74.2,52
Paulding County,Georgia,61.8,72.6,50.9
Peach County,Georgia,65,77,53
Pickens County,Georgia,59.2,69.9,48.6
Pierce County,Georgia,66.8,78.2,55.5
Pike County,Georgia,63.6,74.8,52.4
Polk County,Georgia,61.9,72.9,50.9
Pulaski County,Georgia,65.9,77.7,54.2
Putnam County,Georgia,64.3,76.8,51.7
Quitman County,Georgia,65.2,76.2,54.2
Rabun County,Georgia,57.6,68.1,47
Randolph County,Georgia,65.5,76.2,54.9
Richmond County,Georgia,65.4,76.7,54.2
Rockdale County,Georgia,63.2,74.4,52
Schley County,Georgia,65,76,54
Screven County,Georgia,65.7,77.8,53.7
Seminole County,Georgia,67.7,78.3,57.1
Spalding County,Georgia,63.9,74.9,52.8
Stephens County,Georgia,61.3,72,50.6
Stewart County,Georgia,64.7,76.1,53.3
Sumter County,Georgia,65.9,76.6,55.2
Talbot County,Georgia,63.5,75.1,51.9
Taliaferro County,Georgia,63.5,74.9,52.1
Tattnall County,Georgia,66.7,78.3,55.2
Taylor County,Georgia,64.3,75.9,52.8
Telfair County,Georgia,66.3,77.4,55.2
Terrell County,Georgia,66,76.4,55.6
Thomas County,Georgia,67,77.6,56.3
Tift County,Georgia,65.8,77.1,54.5
Toombs County,Georgia,66.4,77.8,54.9
Towns County,Georgia,56.7,67.9,45.5
Treutlen County,Georgia,65.7,77.4,54
Troup County,Georgia,62.9,74.3,51.4
Turner County,Georgia,65.8,77,54.6
Twiggs County,Georgia,65.3,77.2,53.3
Union County,Georgia,56.7,68.1,45.4
Upson County,Georgia,63.8,75.5,52.1
Walker County,Georgia,60.6,71,50.3
Walton County,Georgia,62.9,74.3,51.6
Ware County,Georgia,67.1,78.3,55.9
Warren County,Georgia,63.6,75,52.1
Washington County,Georgia,64.4,76.2,52.6
Wayne County,Georgia,67.1,78.6,55.5
Webster County,Georgia,65.2,76.1,54.3
Wheeler County,Georgia,66.2,77.5,54.8
White County,Georgia,58.9,69.7,48
Whitfield County,Georgia,61.1,71.9,50.3
Wilcox County,Georgia,66.1,77.5,54.7
Wilkes County,Georgia,63.1,74,52.2
Wilkinson County,Georgia,65.1,77,53.1
Worth County,Georgia,66,76.8,55.2
Ada County,Idaho,53.7,66.3,41.2
Adams County,Idaho,45.2,56.1,34.3
Bannock County,Idaho,47.3,58.7,35.7
Bear Lake County,Idaho,42.5,55,30
Benewah County,Idaho,47.3,57.9,36.7
Bingham County,Idaho,46.5,59.1,33.9
Blaine County,Idaho,44.2,56.6,31.8
Boise County,Idaho,45.4,57.2,33.5
Bonner County,Idaho,45.1,55,35.2
Bonneville County,Idaho,43.7,55.5,31.8
Boundary County,Idaho,43.2,52.2,34.1
Butte County,Idaho,43.1,56.3,30
Camas County,Idaho,43.5,55.1,31.9
Canyon County,Idaho,54.1,67.5,40.8
Caribou County,Idaho,43.5,55.3,31.8
Cassia County,Idaho,48.2,60.2,36.2
Clark County,Idaho,41.6,53.6,29.6
Clearwater County,Idaho,45,55.7,34.4
Custer County,Idaho,40,52.7,27.4
Elmore County,Idaho,49.4,61.6,37.1
Franklin County,Idaho,46.4,58.3,34.5
Fremont County,Idaho,41.3,53.4,29.2
Gem County,Idaho,50.8,62.8,38.8
Gooding County,Idaho,51.8,64.3,39.3
Idaho County,Idaho,43.2,55.1,31.3
Jefferson County,Idaho,44.9,58.8,31
Jerome County,Idaho,51.9,64.7,39.1
Kootenai County,Idaho,47.5,57.9,37.2
Latah County,Idaho,47.9,59.4,36.4
Lemhi County,Idaho,41.2,53.1,29.4
Lewis County,Idaho,47.3,58.7,35.9
Lincoln County,Idaho,49.8,62.9,36.6
Madison County,Idaho,44.6,56,33.2
Minidoka County,Idaho,49,62.4,35.6
Nez Perce County,Idaho,50.7,62.4,39
Oneida County,Idaho,47.7,59.2,36.1
Owyhee County,Idaho,49.6,62.7,36.5
Payette County,Idaho,53.8,66.3,41.3
Power County,Idaho,47.6,59.8,35.4
Shoshone County,Idaho,44.1,53.6,34.5
Teton County,Idaho,41.6,53.2,30
Twin Falls County,Idaho,49.7,62.5,36.8
Valley County,Idaho,41.1,54,28.1
Washington County,Idaho,49.6,60.5,38.7
Adams County,Illinois,54,63.3,44.7
Alexander County,Illinois,58.7,68.7,48.7
Bond County,Illinois,55.8,65.7,45.9
Boone County,Illinois,50.5,60.5,40.5
Brown County,Illinois,53.5,62.7,44.2
Bureau County,Illinois,51.4,61.5,41.3
Calhoun County,Illinois,55.7,65.4,46.1
Carroll County,Illinois,50.1,59.9,40.3
Cass County,Illinois,53.7,63.6,43.8
Champaign County,Illinois,53.2,62.9,43.4
Christian County,Illinois,54.1,64.1,44.2
Clark County,Illinois,54.9,64.9,44.9
Clay County,Illinois,56,65.7,46.3
Clinton County,Illinois,56.5,66.8,46.2
Coles County,Illinois,54.4,64.2,44.5
Cook County,Illinois,52.2,61.4,43
Crawford County,Illinois,55.3,65,45.7
Cumberland County,Illinois,54.8,64.5,45.2
DeKalb County,Illinois,50.5,60.4,40.5
De Witt County,Illinois,53.4,63.1,43.7
Douglas County,Illinois,54.2,64,44.3
DuPage County,Illinois,51.7,61.3,42.2
Edgar County,Illinois,54,64.1,43.8
Edwards County,Illinois,56.8,66.7,46.9
Effingham County,Illinois,55,64.4,45.5
Fayette County,Illinois,55.2,64.9,45.5
Ford County,Illinois,52.5,62.2,42.8
Franklin County,Illinois,57,67.1,46.9
Fulton County,Illinois,53.3,62.9,43.7
Gallatin County,Illinois,57,67.1,46.8
Greene County,Illinois,55.2,65,45.5
Grundy County,Illinois,52.2,61.8,42.6
Hamilton County,Illinois,57,67.3,46.7
Hancock County,Illinois,53.2,62.2,44.3
Hardin County,Illinois,57.4,67.2,47.7
Henderson County,Illinois,52.5,61.9,43
Henry County,Illinois,51.4,61,41.8
Iroquois County,Illinois,52.2,62.2,42.1
Jackson County,Illinois,57.1,67.2,47
Jasper County,Illinois,55.4,64.6,46.1
Jefferson County,Illinois,56.9,67.3,46.5
Jersey County,Illinois,56.1,65.7,46.4
Jo Daviess County,Illinois,49.4,59.3,39.5
Johnson County,Illinois,57.4,67.2,47.6
Kane County,Illinois,50.8,60.7,40.9
Kankakee County,Illinois,52,61.9,42.2
Kendall County,Illinois,51.5,61.3,41.8
Knox County,Illinois,51.7,61.3,42.2
Lake County,Illinois,51,60.6,41.5
LaSalle County,Illinois,51.6,61.3,41.8
Lawrence County,Illinois,55.9,65.7,46
Lee County,Illinois,50.7,60.6,40.7
Livingston County,Illinois,52.9,62.5,43.2
Logan County,Illinois,53.9,63.6,44
McDonough County,Illinois,52.7,61.8,43.5
McHenry County,Illinois,50.3,60.7,39.9
McLean County,Illinois,53.1,62.8,43.5
Macon County,Illinois,53.8,63.5,44
Macoupin County,Illinois,55,64.6,45.3
Madison County,Illinois,56.2,66,46.5
Marion County,Illinois,56.1,66.1,46.1
Marshall County,Illinois,52.5,62.3,42.6
Mason County,Illinois,54,63.9,44.1
Massac County,Illinois,58.5,68.4,48.5
Menard County,Illinois,53.7,63.5,43.9
Mercer County,Illinois,51.9,61.6,42.2
Monroe County,Illinois,57.5,67.6,47.3
Montgomery County,Illinois,54.7,64.6,44.9
