Name,State,Avg 2022,Max 2022,Min 2022
Tulare County,California,56,69.1,42.8
Tuolumne County,California,51.4,64.1,38.8
Ventura County,California,59.8,72.9,46.7
Yolo County,California,63,78,48
Yuba County,California,62.5,76,48.9
Adams County,Colorado,50.1,65.8,34.4
Alamosa County,Colorado,44,60.5,27.4
Arapahoe County,Colorado,49.7,65.2,34.1
Archuleta County,Colorado,44.9,59.4,30.4
Baca County,Colorado,54,70.3,37.8
Bent County,Colorado,53.5,70,37
Boulder County,Colorado,44.9,58,31.9
Broomfield County,Colorado,51.1,65.8,36.4
Chaffee County,Colorado,38.5,51.2,25.8
Cheyenne County,Colorado,51.9,67.7,36
Clear Creek County,Colorado,37.1,48.8,25.4
Conejos County,Colorado,41.4,55.6,27.1
Costilla County,Colorado,43.1,57.7,28.6
Crowley County,Colorado,51.9,68.8,35
Custer County,Colorado,42.1,55.8,28.3
Delta County,Colorado,47.7,60.8,34.6
Denver County,Colorado,51.2,65.9,36.5
Dolores County,Colorado,44.2,57.6,30.8
Douglas County,Colorado,47.4,61.7,33.1
Eagle County,Colorado,39.7,52.5,26.8
Elbert County,Colorado,48.5,64.4,32.6
El Paso County,Colorado,48.6,63.4,33.8
Fremont County,Colorado,45.7,60.2,31.2
Garfield County,Colorado,43.9,55.9,32
Gilpin County,Colorado,39.4,51.1,27.7
Grand County,Colorado,37,50.2,23.8
Gunnison County,Colorado,39,52.1,25.9
Hinsdale County,Colorado,36.9,49,24.9
Huerfano County,Colorado,47.4,61.7,33.1
Jackson County,Colorado,36.4,49.8,23.1
Jefferson County,Colorado,46.4,60.1,32.6
Kiowa County,Colorado,52.5,68.6,36.3
Kit Carson County,Colorado,51.6,67.3,35.9
Lake County,Colorado,34.8,47.7,21.9
La Plata County,Colorado,46,59.5,32.5
Larimer County,Colorado,42.8,55.8,29.8
Las Animas County,Colorado,51.5,66.8,36.3
Lincoln County,Colorado,50.2,66.7,33.7
Logan County,Colorado,50,65.5,34.5
Mesa County,Colorado,48.4,60.9,36
Mineral County,Colorado,38.1,51.1,25.1
Moffat County,Colorado,44,57.6,30.3
Montezuma County,Colorado,49.9,63.7,36.1
Montrose County,Colorado,48.9,62.4,35.3
Morgan County,Colorado,49.9,65.9,34
Otero County,Colorado,53.1,69.6,36.6
Ouray County,Colorado,42.5,56,29
Park County,Colorado,38.3,51.9,24.6
Phillips County,Colorado,50.8,66.3,35.2
Pitkin County,Colorado,38.2,50.2,26.1
Prowers County,Colorado,53.9,70.2,37.5
Pueblo County,Colorado,52.5,68,37
Rio Blanco County,Colorado,44.5,57.3,31.7
Rio Grande County,Colorado,41.1,56.3,25.8
Routt County,Colorado,39.9,52.8,27
Saguache County,Colorado,40,54.6,25.3
San Juan County,Colorado,36,47.4,24.7
San Miguel County,Colorado,45.6,59.3,31.8
Sedgwick County,Colorado,50.3,65.3,35.4
Summit County,Colorado,35.5,47.8,23.3
Teller County,Colorado,40.4,54.4,26.5
Washington County,Colorado,49.8,65.6,34.1
Weld County,Colorado,49.1,64.5,33.6
Yuma County,Colorado,51.4,66.7,36.1
Fairfield County,Connecticut,52.4,62.8,42
Hartford County,Connecticut,51.5,62.2,40.7
Litchfield County,Connecticut,48.9,59.7,38
Middlesex County,Connecticut,51.8,61.9,41.7
New Haven County,Connecticut,51.6,61.7,41.5
New London County,Connecticut,51.9,61.6,42.3
Tolland County,Connecticut,50.3,61,39.6
Windham County,Connecticut,50.5,60.9,40
Kent County,Delaware,56.3,66.2,46.4
New Castle County,Delaware,55.5,65.2,45.9
Sussex County,Delaware,57.2,67.5,46.8
Alachua County,Florida,70.4,81.7,59.1
Baker County,Florida,69,81.1,56.9
Bay County,Florida,69.2,79.3,59.2
Bradford County,Florida,69.9,81.4,58.5
Brevard County,Florida,73.9,81.6,66.2
Broward County,Florida,77.2,86.3,68.2
Calhoun County,Florida,68.4,79.7,57
Charlotte County,Florida,75.4,85.5,65.4
Citrus County,Florida,72.2,82,62.3
Clay County,Florida,70.9,81.5,60.2
Collier County,Florida,77.2,87,67.3
Columbia County,Florida,69,81.1,56.9
DeSoto County,Florida,74.2,85.2,63.2
Dixie County,Florida,70.4,81.3,59.4
Duval County,Florida,70.6,80.9,60.4
Escambia County,Florida,68.7,79.1,58.2
Flagler County,Florida,72.6,82.1,63.1
Franklin County,Florida,69.1,79.3,58.8
Gadsden County,Florida,68,79.4,56.6
Gilchrist County,Florida,70.1,81.7,58.4
Glades County,Florida,75,85.5,64.6
Gulf County,Florida,69,79.3,58.6
Hamilton County,Florida,68.6,80.4,56.9
Hardee County,Florida,74.1,85.2,63
Hendry County,Florida,76,86.5,65.6
Hernando County,Florida,72.9,83,62.8
Highlands County,Florida,74.4,85.2,63.6
Hillsborough County,Florida,74.5,84.4,64.6
Holmes County,Florida,67.4,79.2,55.6
Indian River County,Florida,74.1,83,65.2
Jackson County,Florida,67.8,79.1,56.4
Jefferson County,Florida,68.9,80,57.7
Lafayette County,Florida,69.6,81,58.2
Lake County,Florida,73.1,83.5,62.8
Lee County,Florida,76.9,86.4,67.3
Leon County,Florida,68.5,79.9,57.1
Levy County,Florida,71.2,81.8,60.6
Liberty County,Florida,68.5,80,57
Madison County,Florida,69,80.2,57.7
Manatee County,Florida,74.1,84.2,63.9
Marion County,Florida,71.8,82.4,61.2
Martin County,Florida,75.9,84.9,66.9
Miami-Dade County,Florida,77.7,86,69.3
Monroe County,Florida,78.1,86,70.2
Nassau County,Florida,69.5,80.5,58.5
Okaloosa County,Florida,68.4,79.8,57
Okeechobee County,Florida,74.5,84.5,64.6
Orange County,Florida,74.2,83.8,64.6
Osceola County,Florida,74.5,84.1,64.8
Palm Beach County,Florida,76.4,85.9,66.9
Pasco County,Florida,73.5,83.8,63.2
Pinellas County,Florida,75,83.7,66.4
Polk County,Florida,74.4,84.9,64
Putnam County,Florida,71.9,82.1,61.6
St. Johns County,Florida,72,81.3,62.8
St. Lucie County,Florida,75,84,66
Santa Rosa County,Florida,68.5,79.4,57.6
Sarasota County,Florida,74.1,83.9,64.3
Seminole County,Florida,73.8,83.2,64.4
Sumter County,Florida,72.6,83.1,62
Suwannee County,Florida,69.3,80.7,57.8
Taylor County,Florida,69.9,80.7,59.2
Union County,Florida,69.4,81.3,57.5
Volusia County,Florida,73.2,82.6,63.7
Wakulla County,Florida,69.1,80.1,58
Walton County,Florida,68.3,79.6,56.9
Washington County,Florida,68.1,79.5,56.8
Appling County,Georgia,67.1,79.5,54.8
Atkinson County,Georgia,66.9,79.4,54.5
Bacon County,Georgia,67.1,79.4,54.8
Baker County,Georgia,67.2,78.2,56.3
Baldwin County,Georgia,64.9,77.1,52.7
Banks County,Georgia,61.9,73.1,50.8
Barrow County,Georgia,62.5,73.7,51.2
Bartow County,Georgia,60.8,72.6,49
Ben Hill County,Georgia,66.4,78.5,54.3
Berrien County,Georgia,66.6,78.8,54.2
Bibb County,Georgia,65.1,77.6,52.6
Bleckley County,Georgia,65.6,78.1,53.2
Brantley County,Georgia,67.7,80.2,55.3
Brooks County,Georgia,67.3,79,55.6
Bryan County,Georgia,67.8,79.5,56
Bulloch County,Georgia,66.9,79.3,54.6
Burke County,Georgia,65.3,77.4,53.2
Butts County,Georgia,64.1,76.3,51.8
Calhoun County,Georgia,66.8,77.8,55.8
Camden County,Georgia,68.9,79.8,57.9
Candler County,Georgia,66.7,79,54.4
Carroll County,Georgia,61.7,73.4,50
Catoosa County,Georgia,60.7,72,49.4
Charlton County,Georgia,68.6,80.7,56.4
Chatham County,Georgia,67.9,78.9,57
Chattahoochee County,Georgia,64.6,77,52.3
Chattooga County,Georgia,60.6,72.3,48.8
Cherokee County,Georgia,60.3,71.6,49.1
Clarke County,Georgia,63,74.6,51.4
Clay County,Georgia,66.2,77.5,55
Clayton County,Georgia,63.2,74.5,52
Clinch County,Georgia,67.7,80.1,55.4
Cobb County,Georgia,61.6,72.8,50.5
Coffee County,Georgia,66.7,79,54.4
Colquitt County,Georgia,66.5,78.1,54.9
Columbia County,Georgia,64.5,75.4,53.5
Cook County,Georgia,66.6,78.6,54.5
Coweta County,Georgia,63.1,74.7,51.5
Crawford County,Georgia,64.7,77.1,52.2
Crisp County,Georgia,66.7,78.8,54.6
Dade County,Georgia,59.5,70.1,48.9
Dawson County,Georgia,59.1,70.4,47.9
Decatur County,Georgia,67.7,78.9,56.4
DeKalb County,Georgia,62.6,73.7,51.4
Dodge County,Georgia,65.7,78.1,53.3
Dooly County,Georgia,66.2,78.5,54
Dougherty County,Georgia,67.2,78.4,56
Douglas County,Georgia,62.1,73.4,50.7
Early County,Georgia,67,78,55.9
Echols County,Georgia,68,80.1,56
Effingham County,Georgia,67.1,78.9,55.2
Elbert County,Georgia,62.8,74.5,51.1
Emanuel County,Georgia,65.9,78,53.8
Evans County,Georgia,67.3,79.6,55
Fannin County,Georgia,56.7,68.6,44.7
Fayette County,Georgia,63.5,74.8,52.2
Floyd County,Georgia,61,73,49
Forsyth County,Georgia,60.5,71.6,49.4
Franklin County,Georgia,61.8,73.3,50.4
Fulton County,Georgia,62.3,73.4,51.1
Gilmer County,Georgia,57.6,68.9,46.3
Glascock County,Georgia,64.1,75.9,52.4
Glynn County,Georgia,68.7,79.7,57.8
Gordon County,Georgia,60.6,72.4,48.7
Grady County,Georgia,67.4,78.6,56.2
Greene County,Georgia,63.9,75.8,51.9
Gwinnett County,Georgia,61.9,73,50.8
Habersham County,Georgia,59.4,70.4,48.4
Hall County,Georgia,61.1,72,50
Hancock County,Georgia,64.2,76.2,52.2
Haralson County,Georgia,60.9,72.6,49.2
Harris County,Georgia,63.3,75.3,51.2
Hart County,Georgia,62,73.5,50.4
Heard County,Georgia,62.6,74.5,50.6
Henry County,Georgia,63.6,75.2,51.9
Houston County,Georgia,65.7,78.1,53.2
Irwin County,Georgia,66.4,78.5,54.3
Jackson County,Georgia,62.5,73.7,51.3
Jasper County,Georgia,64.2,76.6,51.7
Jeff Davis County,Georgia,66.6,78.9,54.3
Jefferson County,Georgia,64.6,76.4,52.8
Jenkins County,Georgia,65.9,78.1,53.5
Johnson County,Georgia,65.3,77.3,53.2
Jones County,Georgia,64.7,77.1,52.4
Lamar County,Georgia,63.9,76,51.9
Lanier County,Georgia,67,79.4,54.5
Laurens County,Georgia,65.7,78,53.3
Lee County,Georgia,67,78.5,55.6
Liberty County,Georgia,68,79.7,56.2
Lincoln County,Georgia,63.6,74.5,52.7
Long County,Georgia,67.9,80.1,55.6
Lowndes County,Georgia,67.4,79.3,55.3
Lumpkin County,Georgia,58.4,70,46.8
McDuffie County,Georgia,64,75.3,52.6
McIntosh County,Georgia,68.6,79.5,57.6
Macon County,Georgia,65.5,77.8,53.3
Madison County,Georgia,62.5,74.1,50.8
Marion County,Georgia,64.5,76.6,52.5
Meriwether County,Georgia,63.2,75,51.4
Miller County,Georgia,67.3,78.3,56.2
Mitchell County,Georgia,67.1,78.2,56.1
Monroe County,Georgia,64.4,76.8,51.9
Montgomery County,Georgia,66.4,78.7,54.1
Morgan County,Georgia,63.9,75.9,51.8
Murray County,Georgia,59.9,71.2,48.5
Muscogee County,Georgia,64.4,76.7,52.1
Newton County,Georgia,63.5,75.5,51.5
Oconee County,Georgia,63.3,75.1,51.6
Oglethorpe County,Georgia,63.2,75.1,51.3
Paulding County,Georgia,61.2,72.7,49.8
Peach County,Georgia,65.1,77.6,52.7
Pickens County,Georgia,59.1,70.2,48
Pierce County,Georgia,67.5,80,55.1
Pike County,Georgia,63.7,75.4,52
Polk County,Georgia,61.4,73.3,49.4
Pulaski County,Georgia,66.1,78.5,53.6
Putnam County,Georgia,64.3,76.5,52.2
Quitman County,Georgia,65.5,77.3,53.6
Rabun County,Georgia,57,68.2,45.7
Randolph County,Georgia,65.8,77.3,54.3
Richmond County,Georgia,65.2,76.6,53.8
Rockdale County,Georgia,63.1,74.8,51.5
Schley County,Georgia,65.2,77.1,53.4
Screven County,Georgia,66.1,78.3,53.9
Seminole County,Georgia,67.6,78.9,56.3
Spalding County,Georgia,63.9,75.5,52.3
Stephens County,Georgia,61,72,50
Stewart County,Georgia,64.9,77.1,52.7
Sumter County,Georgia,66.3,77.8,54.7
Talbot County,Georgia,63.7,75.9,51.5
Taliaferro County,Georgia,63.6,75.3,51.9
Tattnall County,Georgia,67.3,79.5,55.1
Taylor County,Georgia,64.5,76.7,52.3
Telfair County,Georgia,66.3,78.6,54
Terrell County,Georgia,66.5,77.8,55.2
Thomas County,Georgia,67.3,78.6,55.9
Tift County,Georgia,66.3,78.3,54.2
Toombs County,Georgia,66.8,79.1,54.5
Towns County,Georgia,56.3,68.3,44.3
Treutlen County,Georgia,66,78.2,53.7
Troup County,Georgia,63,75,50.9
Turner County,Georgia,66.3,78.4,54.2
Twiggs County,Georgia,65.4,77.8,53
Union County,Georgia,56.4,68.5,44.4
Upson County,Georgia,63.9,76,51.8
Walker County,Georgia,60.1,71.4,48.9
Walton County,Georgia,62.9,74.6,51.3
Ware County,Georgia,67.8,80.2,55.4
Warren County,Georgia,63.7,75.3,52.2
Washington County,Georgia,64.9,76.9,52.9
Wayne County,Georgia,67.7,80.1,55.3
Webster County,Georgia,65.4,77.1,53.6
Wheeler County,Georgia,66.2,78.7,53.8
White County,Georgia,58.6,70.2,47
Whitfield County,Georgia,60.6,72.1,49.2
Wilcox County,Georgia,66.3,78.5,54.1
Wilkes County,Georgia,63.4,74.8,52
Wilkinson County,Georgia,65.3,77.6,53.1
Worth County,Georgia,66.6,78.3,54.9
Ada County,Idaho,51.3,63.9,38.6
Adams County,Idaho,43.7,54.9,32.6
Bannock County,Idaho,44.7,56.3,33.2
Bear Lake County,Idaho,39.8,52.6,27
Benewah County,Idaho,46.1,56.8,35.5
Bingham County,Idaho,43.6,56.3,30.9
Blaine County,Idaho,41.8,54.2,29.3
Boise County,Idaho,43.5,55.9,31.2
Bonner County,Idaho,43.7,53.4,34
Bonneville County,Idaho,41.5,53.7,29.3
Boundary County,Idaho,41.5,50,32.9
Butte County,Idaho,40.4,53.4,27.5
Camas County,Idaho,42.5,54.1,30.9
Canyon County,Idaho,51.5,65,38.1
Caribou County,Idaho,41.4,53.5,29.3
Cassia County,Idaho,46,58.1,33.9
Clark County,Idaho,39.6,51.8,27.4
Clearwater County,Idaho,44.1,54.9,33.4
Custer County,Idaho,38.6,51.7,25.6
Elmore County,Idaho,47.2,59.5,34.9
Franklin County,Idaho,44.2,56.4,32.1
Fremont County,Idaho,39.2,51.6,26.8
Gem County,Idaho,48.7,61.1,36.3
Gooding County,Idaho,49.2,61.5,36.9
Idaho County,Idaho,41.9,54.1,29.6
Jefferson County,Idaho,42.4,56.5,28.4
Jerome County,Idaho,48.6,61.1,36
Kootenai County,Idaho,45.7,55.9,35.5
Latah County,Idaho,46.6,57.7,35.6
Lemhi County,Idaho,39.6,52,27.3
Lewis County,Idaho,45.6,56.8,34.4
Lincoln County,Idaho,46.1,59.2,33
Madison County,Idaho,42.6,54.7,30.4
Minidoka County,Idaho,45.4,58.7,32.1
Nez Perce County,Idaho,48.9,60.2,37.7
Oneida County,Idaho,46.3,57.7,35
Owyhee County,Idaho,47.7,60.7,34.8
Payette County,Idaho,51.1,63.8,38.5
Power County,Idaho,44.6,56.7,32.4
Shoshone County,Idaho,42.9,52.3,33.5
Teton County,Idaho,39.2,51.5,27
Twin Falls County,Idaho,47.6,60.3,34.9
Valley County,Idaho,39.7,53.5,26
Washington County,Idaho,48.3,59.3,37.2
Adams County,Illinois,52.2,62.4,41.9
Alexander County,Illinois,57.7,68.6,46.7
Bond County,Illinois,54.3,65,43.7
Boone County,Illinois,48.1,58,38.1
Brown County,Illinois,51.6,61.8,41.4
Bureau County,Illinois,49.2,59.7,38.7
Calhoun County,Illinois,54.2,65,43.5
Carroll County,Illinois,48,57.9,38
Cass County,Illinois,51.9,62.7,41.1
Champaign County,Illinois,51.4,62,40.8
Christian County,Illinois,52.6,63.3,41.9
Clark County,Illinois,53.6,64.2,42.9
Clay County,Illinois,54.7,64.9,44.4
Clinton County,Illinois,55.2,66.1,44.2
Coles County,Illinois,52.8,63.2,42.3
Cook County,Illinois,50.3,59.7,40.8
Crawford County,Illinois,54.2,64.3,44.1
Cumberland County,Illinois,53.4,63.6,43.2
DeKalb County,Illinois,48,58,38
De Witt County,Illinois,51.6,62.1,41.1
Douglas County,Illinois,52.4,62.8,42.1
DuPage County,Illinois,49.6,59.4,40
Edgar County,Illinois,52.4,63.2,41.7
Edwards County,Illinois,55.6,65.9,45.3
Effingham County,Illinois,53.6,63.6,43.5
Fayette County,Illinois,53.7,64.2,43.3
Ford County,Illinois,50.5,61.1,39.9
Franklin County,Illinois,55.8,66.9,44.7
Fulton County,Illinois,51.4,61.9,40.9
Gallatin County,Illinois,56.6,67.2,45.9
Greene County,Illinois,53.5,64.1,42.8
Grundy County,Illinois,50,60.1,39.8
Hamilton County,Illinois,56,67.1,44.9
Hancock County,Illinois,51.4,61.2,41.5
Hardin County,Illinois,56.9,67.6,46.2
Henderson County,Illinois,50.4,60.8,40
Henry County,Illinois,49.3,59.4,39.2
Iroquois County,Illinois,50.4,61.1,39.8
Jackson County,Illinois,55.8,67,44.6
Jasper County,Illinois,54.1,63.8,44.5
Jefferson County,Illinois,55.6,66.8,44.3
Jersey County,Illinois,54.5,65,44
Jo Daviess County,Illinois,47.1,57.1,37.1
Johnson County,Illinois,56.5,67.2,45.7
Kane County,Illinois,48.5,58.4,38.5
Kankakee County,Illinois,50.1,60.4,39.8
Kendall County,Illinois,49.2,59.2,39.2
Knox County,Illinois,49.7,60,39.5
Lake County,Illinois,48.9,58.2,39.6
LaSalle County,Illinois,49.4,59.6,39.1
Lawrence County,Illinois,54.6,64.8,44.4
Lee County,Illinois,48.5,58.6,38.4
Livingston County,Illinois,50.7,61.1,40.3
Logan County,Illinois,51.9,62.5,41.3
McDonough County,Illinois,50.7,60.6,40.6
McHenry County,Illinois,48.1,58.2,37.9
McLean County,Illinois,51.2,61.9,40.6
Macon County,Illinois,52.2,62.6,41.8
Macoupin County,Illinois,53.5,64,43
Madison County,Illinois,54.8,65.3,44.3
Marion County,Illinois,54.7,65.5,43.9
Marshall County,Illinois,50.4,60.9,39.9
Mason County,Illinois,52.1,62.8,41.4
Massac County,Illinois,57.7,68.5,46.8
Menard County,Illinois,51.9,62.4,41.4
Mercer County,Illinois,49.9,60.4,39.4
Monroe County,Illinois,56.3,67.3,45.3
Montgomery County,Illinois,53.2,63.9,42.6
