Year,County,State,Administered_Dose_Count,Population,Avg Temp,Max Temp,Min Temp,Death Per 100k
2022.0,Frederick County,Virginia,54204.0,94808.0,53.0,64.7,41.2,1651.1448632206182
2023.0,Frederick County,Virginia,54575.0,95994.0,54.9,67.2,42.6,1651.1448632206182
2021.0,Fredericksburg city,Virginia,12878.0,28437.0,,,,11957.273230088496
2022.0,Fredericksburg city,Virginia,14575.0,28648.0,,,,11957.273230088496
2023.0,Fredericksburg city,Virginia,14658.0,28928.0,,,,11957.273230088496
2021.0,Freeborn County,Minnesota,17556.0,30803.0,47.1,57.0,37.1,3598.230378502376
2022.0,Freeborn County,Minnesota,19119.0,30683.0,43.8,53.9,33.7,3598.230378502376
2023.0,Freeborn County,Minnesota,19259.0,30515.0,47.5,57.6,37.3,3598.230378502376
2021.0,Freestone County,Texas,8189.0,19788.0,66.4,76.8,55.9,3267.941881512646
2022.0,Freestone County,Texas,8846.0,20032.0,66.7,78.4,55.0,3267.941881512646
2023.0,Freestone County,Texas,8717.0,20441.0,68.6,79.9,57.4,3267.941881512646
2021.0,Fremont County,Colorado,22307.0,49237.0,46.7,61.2,32.2,3666.67991573592
2022.0,Fremont County,Colorado,25743.0,49616.0,45.7,60.2,31.2,3666.67991573592
2023.0,Fremont County,Colorado,25864.0,50318.0,45.8,60.1,31.4,3666.67991573592
2021.0,Fremont County,Idaho,5810.0,13591.0,41.3,53.4,29.2,2472.5274725274726
2022.0,Fremont County,Idaho,7022.0,14017.0,39.2,51.6,26.8,2472.5274725274726
2023.0,Fremont County,Idaho,7078.0,14196.0,39.7,51.5,28.0,2472.5274725274726
2021.0,Fremont County,Iowa,3798.0,6583.0,53.1,63.8,42.3,3530.5048002477542
2022.0,Fremont County,Iowa,4291.0,6475.0,51.1,63.2,39.0,3530.5048002477542
2023.0,Fremont County,Iowa,4311.0,6458.0,53.2,64.7,41.6,3530.5048002477542
2021.0,Fremont County,Wyoming,28860.0,39416.0,42.7,55.7,29.7,3719.703629285445
2022.0,Fremont County,Wyoming,29632.0,39566.0,41.1,54.3,27.8,3719.703629285445
2023.0,Fremont County,Wyoming,27345.0,39815.0,40.6,53.3,27.9,3719.703629285445
2021.0,Fresno County,California,663384.0,1013103.0,57.7,70.6,44.9,3115.924503668049
2022.0,Fresno County,California,712523.0,1015359.0,57.3,70.7,43.9,3115.924503668049
2023.0,Fresno County,California,704767.0,1017162.0,55.4,67.3,43.5,3115.924503668049
2021.0,Frio County,Texas,12887.0,17543.0,71.0,82.8,59.1,2507.3664313115028
2022.0,Frio County,Texas,17552.0,17716.0,71.7,85.2,58.3,2507.3664313115028
2023.0,Frio County,Texas,17855.0,17987.0,73.2,85.4,61.0,2507.3664313115028
2021.0,Frontier County,Nebraska,251.0,2544.0,52.3,66.1,38.5,1779.4970986460348
2021.0,Fulton County,Arkansas,4436.0,12147.0,58.7,69.8,47.6,5281.378310925046
2022.0,Fulton County,Arkansas,5312.0,12355.0,57.9,70.0,45.9,5281.378310925046
2023.0,Fulton County,Arkansas,5345.0,12421.0,59.8,71.4,48.1,5281.378310925046
2021.0,Fulton County,Georgia,390969.0,1062451.0,62.5,73.1,51.9,3367.9762395689017
2022.0,Fulton County,Georgia,711952.0,1073698.0,62.3,73.4,51.1,3367.9762395689017
2023.0,Fulton County,Georgia,714929.0,1079105.0,63.3,74.3,52.2,3367.9762395689017
2021.0,Fulton County,Illinois,20439.0,33275.0,53.3,62.9,43.7,4846.194032144064
2022.0,Fulton County,Illinois,21392.0,32935.0,51.4,61.9,40.9,4846.194032144064
2023.0,Fulton County,Illinois,21393.0,32541.0,54.6,65.1,44.0,4846.194032144064
2021.0,Fulton County,Indiana,8443.0,20412.0,51.6,61.4,41.8,3679.143334315748
2022.0,Fulton County,Indiana,9168.0,20368.0,49.9,60.4,39.4,3679.143334315748
2023.0,Fulton County,Indiana,9217.0,20358.0,52.3,62.6,42.1,3679.143334315748
2021.0,Fulton County,Kentucky,3924.0,6487.0,59.1,68.9,49.3,3060.9024928999684
2022.0,Fulton County,Kentucky,4363.0,6371.0,58.3,68.7,48.0,3060.9024928999684
2023.0,Fulton County,Kentucky,4393.0,6338.0,60.8,71.2,50.4,3060.9024928999684
2021.0,Fulton County,New York,29941.0,52747.0,46.5,56.4,36.7,3936.133552858292
2022.0,Fulton County,New York,32502.0,52256.0,45.6,56.6,34.7,3936.133552858292
2023.0,Fulton County,New York,32661.0,52234.0,47.2,57.2,37.2,3936.133552858292
2021.0,Fulton County,Ohio,22740.0,42499.0,52.2,61.8,42.5,2820.958411693289
2022.0,Fulton County,Ohio,24047.0,42158.0,50.6,60.3,40.9,2820.958411693289
2023.0,Fulton County,Ohio,24141.0,42007.0,52.6,62.3,42.9,2820.958411693289
2021.0,Fulton County,Pennsylvania,5581.0,14551.0,53.5,64.3,42.7,3448.99087641692
2022.0,Fulton County,Pennsylvania,6128.0,14554.0,52.0,63.1,40.8,3448.99087641692
2023.0,Fulton County,Pennsylvania,6185.0,14468.0,53.9,65.6,42.1,3448.99087641692
2021.0,Furnas County,Nebraska,634.0,4607.0,52.8,66.7,39.0,3665.4960491659353
2021.0,Gadsden County,Florida,28749.0,43599.0,68.0,78.7,57.3,2552.8711244952437
2022.0,Gadsden County,Florida,30840.0,43393.0,68.0,79.4,56.6,2552.8711244952437
2023.0,Gadsden County,Florida,30963.0,43833.0,69.2,80.8,57.5,2552.8711244952437
2021.0,Gage County,Nebraska,5002.0,21633.0,53.6,64.8,42.3,4146.251271147268
2021.0,Gaines County,Texas,5172.0,21878.0,61.9,76.0,47.8,1442.9694090485282
2022.0,Gaines County,Texas,5612.0,22140.0,62.4,76.9,48.0,1442.9694090485282
2023.0,Gaines County,Texas,5561.0,22523.0,63.7,78.0,49.3,1442.9694090485282
2021.0,Galax city,Virginia,2618.0,6653.0,,,,11686.764924817628
2022.0,Galax city,Virginia,2660.0,6702.0,,,,11686.764924817628
2023.0,Galax city,Virginia,2662.0,6717.0,,,,11686.764924817628
2021.0,Gallatin County,Illinois,2778.0,4895.0,57.0,67.1,46.8,3361.884368308351
2022.0,Gallatin County,Illinois,3108.0,4823.0,56.6,67.2,45.9,3361.884368308351
2023.0,Gallatin County,Illinois,3110.0,4670.0,58.6,68.9,48.2,3361.884368308351
2021.0,Gallatin County,Kentucky,3846.0,8763.0,56.4,66.1,46.7,3321.2010919017284
2022.0,Gallatin County,Kentucky,4078.0,8773.0,55.7,65.7,45.6,3321.2010919017284
2023.0,Gallatin County,Kentucky,4096.0,8792.0,57.2,67.6,46.7,3321.2010919017284
2021.0,Gallatin County,Montana,76538.0,123098.0,41.6,53.8,29.4,1804.46012546575
2022.0,Gallatin County,Montana,83281.0,124938.0,39.3,51.5,27.2,1804.46012546575
2023.0,Gallatin County,Montana,83766.0,126409.0,40.4,52.0,28.9,1804.46012546575
2021.0,Gallia County,Ohio,14693.0,29224.0,54.7,65.4,43.9,5533.7059269992415
2022.0,Gallia County,Ohio,15937.0,29030.0,53.3,64.7,41.9,5533.7059269992415
2023.0,Gallia County,Ohio,16010.0,28986.0,55.0,66.3,43.8,5533.7059269992415
2021.0,Galveston County,Texas,218681.0,355560.0,71.5,78.8,64.2,3016.4978548365693
2022.0,Galveston County,Texas,236260.0,357387.0,70.9,79.5,62.3,3016.4978548365693
2023.0,Galveston County,Texas,237609.0,361744.0,72.8,80.4,65.3,3016.4978548365693
2021.0,Garden County,Nebraska,510.0,1838.0,49.9,63.9,36.0,5239.687848383501
2021.0,Garfield County,Colorado,40810.0,62107.0,45.6,57.1,34.1,2130.5436394660883
2022.0,Garfield County,Colorado,44321.0,62256.0,43.9,55.9,32.0,2130.5436394660883
2023.0,Garfield County,Colorado,44710.0,62707.0,43.3,54.8,31.7,2130.5436394660883
2021.0,Garfield County,Montana,267.0,1208.0,46.5,59.9,33.1,
2022.0,Garfield County,Montana,282.0,1218.0,44.3,56.4,32.1,
2023.0,Garfield County,Montana,283.0,1211.0,46.8,58.7,34.9,
2021.0,Garfield County,Nebraska,151.0,1833.0,50.1,62.7,37.5,7260.351673284175
2021.0,Garfield County,Oklahoma,34339.0,61964.0,60.3,72.2,48.3,4496.718959095819
2022.0,Garfield County,Oklahoma,37725.0,61951.0,60.2,73.4,47.0,4496.718959095819
2023.0,Garfield County,Oklahoma,37973.0,62023.0,60.8,73.4,48.3,4496.718959095819
2021.0,Garfield County,Utah,3087.0,5126.0,50.3,63.4,37.1,3349.64245389537
2022.0,Garfield County,Utah,3320.0,5258.0,49.5,62.8,36.2,3349.64245389537
2023.0,Garfield County,Utah,3343.0,5314.0,48.4,60.8,36.0,3349.64245389537
2021.0,Garfield County,Washington,1105.0,2344.0,50.1,60.8,39.4,3385.526872619552
2022.0,Garfield County,Washington,1166.0,2357.0,48.4,58.6,38.1,3385.526872619552
2023.0,Garfield County,Washington,1173.0,2363.0,50.0,60.3,39.6,3385.526872619552
2021.0,Garland County,Arkansas,51024.0,100393.0,61.7,72.8,50.5,7202.5575242523855
2022.0,Garland County,Arkansas,56748.0,99982.0,61.8,73.7,49.9,7202.5575242523855
2023.0,Garland County,Arkansas,57095.0,99784.0,63.3,74.6,51.9,7202.5575242523855
2021.0,Garrard County,Kentucky,9065.0,17366.0,56.1,66.1,46.1,2765.1578888328004
2022.0,Garrard County,Kentucky,9816.0,17566.0,55.9,66.3,45.4,2765.1578888328004
2023.0,Garrard County,Kentucky,9862.0,17829.0,58.1,68.9,47.3,2765.1578888328004
2021.0,Garrett County,Maryland,15845.0,28758.0,49.9,60.2,39.5,4271.188825950815
2022.0,Garrett County,Maryland,17495.0,28588.0,48.2,59.0,37.3,4271.188825950815
2023.0,Garrett County,Maryland,17567.0,28423.0,50.1,60.9,39.4,4271.188825950815
2021.0,Garvin County,Oklahoma,14398.0,25770.0,61.7,73.0,50.4,3661.31838391649
2022.0,Garvin County,Oklahoma,15611.0,25771.0,62.5,74.7,50.2,3661.31838391649
2023.0,Garvin County,Oklahoma,15709.0,25865.0,63.6,75.4,51.7,3661.31838391649
2021.0,Garza County,Texas,3323.0,6269.0,63.2,76.0,50.3,2590.2147442993137
2022.0,Garza County,Texas,3528.0,4498.0,64.2,78.0,50.3,2590.2147442993137
2023.0,Garza County,Texas,3471.0,4517.0,65.5,78.7,52.2,2590.2147442993137
2021.0,Gasconade County,Missouri,7987.0,14780.0,56.0,67.0,45.0,4760.285617137029
2022.0,Gasconade County,Missouri,8403.0,14772.0,55.0,66.8,43.1,4760.285617137029
2023.0,Gasconade County,Missouri,8428.0,14705.0,57.3,69.3,45.3,4760.285617137029
2021.0,Gaston County,North Carolina,143028.0,231277.0,61.2,73.1,49.4,4104.247983072138
2022.0,Gaston County,North Carolina,165750.0,233970.0,60.5,72.2,48.7,4104.247983072138
2023.0,Gaston County,North Carolina,167171.0,237242.0,61.0,72.9,49.1,4104.247983072138
2021.0,Gates County,North Carolina,6791.0,10403.0,60.9,71.7,50.1,3113.216668278062
2022.0,Gates County,North Carolina,8096.0,10370.0,60.7,72.1,49.2,3113.216668278062
2023.0,Gates County,North Carolina,8201.0,10343.0,61.8,73.0,50.7,3113.216668278062
2021.0,Geary County,Kansas,27617.0,36116.0,56.5,67.6,45.4,1808.9993437384087
2022.0,Geary County,Kansas,38845.0,35529.0,55.1,67.0,43.2,1808.9993437384087
2023.0,Geary County,Kansas,39029.0,35047.0,57.1,68.8,45.3,1808.9993437384087
2021.0,Geauga County,Ohio,58401.0,95708.0,51.2,60.5,41.9,3798.463425115558
2022.0,Geauga County,Ohio,62216.0,95491.0,49.5,59.2,39.8,3798.463425115558
2023.0,Geauga County,Ohio,62437.0,95407.0,51.2,60.6,41.8,3798.463425115558
2021.0,Gem County,Idaho,7449.0,19802.0,50.8,62.8,38.8,3616.344739215034
2022.0,Gem County,Idaho,8556.0,20454.0,48.7,61.1,36.3,3616.344739215034
2023.0,Gem County,Idaho,8592.0,21071.0,49.2,60.5,37.8,3616.344739215034
2021.0,Genesee County,Michigan,207345.0,404627.0,50.6,60.1,41.0,4806.959519030091
2022.0,Genesee County,Michigan,215838.0,401923.0,48.5,58.5,38.4,4806.959519030091
2023.0,Genesee County,Michigan,216533.0,401522.0,50.3,59.6,41.0,4806.959519030091
2021.0,Genesee County,New York,35209.0,57889.0,49.3,58.1,40.5,3817.205235620296
2022.0,Genesee County,New York,37455.0,57398.0,47.8,57.6,37.9,3817.205235620296
2023.0,Genesee County,New York,37553.0,57529.0,49.2,57.9,40.5,3817.205235620296
2021.0,Geneva County,Alabama,11470.0,26620.0,67.0,78.4,55.6,4416.777827182451
2022.0,Geneva County,Alabama,13092.0,26760.0,66.9,78.8,55.0,4416.777827182451
2023.0,Geneva County,Alabama,13121.0,26988.0,68.1,79.9,56.3,4416.777827182451
2021.0,Gentry County,Missouri,3083.0,6184.0,53.9,64.4,43.4,4183.235247335772
2022.0,Gentry County,Missouri,3358.0,6274.0,51.6,63.0,40.2,4183.235247335772
2023.0,Gentry County,Missouri,3373.0,6287.0,54.6,65.6,43.6,4183.235247335772
2021.0,George County,Mississippi,10725.0,24788.0,67.2,78.3,56.1,3676.958507357821
2022.0,George County,Mississippi,11694.0,25199.0,67.3,79.3,55.2,3676.958507357821
2023.0,George County,Mississippi,11726.0,25619.0,69.5,81.7,57.4,3676.958507357821
2021.0,Georgetown County,South Carolina,38754.0,63925.0,64.6,75.0,54.1,5712.677427697738
2022.0,Georgetown County,South Carolina,41895.0,64669.0,64.5,75.4,53.6,5712.677427697738
2023.0,Georgetown County,South Carolina,42055.0,65731.0,64.8,75.7,54.0,5712.677427697738
2021.0,Gibson County,Indiana,16692.0,32965.0,56.8,66.9,46.7,2495.1373693168
2022.0,Gibson County,Indiana,17896.0,33002.0,55.8,66.2,45.4,2495.1373693168
2023.0,Gibson County,Indiana,17956.0,32904.0,58.0,68.7,47.4,2495.1373693168
2020.0,Gibson County,Tennessee,844.0,50444.0,59.7,69.8,49.7,4068.958761876775
2021.0,Gibson County,Tennessee,23811.0,50468.0,59.9,70.3,49.5,4068.958761876775
2022.0,Gibson County,Tennessee,25789.0,50826.0,59.4,70.4,48.4,4068.958761876775
2023.0,Gibson County,Tennessee,25908.0,51045.0,61.3,72.0,50.6,4068.958761876775
2021.0,Gila County,Arizona,35034.0,53549.0,61.5,75.3,47.6,4977.501249930559
2022.0,Gila County,Arizona,38417.0,53922.0,60.4,74.1,46.6,4977.501249930559
2023.0,Gila County,Arizona,38651.0,54003.0,60.2,74.2,46.2,4977.501249930559
2021.0,Gilchrist County,Florida,7581.0,18316.0,69.7,80.7,58.8,2552.71353448716
2022.0,Gilchrist County,Florida,8103.0,19002.0,70.1,81.7,58.4,2552.71353448716
2023.0,Gilchrist County,Florida,8135.0,19587.0,71.0,82.7,59.3,2552.71353448716
2021.0,Giles County,Tennessee,12427.0,30401.0,58.7,69.7,47.8,4182.806549265974
2022.0,Giles County,Tennessee,13595.0,30540.0,58.3,70.3,46.2,4182.806549265974
2023.0,Giles County,Tennessee,13660.0,30721.0,60.1,71.7,48.6,4182.806549265974
2021.0,Giles County,Virginia,8287.0,16572.0,53.7,64.8,42.7,4381.114419396002
2022.0,Giles County,Virginia,8672.0,16432.0,52.6,64.2,41.0,4381.114419396002
2023.0,Giles County,Virginia,8686.0,16457.0,54.0,65.5,42.6,4381.114419396002
2021.0,Gillespie County,Texas,15816.0,27293.0,65.8,77.5,54.2,4795.730717917283
2022.0,Gillespie County,Texas,16935.0,27501.0,67.0,80.5,53.5,4795.730717917283
2023.0,Gillespie County,Texas,16904.0,27733.0,68.1,80.7,55.5,4795.730717917283
2021.0,Gilliam County,Oregon,932.0,2013.0,52.5,64.5,40.4,2764.0671273445214
2022.0,Gilliam County,Oregon,992.0,2008.0,50.6,62.7,38.4,2764.0671273445214
2023.0,Gilliam County,Oregon,997.0,2026.0,51.4,63.1,39.7,2764.0671273445214
2021.0,Gilmer County,Georgia,5051.0,32106.0,57.7,68.5,47.0,3137.553256238588
2022.0,Gilmer County,Georgia,14761.0,32403.0,57.6,68.9,46.3,3137.553256238588
2023.0,Gilmer County,Georgia,14797.0,32860.0,58.6,69.9,47.4,3137.553256238588
2021.0,Gilmer County,West Virginia,6318.0,7392.0,55.2,66.7,43.7,3501.516404742211
2022.0,Gilmer County,West Virginia,5274.0,7330.0,53.9,66.0,41.8,3501.516404742211
2023.0,Gilmer County,West Virginia,5296.0,7254.0,55.2,67.5,43.0,3501.516404742211
2021.0,Gilpin County,Colorado,3873.0,5893.0,41.0,52.2,29.6,2092.4738440769493
2022.0,Gilpin County,Colorado,4221.0,5886.0,39.4,51.1,27.7,2092.4738440769493
2023.0,Gilpin County,Colorado,4254.0,5926.0,38.5,50.2,26.8,2092.4738440769493
2021.0,Glacier County,Montana,15410.0,13724.0,40.8,51.8,29.8,2851.054449261518
2022.0,Glacier County,Montana,16837.0,13650.0,39.9,50.7,29.1,2851.054449261518
2023.0,Glacier County,Montana,17013.0,13609.0,42.3,53.1,31.5,2851.054449261518
2021.0,Glades County,Florida,5252.0,12266.0,74.6,85.0,64.1,2135.147817925856
2022.0,Glades County,Florida,5801.0,12463.0,75.0,85.5,64.6,2135.147817925856
2023.0,Glades County,Florida,5818.0,12786.0,75.4,85.8,64.9,2135.147817925856
2021.0,Gladwin County,Michigan,12417.0,25475.0,48.5,58.5,38.5,4061.424206088269
2022.0,Gladwin County,Michigan,12749.0,25621.0,46.1,56.1,36.2,4061.424206088269
2023.0,Gladwin County,Michigan,12770.0,25853.0,48.6,58.0,39.3,4061.424206088269
2021.0,Glascock County,Georgia,496.0,2901.0,63.9,75.5,52.3,3994.583615436696
2022.0,Glascock County,Georgia,1136.0,2928.0,64.1,75.9,52.4,3994.583615436696
2023.0,Glascock County,Georgia,1137.0,2954.0,64.8,76.4,53.3,3994.583615436696
2021.0,Glasscock County,Texas,678.0,1136.0,64.5,77.6,51.4,2366.345311130587
2022.0,Glasscock County,Texas,750.0,1139.0,65.4,78.7,52.1,2366.345311130587
2023.0,Glasscock County,Texas,752.0,1141.0,66.7,79.0,54.4,2366.345311130587
2021.0,Glenn County,California,16886.0,28718.0,62.3,75.1,49.4,2780.0490596892887
2022.0,Glenn County,California,18163.0,28360.0,62.0,76.1,47.8,2780.0490596892887
2023.0,Glenn County,California,18200.0,28129.0,60.3,72.2,48.3,2780.0490596892887
2021.0,Gloucester County,New Jersey,207733.0,304592.0,56.8,66.4,47.3,3232.573446208616
2022.0,Gloucester County,New Jersey,227907.0,306767.0,56.4,66.4,46.5,3232.573446208616
2023.0,Gloucester County,New Jersey,228980.0,308423.0,57.3,67.2,47.5,3232.573446208616
2021.0,Gloucester County,Virginia,23845.0,39174.0,60.1,69.5,50.6,4561.00057418179
2022.0,Gloucester County,Virginia,27068.0,39550.0,59.7,69.7,49.6,4561.00057418179
2023.0,Gloucester County,Virginia,27168.0,40057.0,60.6,70.5,50.8,4561.00057418179
2021.0,Glynn County,Georgia,45861.0,84786.0,68.1,78.4,57.8,5203.546395580931
2022.0,Glynn County,Georgia,51612.0,85145.0,68.7,79.7,57.8,5203.546395580931
2023.0,Glynn County,Georgia,51793.0,86172.0,69.4,79.6,59.2,5203.546395580931
2021.0,Gogebic County,Michigan,9584.0,14367.0,41.6,52.5,30.7,4358.83014623172
2022.0,Gogebic County,Michigan,9961.0,14377.0,38.4,48.9,28.0,4358.83014623172
2023.0,Gogebic County,Michigan,10016.0,14224.0,41.8,51.9,31.8,4358.83014623172
2021.0,Golden Valley County,Montana,400.0,815.0,45.2,59.0,31.5,4071.8562874251497
2022.0,Golden Valley County,Montana,447.0,826.0,43.9,57.2,30.5,4071.8562874251497
2023.0,Golden Valley County,Montana,449.0,835.0,45.5,58.2,32.9,4071.8562874251497
2021.0,Golden Valley County,North Dakota,640.0,1755.0,45.2,59.3,31.1,
2022.0,Golden Valley County,North Dakota,699.0,1746.0,42.0,54.6,29.3,
2023.0,Golden Valley County,North Dakota,705.0,1743.0,44.5,56.8,32.3,
2021.0,Goliad County,Texas,3533.0,7133.0,71.5,81.9,61.2,2323.6282194848827
2022.0,Goliad County,Texas,3814.0,7120.0,71.4,83.0,59.8,2323.6282194848827
2023.0,Goliad County,Texas,3736.0,7144.0,73.1,84.4,61.8,2323.6282194848827
2021.0,Gonzales County,Texas,10949.0,19636.0,70.4,81.2,59.6,3105.8705469142
2022.0,Gonzales County,Texas,12102.0,19816.0,70.9,83.3,58.5,3105.8705469142
2023.0,Gonzales County,Texas,11922.0,19930.0,72.9,84.5,61.2,3105.8705469142
2021.0,Goochland County,Virginia,16525.0,25529.0,58.5,70.3,46.7,1809.0230540133105
2022.0,Goochland County,Virginia,17611.0,26162.0,57.8,69.6,45.9,1809.0230540133105
2023.0,Goochland County,Virginia,17667.0,27197.0,58.9,71.0,46.9,1809.0230540133105
2021.0,Goodhue County,Minnesota,31474.0,48042.0,46.8,56.9,36.6,3484.9588841469763
2022.0,Goodhue County,Minnesota,33735.0,48041.0,43.7,53.8,33.6,3484.9588841469763
2023.0,Goodhue County,Minnesota,33905.0,48035.0,47.4,57.3,37.5,3484.9588841469763
2021.0,Gooding County,Idaho,6502.0,15793.0,51.8,64.3,39.3,3150.488761596413
2022.0,Gooding County,Idaho,7926.0,15879.0,49.2,61.5,36.9,3150.488761596413
2023.0,Gooding County,Idaho,7983.0,16061.0,48.8,60.8,36.9,3150.488761596413
2021.0,Gordon County,Georgia,8523.0,58239.0,61.2,72.6,49.8,3728.433488963636
2022.0,Gordon County,Georgia,25355.0,58855.0,60.6,72.4,48.7,3728.433488963636
2023.0,Gordon County,Georgia,25425.0,59757.0,61.9,73.3,50.4,3728.433488963636
2021.0,Goshen County,Wyoming,5475.0,12568.0,48.8,63.4,34.2,4097.452934662238
2022.0,Goshen County,Wyoming,6195.0,12636.0,47.8,63.0,32.6,4097.452934662238
2023.0,Goshen County,Wyoming,6235.0,12642.0,48.2,62.2,34.3,4097.452934662238
2021.0,Gosper County,Nebraska,331.0,1829.0,52.1,65.1,39.1,4656.199242014077
2021.0,Gove County,Kansas,1377.0,2747.0,54.8,69.1,40.5,5009.140767824497
2022.0,Gove County,Kansas,1433.0,2742.0,53.8,69.2,38.4,5009.140767824497
2023.0,Gove County,Kansas,1442.0,2735.0,54.4,68.4,40.4,5009.140767824497
2021.0,Grady County,Georgia,5854.0,25850.0,67.4,78.0,56.8,2869.638609683112
2022.0,Grady County,Georgia,12582.0,25994.0,67.4,78.6,56.2,2869.638609683112
2023.0,Grady County,Georgia,12627.0,26066.0,68.6,79.8,57.3,2869.638609683112
2021.0,Grady County,Oklahoma,24297.0,55595.0,61.3,72.9,49.7,2947.2766884531597
2022.0,Grady County,Oklahoma,27174.0,56648.0,61.7,74.6,48.9,2947.2766884531597
2023.0,Grady County,Oklahoma,27306.0,57375.0,62.7,74.8,50.5,2947.2766884531597
2021.0,Grafton County,New Hampshire,94224.0,90495.0,44.5,54.8,34.2,5766.216477358125
2022.0,Grafton County,New Hampshire,100566.0,93131.0,44.0,55.5,32.5,5766.216477358125
2023.0,Grafton County,New Hampshire,87977.0,93146.0,45.5,55.4,35.5,5766.216477358125
2021.0,Graham County,Arizona,26351.0,38921.0,62.6,76.6,48.7,3127.1347248576853
2022.0,Graham County,Arizona,29322.0,38822.0,61.2,75.2,47.2,3127.1347248576853
2023.0,Graham County,Arizona,29542.0,39525.0,62.2,76.2,48.2,3127.1347248576853
2021.0,Graham County,Kansas,1802.0,2400.0,54.6,68.6,40.6,4250.841750841751
2022.0,Graham County,Kansas,1814.0,2397.0,53.5,69.0,38.1,4250.841750841751
2023.0,Graham County,Kansas,1320.0,2376.0,54.1,68.0,40.2,4250.841750841751
2021.0,Graham County,North Carolina,5071.0,8008.0,54.6,65.6,43.7,3241.4307004470943
2022.0,Graham County,North Carolina,5619.0,8032.0,54.3,65.9,42.7,3241.4307004470943
2023.0,Graham County,North Carolina,5639.0,8052.0,55.1,66.5,43.7,3241.4307004470943
2021.0,Grainger County,Tennessee,12256.0,23800.0,57.6,68.6,46.5,2994.206069446133
2022.0,Grainger County,Tennessee,12993.0,24185.0,57.7,69.1,46.2,2994.206069446133
2023.0,Grainger County,Tennessee,13032.0,24681.0,58.6,69.9,47.3,2994.206069446133
2021.0,Grand County,Colorado,11018.0,15851.0,39.3,51.9,26.7,1644.179479133982
2022.0,Grand County,Colorado,11972.0,15734.0,37.0,50.2,23.8,1644.179479133982
2023.0,Grand County,Colorado,12036.0,15935.0,36.6,49.6,23.7,1644.179479133982
2021.0,Grand County,Utah,7332.0,9671.0,53.4,66.1,40.7,2977.5396661858645
2022.0,Grand County,Utah,8004.0,9771.0,52.2,65.4,39.1,2977.5396661858645
2023.0,Grand County,Utah,8045.0,9706.0,51.5,64.4,38.5,2977.5396661858645
2021.0,Grand Forks County,North Dakota,46120.0,72586.0,43.2,54.8,31.6,3472.7952907520494
2022.0,Grand Forks County,North Dakota,50973.0,72421.0,38.0,48.2,27.9,3472.7952907520494
2023.0,Grand Forks County,North Dakota,51304.0,72708.0,41.3,51.7,31.0,3472.7952907520494
2021.0,Grand Isle County,Vermont,6353.0,7428.0,47.7,56.7,38.7,1848.1317798312575
2022.0,Grand Isle County,Vermont,7081.0,7490.0,46.1,55.8,36.5,1848.1317798312575
2023.0,Grand Isle County,Vermont,7125.0,7467.0,47.9,56.5,39.2,1848.1317798312575
2021.0,Grand Traverse County,Michigan,63677.0,95969.0,47.6,57.3,38.0,5989.35916449736
2022.0,Grand Traverse County,Michigan,65809.0,96298.0,45.5,55.3,35.7,5989.35916449736
2023.0,Grand Traverse County,Michigan,65974.0,96421.0,47.9,57.3,38.4,5989.35916449736
2021.0,Granite County,Montana,1356.0,3360.0,40.7,51.9,29.4,3143.2545201668986
2022.0,Granite County,Montana,1465.0,3497.0,39.6,51.0,28.1,3143.2545201668986
2023.0,Granite County,Montana,1477.0,3595.0,40.4,51.5,29.3,3143.2545201668986
2021.0,Grant County,Arkansas,9388.0,18123.0,62.3,73.3,51.3,2779.742153076212
2022.0,Grant County,Arkansas,10185.0,18129.0,62.6,74.4,50.8,2779.742153076212
2023.0,Grant County,Arkansas,10226.0,18383.0,64.3,75.5,53.0,2779.742153076212
2021.0,Grant County,Indiana,29212.0,66188.0,52.8,62.4,43.2,4413.897280966768
2022.0,Grant County,Indiana,31872.0,65993.0,51.6,62.2,41.0,4413.897280966768
2023.0,Grant County,Indiana,31991.0,66200.0,53.7,64.0,43.4,4413.897280966768
2021.0,Grant County,Kansas,3531.0,7333.0,55.8,71.1,40.5,1790.9612424793618
2022.0,Grant County,Kansas,3845.0,7250.0,55.2,71.4,39.0,1790.9612424793618
2023.0,Grant County,Kansas,3869.0,7147.0,55.7,70.5,40.8,1790.9612424793618
2021.0,Grant County,Kentucky,13171.0,25292.0,55.9,65.8,45.9,2459.1123775323003
2022.0,Grant County,Kentucky,13832.0,25474.0,55.0,65.4,44.7,2459.1123775323003
2023.0,Grant County,Kentucky,13898.0,25619.0,56.7,67.4,46.1,2459.1123775323003
2021.0,Grant County,Minnesota,3338.0,6149.0,45.6,56.1,35.2,3208.991692458055
2022.0,Grant County,Minnesota,3568.0,6121.0,41.3,51.7,31.0,3208.991692458055
2023.0,Grant County,Minnesota,3580.0,6139.0,44.5,54.9,34.1,3208.991692458055
2021.0,Grant County,Nebraska,97.0,577.0,49.0,62.7,35.3,
2021.0,Grant County,New Mexico,20568.0,27893.0,57.5,72.4,42.7,4226.121141525918
2022.0,Grant County,New Mexico,23192.0,27693.0,56.3,71.1,41.5,4226.121141525918
2023.0,Grant County,New Mexico,23615.0,27472.0,57.4,72.3,42.5,4226.121141525918
2021.0,Grant County,North Dakota,592.0,2303.0,45.1,58.6,31.6,4063.205417607224
2022.0,Grant County,North Dakota,659.0,2238.0,41.4,53.9,28.8,4063.205417607224
